1146,19,671
1147,4,1369
1148,13,732
1149,8,1013
1158,4,1806
1159,3,1650
1160,11,186
1161,10,372
1162,7,228
1163,5,1680
1164,13,2659
1165,10,601
1178,9,720
1179,17,1204
1180,6,1124
1181,19,1380
1188,5,309
1189,4,1283
1190,14,212
1194,19,1003
1195,17,32
1230,9,1226
1231,7,558
1234,19,1785
1235,16,211
1238,8,737
1239,9,2898
1244,12,4
1245,9,1623
1250,8,2210
1251,13,2425
1262,3,1120
1263,7,765
1274,5,2296
1275,3,1549
1276,3,714
1277,9,1789
1281,12,301
1293,13,2456
1298,5,1671
1299,4,2115
1310,19,437
1311,4,151
1314,17,146
1315,10,726
1316,14,157
1317,12,463
1322,12,210
1323,4,1127
1336,9,1314
1337,6,876
1340,4,309
1341,6,1073
1346,19,557
1347,10,308
1357,10,61
1362,19,1923
1363,13,352
1368,8,437
1369,17,1897
1370,6,1235
1374,7,47
1376,6,973
1377,3,2169
1380,5,963
1381,9,468
1388,19,381
1389,9,281
1390,19,464
1391,8,2646
1399,19,380
1400,2,215
1401,14,215
1403,4,822
1404,17,1121
1405,4,594
1412,17,1538
1413,13,1076
1418,17,467
1419,17,141
1420,14,546
1422,6,1095
1423,15,258
1424,9,2775
1425,13,1096
1432,13,1675
1433,8,2228
1436,3,847
1437,8,420
1442,17,1520
1443,3,224
1444,19,288
1445,4,2385
1446,17,1190
1447,4,1816
1450,7,495
1451,12,434
1456,19,2074
1458,9,1148
1459,8,1230
1462,9,121
1463,3,706
1466,15,79
1467,8,2463
1468,12,261
1469,11,294
1472,5,1954
1482,9,361
1483,9,2070
1484,9,2646
1485,9,294
1490,8,2010
1491,8,443
1492,8,567
1493,5,2615
1496,5,2573
1508,13,533
1509,13,2440
1510,9,240
1511,9,1213
1516,6,733
1517,19,1011
1526,9,2772
1544,6,1094
1545,3,17
1546,9,673
1547,7,240
1558,2,31
1559,8,1723
1560,3,2292
1561,3,520
1566,6,529
1567,8,2524
1572,9,1814
1573,3,1522
1574,4,2403
1575,13,1211
1578,16,112
1579,17,672
1586,4,601
1587,7,957
1588,8,1011
1589,19,2070
1597,4,1957
1600,14,347
1601,13,2386
1606,8,440
1607,9,777
1608,12,329
1609,9,623
1616,12,182
1617,17,1144
1618,5,28
1619,3,2263
1624,17,490
1625,19,476
1636,12,3
1637,15,162
1639,4,1069
1644,6,1199
1645,9,805
1646,15,29
1647,1,343
1659,9,1233
1668,5,1746
1669,8,2667
1690,17,624
1691,4,699
1692,13,2113
1693,1,205
1700,19,1664
1701,9,2305
1702,5,579
1703,13,2354
1704,10,336
1705,17,1851
1706,13,3
1707,15,348
1708,17,440
1709,15,186
1710,17,1205
1711,2,216
1718,19,1640
1726,3,1954
1727,17,1453
1728,3,1672
1736,4,1231
1737,6,1287
1738,5,109
1739,3,1718
1762,3,246
1763,5,1937
1764,14,122
1765,14,139
1766,3,2130
1767,5,1865
1768,19,2231
1769,8,1624
1773,15,333
1775,9,509
1776,3,585
1777,19,2162
1778,17,248
1779,8,1835
1784,13,579
1785,3,809
1787,3,1784
1809,17,432
1810,16,301
1811,19,1009
1815,4,2417
1816,4,564
1819,3,2206
1820,9,1006
1821,3,1758
1826,8,790
1827,12,95
1830,6,12
1831,13,211
1838,5,1644
1839,2,289
1846,4,2160
1847,10,268
1852,13,1399
1853,13,807
1855,14,23
1858,19,71
1859,19,1760
1860,7,352
1861,8,1766
1864,3,1322
1865,17,1496
1882,6,1505
1883,8,1579
1894,5,556
1895,4,749
1896,3,360
1897,13,131
1899,13,1984
1908,6,1428
1909,17,1454
1912,8,1807
1913,19,2136
1917,8,757
1920,4,2154
1921,16,186
1922,9,1876
1934,8,523
1935,8,698
1936,9,727
1940,4,2027
1952,8,1606
1953,3,812
1958,6,1134
1959,13,2008
1960,17,1074
1961,9,2465
1962,13,658
1976,13,179
1977,17,1630
1988,13,1342
1989,7,609
1992,12,421
1993,19,297
2000,4,350
2001,17,520
2008,19,612
2009,12,60
2010,19,2041
2011,6,1179
2012,15,180
2013,9,1617
2020,9,2719
2021,15,289
2022,19,1443
2023,8,457
2028,4,419
2029,9,136
2040,7,360
2041,10,458
2043,8,832
2047,10,716
2050,19,182
2051,11,189
2054,4,747
2055,9,453
2058,8,473
2059,17,189
2074,8,1815
2075,13,887
2080,19,1551
2081,4,1044
2082,8,2339
2083,3,2274
2084,13,802
2085,7,887
2086,10,368
2087,1,5
2098,19,688
2099,6,1307
2104,3,692
2106,4,939
2107,5,327
2108,8,1190
2109,3,855
2114,5,428
2115,10,345
2116,19,1501
2117,17,1580
2118,12,268
2119,7,241
2120,19,1086
2121,5,1577
2136,15,582
2137,4,224
2140,19,1402
2141,17,639
2146,2,207
2147,6,482
2151,15,134
2152,3,695
2153,6,931
2154,4,610
2155,3,467
2159,6,719
2160,8,405
2166,14,519
2167,5,2393
2172,2,133
2173,13,193
2177,3,2088
2182,5,2076
2186,8,270
2187,8,190
2188,11,277
2189,17,1725
2194,4,2342
2195,8,193
2200,19,1538
2201,19,769
2202,9,650
2203,13,801
2204,3,856
2205,8,1643
2210,6,312
2211,3,1574
2212,19,184
2213,6,1483
2216,5,2213
2217,19,167
2220,13,1380
2226,4,1703
2227,11,36
2238,8,1614
2239,17,1072
2240,3,2283
2241,17,683
2242,3,1287
2243,10,616
2254,9,1313
2255,8,2222
2260,8,1821
2261,4,2328
2262,6,1122
2263,13,1713
2277,8,1062
2282,9,1066
2283,13,1865
2288,13,704
2289,11,463
2290,13,2525
2291,13,2708
2300,6,722
2312,6,804
2313,4,806
2324,13,860
2325,9,386
2326,7,278
2327,6,681
2328,5,542
2329,9,1475
2330,8,893
2331,4,159
2336,12,386
2337,4,1755
2338,3,2103
2342,2,139
2343,8,1580
2344,18,188
2345,8,1150
2346,4,1513
2347,7,472
2352,11,339
2360,3,2113
2361,15,456
2377,4,532
2378,16,369
2379,17,2053
2386,13,1573
2387,6,1566
2394,6,716
2395,13,1780
2398,13,855
2399,5,1167
2404,13,788
2405,5,1518
2406,17,1125
2407,3,1284
2413,8,833
2415,19,1950
2421,19,219
2426,8,1059
2436,8,1929
2446,11,2
2447,5,1160
2450,19,1641
2470,10,748
2471,13,2046
2496,5,2077
2497,5,837
2502,4,122
2503,13,1036
2507,4,1826
2512,8,1671
2513,11,405
2515,13,886
2526,9,227
2527,3,2212
2529,6,885
2535,8,2183
2536,19,402
2537,11,452
2544,19,1449
2545,8,1922
2546,9,924
2548,8,2310
2549,19,66
2554,3,538
2555,3,1276
2560,14,22
2561,8,916
2564,6,628
2565,9,1969
2566,9,680
2567,13,1680
2568,19,587
2569,16,359
2574,3,199
2575,15,292
2589,13,2645
2590,6,1248
2591,8,1149
2592,17,998
2593,15,416
2596,7,172
2597,8,2214
2600,13,1491
2601,9,1570
2602,19,1750
2603,19,1236
2608,13,1523
2609,8,2295
2610,3,1621
2611,19,2042
2618,6,664
2619,11,146
2620,5,806
2624,16,230
2625,5,206
2634,13,1998
2635,9,1065
2640,19,1195
2641,14,396
2642,13,1743
2643,8,1770
2646,2,130
2647,17,1922
2650,3,1586
2651,4,2245
2652,5,2571
2653,8,979
2685,5,742
2686,15,99
2687,9,693
2698,9,2032
2699,5,560
2702,19,854
2703,9,2293
2715,8,274
2716,13,971
2717,8,2657
2724,9,576
2725,7,582
2726,3,234
2737,3,1939
2744,13,870
2745,6,1323
2750,19,76
2751,2,394
2752,13,1607
2753,4,2076
2762,8,2009
2763,9,2776
2768,3,1622
2769,10,398
2770,19,808
2771,17,1086
2772,8,2138
2773,3,1408
2778,3,213
2779,13,130
2784,9,899
2786,17,1233
2792,8,353
2793,4,428
2794,9,809
2795,5,1153
2796,13,1815
2797,15,262
2798,12,469
2799,3,890
2800,5,79
2801,6,20
2804,19,2100
2805,9,1361
2809,18,103
2820,9,922
2821,10,95
2823,1,86
2830,13,1517
2831,9,1691
2840,7,573
2841,5,1624
2842,19,1344
2848,13,670
2849,19,2252
2850,3,610
2851,19,277
2852,13,119
2853,4,2149
2887,11,83
2891,8,1857
2892,8,2520
2900,5,1180
2918,13,2010
2919,17,1332
2936,4,2370
2937,10,591
2940,9,1939
2941,19,1101
2942,17,1277
2943,13,2632
2965,13,489
2966,5,1150
2967,12,412
2986,17,1695
2987,15,208
2988,4,2082
3000,15,423
3001,9,841
3006,6,1326
3007,4,182
3008,19,1405
3009,7,613
3023,15,621
3030,5,2634
3031,13,2309
3036,10,741
3037,5,393
3044,19,2099
3045,17,210
3050,8,1453
3051,4,1479
3052,5,1082
3054,17,760
3055,4,1938
3058,3,887
3059,17,2009
3064,4,2261
3066,1,106
3067,2,340
3068,8,2797
3069,9,2493
3072,2,328
3073,5,1679
3074,19,990
3075,6,769
3082,5,1504
3083,14,423
3088,4,836
3089,5,126
3098,9,1981
3099,12,241
3102,19,2245
3103,17,956
3106,4,987
3107,17,124
3108,17,112
3109,3,179
3128,8,1028
3129,12,481
3134,5,1864
3136,13,498
3137,13,2183
3139,3,712
3140,7,403
3141,15,326
3142,9,2568
3143,5,229
3155,14,95
3172,14,504
3173,9,1445
3174,3,2207
3175,5,1152
3177,8,2619
3184,6,1312
3185,19,249
3192,19,265
3193,5,1409
3202,9,1746
3203,8,2539
3208,7,873
3234,5,2331
3235,19,2005
3242,4,555
3243,13,452
3262,15,90
3263,5,1955
3268,2,129
3269,17,1452
3278,13,1817
3279,7,439
3281,11,496
3282,4,1539
3306,14,402
3307,3,2057
3314,5,32
3315,4,168
3320,4,903
3321,19,1045
3334,10,177
3335,19,922
3336,3,1507
3337,2,160
3338,4,1306
3342,14,146
3354,17,1874
3355,4,2074
3356,13,366
3357,10,745
3360,18,36
3361,5,690
3366,4,246
3367,4,904
3368,15,345
3369,4,1832
3370,3,588
3371,19,489
3398,6,1185
3399,17,857
3414,12,81
3415,17,1052
3422,4,2369
3423,15,574
3429,8,366
3432,3,685
3433,4,993
3434,6,201
3435,5,1687
3438,4,1659
3439,17,227
3452,19,1952
3453,13,11
3454,3,1458
3455,7,246
3466,8,2547
3476,3,1760
3477,5,2143
3478,9,404
3479,3,2296
3480,17,66
3481,14,272
3484,4,1128
3485,10,42
3494,19,193
3495,4,494
3498,14,463
3499,8,1023
3502,3,826
3503,7,718
3504,5,1549
3505,5,1029
3508,11,198
3509,9,84
3514,8,783
3526,5,2752
3527,5,854
3528,14,40
3529,3,438
3536,3,2254
3537,13,798
3544,7,166
3545,12,446
3548,13,840
3549,14,512
3550,19,2105
3551,13,623
3552,3,1250
3553,2,301
3554,16,7
3558,9,1036
3559,9,2856
3562,5,2580
3563,4,1965
3570,17,850
3571,19,1732
3574,3,554
3575,13,546
3586,10,541
3587,17,841
3592,17,980
3593,3,886
3606,5,1083
3610,5,2241
3611,7,904
3612,19,2006
3616,3,16
3618,6,1079
3619,12,281
3622,18,104
3623,13,974
3630,5,2444
3631,6,1484
3635,6,1116
3654,1,196
3655,13,1273
3662,19,638
3663,10,96
3672,3,889
3673,6,372
3676,16,165
3677,13,319
3678,5,397
3679,2,339
3681,5,1056
3688,5,181
3689,8,249
3722,3,702
3723,4,453
3730,8,2330
3731,6,1490
3734,19,581
3735,3,1446
3736,4,589
3737,5,333
3740,3,1380
3746,9,1745
3747,17,503
3748,4,708
3752,8,2454
3753,17,250
3758,17,361
3759,13,1688
3770,14,558
3771,9,1359
3788,13,574
3789,5,679
3792,6,127
3794,3,1943
3795,9,1516
3798,5,1118
3799,3,2242
3806,19,281
3807,5,1507
3811,9,1305
3814,7,776
3815,4,1904
3820,9,328
3837,3,599
3842,3,217
3843,6,155
3848,14,239
3849,17,1535
3854,5,1236
3855,9,1998
3856,9,2815
3857,15,509
3864,8,2402
3865,14,559
3866,17,1109
3867,1,161
3868,11,364
3869,3,511
3880,19,1433
3881,1,114
3884,13,920
3885,13,2430
3886,9,2065
3887,4,325
3888,3,2222
3889,10,285
3890,19,427
3894,8,670
3895,14,534
3900,14,557
3906,1,290
3907,2,132
3908,8,1060
3909,7,490
3924,19,1870
3925,10,529
3926,19,2011
3927,17,722
3929,2,344
3932,4,772
3935,13,1677
3936,13,1608
3937,19,703
3939,17,1381
3940,9,1447
3941,9,2797
3942,19,2240
3943,3,937
3952,4,1185
3956,5,2625
3957,12,125
3966,10,40
3967,9,1446
3970,3,1079
3971,3,2284
3975,13,75
3976,14,496
3977,3,867
3994,17,1690
3995,9,689
3997,16,246
4000,19,1766
4001,19,662
4006,3,748
4010,9,70
4011,6,1458
4012,6,984
4013,4,785
4018,15,312
4019,8,678
4026,5,1466
4027,13,209
4038,18,93
4039,8,2609
4044,17,1583
4049,6,522
4054,5,843
4055,3,1918
4056,19,934
4057,14,429
4058,13,1627
4059,6,627
4060,9,726
4061,13,1098
4062,11,341
4063,3,2001
4064,9,2760
4065,5,1329
4076,4,2358
4077,5,649
4080,9,397
4081,19,1847
4086,6,1538
4087,7,295
4088,8,2735
4089,6,1172
4094,19,1628
4095,4,1419
4096,7,509
4097,17,552
4100,9,198
4101,13,136
4102,3,1236
4103,2,367
4104,5,220
4105,19,1697
4108,19,1759
4109,17,1785
4110,5,1688
4111,4,1901
4114,6,345
4115,17,1369
4118,7,2
4120,17,1683
4121,4,148
4124,5,1144
4125,4,332
4129,19,1688
4130,4,609
4131,3,1243
4134,8,2492
4135,3,458
4138,19,948
4139,7,474
4146,15,520
4147,19,2129
4148,19,1523
4149,8,372
4150,3,2208
4151,17,1989
4152,4,406
4153,3,2255
4156,5,914
4158,8,248
4159,8,2177
4168,6,1093
4169,4,2349
4170,5,2546
4171,3,1812
4174,7,604
4175,3,2073
4180,7,170
4181,17,1779
4184,19,386
4185,9,2868
4200,5,1887
4201,17,646
4204,14,511
4206,6,1247
4208,15,224
4209,4,1337
4212,16,11
4213,1,98
4218,17,634
4219,5,599
4220,4,1864
4221,9,1613
4222,14,357
4223,6,1366
4224,3,115
4226,6,255
4227,8,60
4228,17,1352
4229,13,38
4234,6,162
4235,5,395
4240,8,2111
4241,5,1154
4252,12,351
4253,5,1953
4261,13,1678
4270,6,853
4271,4,1100
4276,6,455
4278,12,244
4279,4,882
4281,5,882
4284,13,746
4285,9,1307
4288,1,176
4296,19,600
4300,6,1524
4301,8,419
4302,9,520
4303,8,380
4304,13,1260
4305,5,628
4311,2,267
4312,4,1333
4313,11,20
4316,3,1333
4317,10,289
4318,3,243
4319,17,1979
4328,4,139
4330,13,2126
4331,14,49
4334,15,337
4335,4,2300
4338,5,945
4339,17,1080
4340,5,1446
4341,13,1695
4342,8,268
4343,8,1407
4346,8,1813
4347,9,1793
4352,12,475
4353,9,1919
4358,13,537
4359,17,46
4360,19,1142
4361,5,43
4368,13,496
4369,14,414
4378,13,2448
4379,4,1908
4384,9,30
4385,12,376
4393,9,149
4406,1,85
4407,5,691
4412,19,1407
4413,3,1353
4415,5,844
4430,4,340
4431,19,558
4438,15,61
4439,4,1420
4440,19,1302
4441,4,902
4444,6,1342
4446,3,1585
4447,4,242
4450,19,168
4466,5,1454
4467,9,2101
4468,3,469
4469,5,2511
4470,19,186
4471,8,2367
4474,17,209
4475,12,440
4487,14,475
4490,19,1419
4491,13,420
4492,6,1408
4493,17,824
4508,6,813
4518,1,10
4519,9,1303
4520,8,113
4522,4,1295
4523,1,263
4526,3,732
4527,3,276
4535,19,801
4554,19,1099
4555,9,1136
4562,6,1245
4574,4,1175
4575,3,1927
4580,19,920
4581,5,2135
4582,13,1171
4583,4,617
4589,8,152
4599,4,1740
4600,19,1639
4601,13,81
4624,17,1227
4625,13,1591
4631,17,1056
4632,19,105
4633,8,983
4638,5,394
4639,13,59
4640,6,1370
4641,17,79
4642,6,1133
4643,19,2131
4650,19,1488
4651,8,2229
4652,19,2036
4653,1,313
4660,13,760
4661,5,629
4672,8,2306
4673,9,499
4684,9,2829
4685,13,117
4687,5,371
4706,15,435
4707,15,330
4716,6,1447
4717,8,37
4720,8,2507
4721,6,289
4722,6,530
4726,9,2897
4727,6,686
4728,4,1378
4729,17,1978
4736,5,1886
4738,17,821
4739,13,1522
4740,9,2480
4741,13,79
4744,4,1526
4745,3,1966
4755,5,2757
4756,4,2319
4757,9,2845
4762,5,31
4763,11,600
4768,3,591
4769,3,2301
4772,9,2862
4773,5,2398
4783,13,981
4786,10,152
4787,17,663
4790,5,1075
4791,9,1743
4810,14,401
4811,13,2021
4816,13,1157
4817,3,1486
4820,8,1496
4821,15,317
4832,5,1527
4833,9,2637
4834,10,339
4835,5,1793
4842,13,923
4852,3,1435
4854,5,2565
4855,13,370
4856,10,401
4857,5,2678
4871,4,1366
4874,7,482
4875,8,2716
4885,3,787
4886,8,951
4887,15,286
4891,13,1397
4896,4,1937
4897,12,438
4902,9,994
4903,9,1047
4904,19,2059
4906,13,1035
4907,6,320
4914,9,1400
4915,2,338
4920,7,399
4921,5,2297
4930,17,36
4931,16,308
4932,13,771
4933,8,1003
4950,3,1536
4951,3,1217
4952,8,1226
4953,5,1244
4962,3,1554
4963,6,730
4964,13,28
4965,9,2665
4974,15,145
4975,3,348
4981,10,204
4982,3,2280
4986,12,82
4987,5,2643
4992,9,473
4993,5,1330
4994,19,1514
4995,7,554
5019,4,2075
5036,4,157
5037,4,2343
5043,17,158
5046,19,2244
5047,18,179
5050,7,868
5051,13,1797
5052,5,1496
5059,18,41
5060,6,319
5061,15,43
5062,6,1188
5063,6,1297
5071,3,2275
5074,3,1759
5075,11,220
5084,9,2894
5092,8,2100
5106,6,1136
5107,19,274
5111,8,1944
5112,4,684
5113,5,794
5124,2,32
5125,5,400
5126,9,413
5127,7,328
5130,4,2263
5131,11,437
5138,5,734
5139,17,1028
5146,8,622
5147,17,607
5153,10,92
5154,13,1910
5156,3,289
5157,5,738
5159,19,877
5160,2,140
5161,6,248
5162,5,98
5163,8,2699
5166,3,827
5167,9,2337
5174,10,257
5175,13,781
5176,9,2336
5177,14,159
5178,11,596
5179,8,236
5180,19,977
5181,19,443
5188,6,344
5189,7,103
5200,19,357
5201,3,1093
5206,9,943
5207,4,270
5216,17,796
5217,17,1229
5230,19,1510
5231,17,496
5236,4,722
5237,9,1685
5266,8,1880
5267,19,1695
5278,8,540
5279,13,1362
5284,1,318
5285,15,346
5286,8,1359
5287,15,146
5294,12,437
5296,9,161
5297,12,22
5298,15,480
5303,17,31
5306,8,1498
5307,13,1158
5311,11,274
5324,19,44
5328,9,1988
5329,3,1016
5336,8,508
5337,3,133
5340,4,2025
5341,13,374
5348,5,891
5349,19,487
5350,5,2614
5351,9,1005
5360,13,1592
5361,5,2212
5364,16,371
5367,8,596
5370,4,237
5378,16,207
5379,19,165
5380,3,1104
5381,6,1164
5392,5,1260
5396,8,2603
5397,14,29
5400,16,178
5401,7,955
5407,8,1341
5410,1,48
5411,13,2377
5412,3,764
5413,19,672
5426,5,1197
5427,9,1909
5442,19,2176
5443,9,2562
5448,14,435
5449,9,1182
5451,19,1161
5454,19,1320
5455,4,51
5459,17,1883
5464,1,264
5465,7,452
5466,3,1651
5467,6,370
5477,9,2050
5484,18,144
5485,11,497
5497,13,2267
5504,17,842
5506,5,621
5507,7,898
5512,4,1284
5513,4,1315
5516,8,2079
5517,17,1339
5522,6,1198
5523,3,534
5526,2,1
5527,13,2501
5530,13,621
5531,15,570
5534,8,478
5535,17,1543
5538,5,2102
5539,8,1717
5540,17,1744
5541,5,83
5542,17,904
5547,13,1700
5556,5,1054
5557,5,1930
5560,19,974
5561,17,1529
5562,3,1098
5563,2,19
5568,5,1491
5572,9,2172
5586,11,451
5592,9,2376
5593,7,176
5596,3,1323
5597,16,14
5603,6,867
5613,8,2098
5614,8,2545
5615,19,1593
5622,6,1041
5624,4,271
5625,13,22
5626,3,1924
5627,17,1688
5630,8,1890
5631,15,80
5636,6,1184
5637,16,127
5638,4,1171
5640,17,1276
5641,6,1003
5642,13,1766
5656,19,361
5657,3,1680
5660,13,453
5661,6,1358
5668,5,1750
5674,5,722
5675,13,583
5678,15,473
5679,8,1685
5684,7,719
5685,8,782
5689,6,1074
5694,9,1224
5698,19,601
5699,9,2917
5716,4,276
5717,5,2134
5736,10,630
5737,17,804
5738,12,273
5739,13,2627
5741,5,125
5742,4,1535
5743,8,1183
5748,19,2291
5749,6,200
5768,13,622
5769,18,191
5788,9,1473
5789,17,1818
5802,11,585
5803,3,2133
5804,8,456
5806,4,1596
5807,9,2516
5810,3,1267
5811,9,60
5820,7,233
5821,8,718
5828,12,172
5829,2,261
5836,5,1820
5837,5,2665
5852,14,371
5853,9,748
5854,9,2694
5855,5,1087
5856,9,1962
5857,13,144
5860,1,44
5861,7,180
5868,15,58
5869,5,538
5889,5,2646
5890,3,2129
5891,8,509
5894,9,2668
5895,11,419
5906,8,846
5910,11,427
5911,8,1581
5916,9,112
5917,9,1772
5928,17,1772
5929,19,247
5930,5,1220
5931,3,2114
5948,7,232
5949,19,1137
5950,11,442
5951,3,1023
5960,14,83
5961,8,1176
5963,8,2631
5970,13,1552
5971,3,245
5981,17,548
5986,3,1598
5987,5,108
5988,15,215
5989,17,1451
5998,12,209
5999,17,1300
6000,15,82
6001,17,1115
6015,13,829
6018,11,423
6019,9,2472
6026,4,1179
6027,6,286
6030,13,164
6031,4,2341
6034,13,1185
6035,8,1497
6049,13,1178
6050,14,32
6051,5,1631
6052,10,425
6053,4,1708
6056,3,255
6057,3,1301
6059,13,1830
6060,19,1174
6061,6,276
6062,11,500
6084,9,2413
6088,8,479
6092,13,177
6093,19,807
6094,13,1239
6095,5,654
6096,4,2144
6097,2,64
6108,13,2129
6109,4,2350
6110,6,590
6111,5,352
6119,8,2523
6123,17,645
6130,4,1055
6140,19,235
6141,4,769
6152,15,395
6153,13,2184
6158,9,782
6159,8,671
6162,4,500
6163,8,148
6164,5,1158
6165,14,279
6166,17,531
6167,7,892
6175,3,1904
6186,13,2622
6187,15,558
6188,4,1048
6189,13,457
6194,13,2680
6195,11,96
6209,9,450
6216,9,2263
6217,14,349
6223,3,979
6226,9,1485
6228,4,1049
6229,13,1164
6238,15,160
6239,5,448
6240,17,1432
6241,18,159
6247,6,424
6256,5,26
6257,3,624
6259,9,1326
6264,17,212
6270,17,704
6271,5,174
6272,17,1330
6273,14,574
6274,3,1086
6280,13,1554
6281,8,2137
6284,4,2015
6285,6,192
6287,9,1582
6294,9,728
6295,13,2484
6298,3,1875
6299,5,1422
6300,3,762
6301,5,2487
6308,6,1089
6309,2,276
6310,4,1481
6311,10,36
6314,17,427
6315,14,520
6318,6,1407
6319,8,1031
6324,6,879
6325,5,1654
6326,18,136
6327,5,1952
6328,19,2073
6329,2,318
6330,5,1701
6334,19,1671
6335,3,1783
6336,5,120
6337,4,1825
6340,14,411
6341,4,499
6350,13,1202
6351,5,1923
6354,19,2066
6355,13,1310
6364,8,59
6365,3,2216
6378,17,1616
6380,5,427
6381,5,99
6384,13,1935
6385,9,2478
6398,8,2362
6399,19,518
6402,17,1918
6404,6,409
6405,18,81
6415,13,2355
6416,5,209
6417,5,913
6418,4,1443
6419,6,874
6422,8,127
6423,4,1716
6432,17,840
6433,4,1902
6434,19,796
6435,12,305
6436,19,2088
6448,3,587
6470,4,140
6471,19,919
6490,4,1880
6491,10,100
6494,4,855
6495,4,2108
6498,9,2158
6500,19,1341
6501,5,1557
6503,19,218
6514,17,1598
6515,4,1454
6516,5,2324
6517,9,1796
6522,5,682
6528,4,1090
6530,8,1208
6536,5,2093
6539,6,56
6542,2,112
6543,4,787
6548,3,1835
6549,6,1144
6556,5,1445
6557,19,181
6559,9,429
6560,17,1286
6561,5,1305
6569,17,329
6570,5,2547
6571,19,1992
6576,4,1106
6577,13,1198
6580,3,1459
6581,10,240
6586,9,2572
6587,4,223
6602,4,615
6603,13,1960
6606,9,2626
6608,17,1629
6609,13,2673
6612,16,12
6613,8,679
6616,15,380
