stuId,library,hospital,market,water,canteen,washer,other,academic_office,printing,bus,shower,labels
64,5.97,0.0,6.06851851852,2.80863945578,4.36876075731,1.28352941176,0.0,3.34,0.7325,2.8793220339,1.50542372881,2.0
65,6.925,0.0,8.089,3.02295597484,4.18018779343,1.02666666667,0.0,0.0,0.2,4.35785123967,4.58461538462,0.0
66,13.4166666667,0.0,9.30375,2.09967145791,4.06137767221,0.44,0.681818181818,0.0,0.45,2.52424242424,0.725423728814,0.0
67,11.1166666667,0.0,8.66397849462,1.51086848635,4.94311926606,0.0,0.0,4.0,10.00625,3.86617100372,0.902734375,0.0
70,4.084375,0.0,8.42300884956,4.36896825397,5.66770034843,0.906666666667,0.0,11.06,8.5,4.02763157895,0.71884057971,0.0
71,5.2625,0.0,6.66341463415,1.93208333333,4.72964285714,3.16363636364,0.0,0.0,0.15,2.07375,1.33103448276,0.0
74,4.76315789474,0.0,5.23405405405,2.6825462963,3.60775768535,0.668181818182,0.74,0.35,0.52,1.84626168224,1.15833333333,0.0
75,5.36363636364,0.0,4.8990521327,2.72797927461,3.52564593301,0.0,35.54,0.0,0.325,3.10609907121,1.16136363636,0.0
76,10.848,0.0,10.7481049563,0.8444921875,5.19259259259,1.54666666667,0.8,0.0,0.5875,1.72523809524,0.746511627907,0.0
77,11.1897435897,0.0,13.5717557252,1.9112195122,4.02746478873,0.976363636364,0.0,1.0,3.81363636364,2.08,0.878409090909,0.0
82,6.35,0.0,8.55,1.78782945736,3.87162162162,0.0,0.0,0.0,2.78,2.01944444444,0.959404761905,0.0
83,10.5555555556,0.0,8.93591836735,3.45416149068,5.09833333333,0.75,15.0,6.0,4.275,3.38486486486,1.14509803922,0.0
88,8.48823529412,0.0,9.28389830508,2.76252336449,4.80521669342,0.0,0.0,17.24,0.114285714286,4.92558139535,1.14615384615,0.0
89,3.9,0.0,9.44578313253,2.888515625,5.04484126984,0.0,0.0,0.0,1.5,3.92380952381,1.78095238095,0.0
92,3.62857142857,0.0,12.8032258065,2.27108843537,4.00267605634,0.751363636364,0.0,4.5,0.14,3.44222222222,1.08055555556,1.0
93,11.7090909091,0.0,11.4640909091,2.03855263158,4.92951149425,1.99071428571,0.0,8.5,2.3125,4.21125,2.17727272727,1.0
98,6.88333333333,0.0,7.45384615385,3.24351648352,3.08691881919,1.92,0.0,5.0,2.78,2.80533333333,1.32222222222,0.0
99,4.97708333333,0.0,6.40781420765,2.17631130064,4.86346368715,1.71857142857,7.0,0.0,3.3,3.2514084507,1.40454545455,1.0
112,2.675,0.0,4.0,3.04802631579,7.01290909091,0.0,0.9,0.0,9.75,5.83483146067,1.37948717949,0.0
113,5.25,0.0,8.76666666667,3.97601449275,6.76730769231,3.6,0.0,0.0,0.3,5.45446808511,1.7175,0.0
118,4.96451612903,0.0,0.0,3.54670864819,5.98414634146,11.9,0.0,0.0,7.8,5.24923913043,2.14347826087,0.0
119,5.08,0.0,8.60952380952,4.63337954939,6.63723404255,2.0125,0.0,15.0,1.5,5.11496062992,1.9406779661,0.0
138,1.62631578947,1.0,4.04545454545,2.59107236269,5.84405940594,3.0,0.0,0.0,0.0,6.20991735537,0.544444444444,1.0
139,5.1975,1.0,9.384,4.58717472119,7.1547107438,3.6,0.0,0.0,3.8,6.36871345029,0.860758293839,0.0
142,4.11428571429,0.0,10.1228571429,3.87458333333,4.69956937799,0.2928,4.0,10.3333333333,12.45,4.2,1.22380952381,0.0
143,8.05483870968,0.0,9.19204545455,2.04930921053,5.09106936416,2.04372093023,0.0,6.18181818182,4.65588235294,3.6,1.63888888889,0.0
152,1.725,0.0,3.1,2.87758591785,6.49274193548,18.1,0.770588235294,0.0,0.0,4.91277070064,1.09784313725,0.0
153,3.90526315789,0.0,8.72,3.20483539095,5.95913043478,0.0,121.91,7.25,12.2833333333,6.16539589443,1.14217391304,0.0
154,1.55961538462,0.0,4.56170212766,3.35115151515,3.31445783133,3.5,0.25,0.514285714286,2.95,4.76975961538,0.18642172524,0.0
155,2.30581395349,0.0,4.04761904762,3.08647161572,5.35,1.935,0.0,0.0,2.71666666667,4.74534031414,1.15170068027,0.0
158,12.4695652174,0.0,6.88139534884,2.67271573604,3.72009090909,1.56363636364,0.0,0.0,0.0,3.625,1.02733333333,0.0
159,3.00384615385,0.0,4.06363636364,4.17715189873,6.44285714286,0.642985074627,0.0,0.0,3.4625,6.11933797909,0.673294797688,0.0
160,11.8888888889,0.0,8.06518518519,3.81791836735,3.72733050847,0.552941176471,0.0,1.625,4.3,6.58787878788,1.91224489796,1.0
161,6.86125,0.0,2.65,3.565,6.55945945946,1.34666666667,0.0,0.0,11.05,6.41571428571,3.5775862069,1.0
162,6.12333333333,0.0,4.83139534884,2.03538338658,3.8403440367,0.821379310345,0.0,0.0,0.671428571429,3.01202898551,1.31265306122,0.0
163,4.84866666667,0.0,5.39130434783,3.03164251208,5.56086956522,1.38137931034,0.0,0.0,5.2,6.59861111111,0.380862068966,0.0
172,3.23555555556,0.0,3.34285714286,6.38258064516,7.11514285714,3.66666666667,0.0,9.0,1.325,7.75424836601,0.621153846154,0.0
173,2.57142857143,0.0,7.76,7.87857142857,14.3,0.0,0.0,0.0,5.4,13.4166666667,1.94230769231,0.0
178,6.48,5.0,0.321428571429,5.42040169133,6.75419753086,7.825,0.129032258065,0.0,2.01931818182,8.06564885496,3.6162195122,0.0
179,4.81555555556,0.0,9.03333333333,5.44806818182,8.3362745098,0.0,0.0,0.0,2.7,6.3824742268,0.690754716981,0.0
184,4.03069306931,0.0,5.40291262136,2.46803814714,4.10927565392,0.321272727273,0.0,5.66666666667,8.0,3.512421875,1.69338028169,0.0
185,2.2625,17.0,3.51882352941,2.56599786553,4.68015873016,1.62230769231,0.0,8.75,2.7,6.52791798107,1.72681818182,0.0
186,3.66129032258,0.0,11.584375,1.22388289676,3.49617357002,0.49546875,0.0,1.45,0.0,3.98709677419,0.78,1.0
187,3.3275,0.0,4.66612903226,1.55862668405,4.44226027397,2.16827586207,0.0,0.0,6.5,4.74218978102,1.33037974684,0.0
192,5.565,0.0,4.4,5.20576923077,5.825,4.0,0.0,0.0,0.0,6.20405660377,2.94085106383,0.0
193,3.9125,0.0,11.0666666667,4.31290448343,7.30156626506,3.6,0.0,0.0,0.3,5.84836601307,0.864925373134,0.0
194,4.22857142857,0.0,4.54333333333,4.4587804878,6.70576923077,0.0,0.3,0.0,0.0,6.40580645161,0.265060240964,0.0
195,5.8795,0.0,33.7,5.07532679739,7.87674418605,3.6,0.0,0.0,13.6666666667,6.7312,3.44063829787,0.0
198,2.921875,14.5555555556,3.2,7.76086705202,6.43232142857,0.0,0.0,14.0,7.70857142857,5.25614035088,1.4431372549,0.0
199,3.50952380952,18.5882352941,4.0,7.59705882353,6.75925925926,0.0,0.0,0.0,0.6,5.08484848485,2.72333333333,0.0
206,2.44166666667,0.0,1.0,2.60832072617,7.47058823529,0.0,0.5,0.0,4.625,6.005,0.809433962264,0.0
207,3.075,0.0,0.0,4.16192118227,6.78695652174,1.22,0.0,0.0,0.0,5.07391304348,0.603333333333,0.0
212,2.23488372093,0.0,5.91086956522,3.52366666667,5.21676470588,0.0,0.0,0.0,0.925,5.99438596491,1.32407407407,0.0
213,2.45945945946,0.0,5.70583941606,2.20022222222,6.10719402985,3.6,0.0,7.66666666667,7.17222222222,3.9562745098,1.3743902439,0.0
216,4.24,0.0,13.5619883041,2.76257575758,4.54914174252,0.955102040816,0.094,0.0,4.1,3.725,1.60909090909,0.0
217,8.45,0.0,12.1709497207,1.18929313929,4.15378378378,2.79230769231,0.0,6.8,2.70909090909,6.29615384615,2.86639344262,0.0
220,3.0,0.0,6.46296296296,2.39014218009,3.47993814433,0.932727272727,0.0,0.0,0.65,3.05555555556,1.30483870968,3.0
221,4.75,0.0,3.03333333333,3.67333333333,3.1743902439,0.0,0.0,0.0,8.0,2.95,4.56666666667,3.0
224,0.0,0.0,5.68928571429,2.17626666667,3.39127358491,0.0,0.0,10.0666666667,0.775,3.31590909091,0.44358974359,0.0
225,0.0,0.0,3.69027027027,1.71666666667,4.783046875,0.0,0.0,0.0,0.283333333333,2.70219298246,0.71,0.0
230,7.45714285714,0.0,5.01849122807,3.03805882353,3.0466967509,0.506497461929,0.0,1.5,0.6,3.58928571429,1.21449275362,0.0
231,5.10183486239,0.0,5.64302325581,2.92133116883,3.43503656307,2.01967741935,0.0,6.28909090909,8.57,3.39423076923,1.31185410334,0.0
232,9.6625,0.0,6.85094488189,1.80014423077,4.49287804878,0.831818181818,0.0,4.22,0.0,1.57118644068,1.37575757576,1.0
233,5.98684210526,0.0,5.78956521739,2.70461988304,4.10915294118,3.6,0.0,3.275,2.075,1.69130434783,1.96086956522,0.0
236,3.26666666667,0.0,7.63142857143,2.5878817734,4.10742342342,0.547826086957,0.0,25.65,0.12,4.54489795918,2.17586206897,0.0
237,10.9,0.0,8.5027027027,3.79603773585,3.99395547945,2.34875,0.0,0.0,1.97,6.75,2.16956521739,0.0
238,4.96354166667,0.0,6.70068965517,2.81473837209,4.91811839323,0.436815286624,11.0,0.0,5.0,2.84935064935,0.636071428571,1.0
239,5.10793650794,0.0,7.05957446809,2.5691147541,4.80519031142,1.776,0.0,6.0,3.175,3.11027777778,0.590392156863,0.0
244,6.84838709677,0.0,8.45161290323,0.741171428571,3.35870481928,1.30875,0.03,0.0,0.0,2.93076923077,0.879591836735,1.0
245,7.125,0.0,12.3636363636,0.636946564885,4.76105263158,0.306,0.0,15.0,0.8,1.1975,1.34857142857,1.0
254,15.82,0.0,7.87927272727,1.79194244604,3.76120950324,0.950337078652,0.0,12.112,1.7,3.39538461538,1.936875,0.0
255,5.73333333333,0.0,5.95327102804,1.34569832402,3.3368129771,2.22244897959,0.0,0.0,2.545,2.3152173913,2.46052631579,0.0
258,18.2875,0.0,10.5238993711,2.24197505198,5.20537931034,0.621818181818,0.0,14.0,0.55,4.33773584906,1.83958333333,0.0
259,11.3842105263,0.0,12.6669902913,1.22058201058,4.91228070175,3.12620689655,0.0,0.0,4.64,3.38695652174,1.46210526316,0.0
266,3.42894736842,0.0,7.937,1.70034482759,3.83182795699,0.370588235294,0.0,15.93,2.52857142857,2.89285714286,0.666666666667,0.0
267,7.25818181818,0.0,4.87122302158,1.05905844156,3.70071428571,2.316,0.0,9.83333333333,3.65,4.50810810811,1.52804878049,0.0
282,3.3,0.0,12.1664259928,5.05972413793,5.90846292948,0.953157894737,0.0,1.8,0.629090909091,4.8732,0.723968253968,0.0
283,14.24,0.0,14.7345454545,3.41907563025,6.83125,1.50580645161,34.72,0.0,1.35,3.30652173913,0.793103448276,0.0
288,0.0,0.0,7.20305343511,4.3917794971,4.49026315789,0.465205479452,0.0,4.0,0.425,3.49512820513,0.816666666667,0.0
289,9.64333333333,0.0,8.64447674419,8.995,3.98068686869,1.50305732484,0.0,0.6,0.2625,8.49519230769,0.660504201681,0.0
294,4.55,3.6,7.67030864198,2.16055776892,4.33864912281,0.674054054054,0.0,0.0,1.56041666667,3.00324324324,0.494871794872,0.0
295,4.40869565217,0.0,6.265625,4.44336842105,3.72345146379,0.0,0.0,5.6,3.26666666667,2.52857142857,2.9,0.0
296,4.85,0.0,9.24383928571,1.7293768997,4.33246835443,0.6122,0.01,7.5,0.39,2.76363636364,0.831818181818,2.0
297,4.7375,0.0,5.3032967033,2.76409638554,4.02552742616,2.0,0.0,5.75,2.53888888889,3.09336734694,1.40666666667,3.0
300,6.3231884058,0.0,11.2360881543,6.03149321267,3.90807639836,0.851379310345,0.0,6.5,0.666666666667,1.71083333333,2.18105263158,0.0
301,9.37329268293,0.0,12.6821974522,9.58930327869,3.53465924896,1.785,0.0,8.5,3.13970588235,1.95769230769,1.58333333333,0.0
306,6.1,0.0,6.31923076923,3.31459183673,4.23741666667,0.189090909091,0.0,0.0,0.654545454545,1.62571428571,0.51875,0.0
307,4.94222222222,0.0,5.98224137931,5.0797,3.42423280423,0.61125,0.0,7.3,2.0625,1.75736434109,1.00666666667,0.0
322,4.03333333333,0.0,6.77184952978,3.61844129555,4.13588688946,0.17,0.15,1.2,0.98,3.45977272727,0.3,0.0
323,6.90681818182,0.0,6.78359375,3.34017156863,4.37660929432,1.2,0.0,5.8,3.01666666667,4.05932432432,1.39047619048,0.0
330,10.0913043478,0.78,12.3534848485,3.71217054264,4.66296912114,1.72,0.0,18.344,1.36323529412,2.39714285714,1.21297709924,0.0
331,7.65294117647,0.0,8.87006802721,5.06063583815,4.09635802469,2.01142857143,0.0,5.0,0.825,1.99916666667,1.41707317073,0.0
346,5.74631578947,0.0,12.3649006623,4.99290666667,4.72119402985,0.69,1.05,6.93333333333,0.114285714286,6.66919753086,1.38125,0.0
347,7.04083333333,0.0,10.7150442478,4.01742857143,4.81631944444,0.9432,0.0,6.11666666667,5.775,6.4125,1.25714285714,0.0
352,5.9,0.0,7.28583815029,4.00868217054,3.81105831533,0.261333333333,0.0,7.05,0.1,2.94571428571,2.11875,0.0
353,7.14,0.0,9.59701492537,3.40903553299,4.04511415525,0.283636363636,0.0,0.566666666667,2.15625,2.31754385965,1.925,0.0
354,4.94905660377,0.0,7.2635483871,3.11341736695,3.52684210526,0.466285714286,0.405,0.0,0.66,4.46244897959,2.40526315789,0.0
355,5.61777777778,0.0,7.69078947368,3.71446808511,3.8385799701,0.7546875,20.0,8.42307692308,3.23,3.81209677419,1.69433962264,0.0
366,4.85,0.0,9.31,6.24760683761,5.97395918367,1.76666666667,0.0,2.26363636364,1.1,3.85,1.51739130435,0.0
367,4.36,0.0,8.855,13.508,5.50385093168,0.0,0.0,0.0,11.0,1.0,0.0,0.0
368,1.0,0.0,11.9482142857,2.67102362205,4.88901960784,0.368571428571,0.0,1.65714285714,0.3,2.9869047619,0.983913043478,0.0
369,15.0636363636,0.0,12.325,10.2545454545,6.93426666667,0.0,0.0,0.0,0.0,3.21020408163,0.0,0.0
372,8.65735294118,5.0,12.02,3.25472324723,6.49907407407,1.14444444444,0.0,0.0,0.0,5.2,0.627593457944,0.0
373,11.2416666667,0.0,12.5181818182,2.72459330144,4.63214285714,2.88666666667,0.0,0.0,0.45,3.92325581395,0.782585034014,0.0
398,2.1125,0.0,0.0,3.63681034483,7.956,0.0,0.0,13.5,9.36,7.56543859649,2.82684563758,1.0
399,4.76022727273,0.0,4.83103448276,3.83503198294,7.13273809524,3.36967741935,0.0,0.0,2.0,5.53775568182,2.95808558559,1.0
400,6.18333333333,12.8333333333,3.67666666667,3.86258333333,8.31111111111,4.0,0.0,0.0,13.36,7.69523809524,0.6,0.0
401,7.45,7.33333333333,5.78461538462,4.10533980583,6.39652173913,0.0,0.0,0.0,5.25,5.26111111111,9.6,0.0
406,0.0,0.0,4.9,4.15051660517,7.69130434783,0.0,0.0,0.0,0.0,5.609375,0.42619047619,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,3.23,0.0,3.0,3.52956521739,5.28176470588,0.0,0.0,0.0,4.8,5.638,0.222943396226,2.0
409,4.08866666667,3.5,7.27142857143,3.00235611511,5.80682926829,3.6,0.0,0.0,2.76666666667,4.33396135266,0.248181818182,3.0
412,5.97777777778,0.0,5.18148148148,2.46864321608,3.38258907363,1.30290322581,5.0,0.0,4.0,1.92385826772,0.891346153846,1.0
413,7.84347826087,0.0,7.12037037037,2.51341563786,4.2138150289,1.59969230769,0.0,4.1625,3.875,2.4465648855,1.2918452381,1.0
426,5.44285714286,0.0,6.95039215686,1.23582010582,3.45217468806,0.182591792657,20.0,5.0,5.26923076923,2.58598984772,0.848013245033,0.0
427,6.472,0.0,8.43430656934,0.726711409396,3.40819870759,1.82272727273,0.0,3.6,3.83333333333,2.74214876033,0.940224719101,0.0
430,10.65,0.0,12.2747798742,1.88884615385,3.34906666667,0.465925925926,0.0,5.0,0.0,2.61632653061,1.04895833333,1.0
431,14.7607142857,0.0,12.0242990654,2.15211618257,3.39735751295,2.33647058824,0.0,9.8,3.9375,1.55656565657,1.11951219512,1.0
438,4.60444444444,0.0,10.0239766082,1.42417322835,4.04011090573,0.402162162162,15.0,5.0,0.0,2.51096774194,2.71565217391,0.0
439,6.57142857143,0.0,7.7694214876,1.87166666667,3.87178921569,2.35,0.0,8.66363636364,4.11111111111,1.60348837209,1.33883495146,0.0
440,3.89069767442,0.0,11.1176811594,1.09967602592,4.25816494845,0.8116,0.0,0.0,5.0,2.46593406593,1.1935483871,0.0
441,5.39066666667,15.9666666667,9.72857142857,3.77111317254,5.11819672131,2.6346031746,0.0,0.0,7.41176470588,4.32934782609,0.552222222222,0.0
448,8.37368421053,0.0,8.09850877193,1.45536585366,3.71747747748,0.524625,0.0,5.0,6.4,2.2588,1.12304832714,0.0
449,6.78152173913,0.0,9.084,1.47679586563,3.89035353535,1.70516129032,15.0,5.66666666667,5.37777777778,3.97846153846,1.46980694981,0.0
450,14.175,0.0,13.6838709677,1.13965686275,5.2432674772,0.406581196581,0.01,5.0,3.0,2.05147058824,1.05771535581,0.0
451,12.028,0.0,10.5341071429,1.58084269663,4.73082061069,1.39646017699,0.0,5.14285714286,3.03,2.71666666667,0.942276422764,0.0
470,3.54,0.0,8.11111111111,3.07595041322,3.63450516987,0.48,0.0,0.0,5.0,3.78814814815,1.704,0.0
471,8.62,0.0,8.43211678832,1.80107964602,4.10057971014,2.0027027027,0.0,1.05,1.1875,4.45474137931,2.17265625,0.0
476,4.675,0.0,7.50452830189,2.54294840295,3.8243204578,1.03727272727,0.0,11.4,4.06,3.4127027027,1.144,3.0
477,5.59333333333,0.0,7.16935483871,1.98968973747,4.65390322581,2.21510204082,0.0,5.3,5.0,4.009375,1.47708333333,2.0
480,5.17777777778,0.0,7.22309090909,2.93834532374,3.93249140893,0.309428571429,0.0,7.75,4.5,2.79318181818,0.888333333333,2.0
481,6.24,0.0,7.84776119403,2.04147766323,4.62529577465,1.87371428571,54.41,3.6,3.93387096774,3.93581081081,1.16830985915,0.0
496,4.64012121212,0.0,10.2935483871,4.50571428571,6.25929190751,0.61375,0.0,0.0,0.0,3.65076923077,1.04970414201,0.0
497,5.59375,0.0,12.412,3.54235294118,4.4555441008,2.56285714286,0.0,5.33333333333,9.1225,3.26538461538,1.16384615385,0.0
504,7.04827586207,0.0,8.13594771242,5.38417647059,5.63944444444,0.0,7.0,5.7,0.3,2.2802173913,5.50285714286,0.0
505,8.81707317073,0.0,9.44823848238,7.35415929204,5.80694871795,1.2,7.0,15.0,5.25,1.5,5.615,0.0
508,17.0,0.0,8.96137339056,1.29595070423,5.44095035461,0.536842105263,0.0,30.0,0.1,4.84875,0.843835616438,0.0
509,6.90952380952,0.0,6.36019417476,2.31734972678,6.16102710414,1.47512195122,30.84,7.26,6.75909090909,4.55142857143,1.20714285714,0.0
510,23.64,0.0,10.2396551724,5.01709821429,4.38844444444,0.656923076923,0.0,0.0,0.0,3.37333333333,1.0495049505,1.0
511,11.8333333333,0.0,10.0112307692,3.42530201342,6.23795505618,2.86301886792,31.37,0.0,1.65,3.921875,1.41666666667,0.0
522,3.82222222222,0.0,6.1,3.480625,4.15545105566,0.604363636364,0.0,11.9,5.375,3.92744186047,0.71225,2.0
523,6.78,0.0,7.24452054795,4.368,4.59789976134,2.808,0.0,7.83333333333,3.5875,2.62976744186,0.937647058824,2.0
524,9.52380952381,0.0,9.1628440367,3.62597701149,6.12730769231,0.666101694915,0.0,20.3666666667,6.0,5.8352173913,1.09179104478,0.0
525,8.07931034483,0.0,9.41024096386,4.4284,5.4014664981,2.81052631579,0.0,7.85,7.21666666667,5.515,0.81914893617,0.0
528,18.4,0.0,8.97171232877,2.33240223464,4.38372670807,0.602459016393,0.0,3.84090909091,4.83333333333,6.05666666667,1.21911764706,1.0
529,9.425,0.0,8.39379310345,3.69632653061,5.25843071786,2.50378378378,0.0,5.98333333333,10.3569444444,7.03404255319,1.02936507937,1.0
532,5.54615384615,0.0,9.85423728814,2.23368421053,5.30157647059,0.585483870968,0.0,6.5,3.83333333333,5.29333333333,0.892452830189,0.0
533,6.83947368421,0.0,9.84207650273,2.31141666667,4.89013719512,3.6,0.0,8.1,10.9647058824,5.41142857143,0.970297029703,0.0
534,21.55,0.0,10.0656989247,2.01430962343,3.98382465057,0.202619047619,0.0,0.0,3.66666666667,4.21782051282,0.808108108108,1.0
535,6.4125,0.0,10.8595505618,2.07128865979,4.2002917505,1.88,0.0,5.25714285714,4.91875,3.27333333333,1.10340163934,2.0
536,0.0,0.0,14.1071428571,3.40065868263,4.98272244356,0.373333333333,7.0,10.3876470588,0.0,3.67404580153,1.32192982456,0.0
537,15.71,0.0,10.8423076923,2.23485530547,5.48226130653,0.96,0.0,0.0,0.0,5.67432432432,1.82253521127,3.0
552,12.1708333333,0.0,6.96808510638,1.468,4.1628438949,0.637483443709,0.0,12.34,6.0,5.53198412698,0.937984496124,0.0
553,4.44117647059,0.0,7.8935483871,1.25895705521,4.40415536375,1.82705882353,0.0,7.0,8.04444444444,4.94178082192,1.06466165414,0.0
564,8.65714285714,0.0,7.45714285714,1.16336466165,2.793622142,2.49846153846,0.0,18.706,3.5,2.845,1.00485436893,1.0
565,3.6,0.0,9.98846153846,0.837005649718,3.12345309381,2.6275,0.0,6.53333333333,6.35555555556,1.95396825397,0.946511627907,1.0
566,7.36666666667,0.0,9.31666666667,1.25051546392,2.99308441558,1.68,0.0,5.5,3.0,3.19,1.30858895706,0.0
567,6.8,0.0,7.49473684211,2.1936409396,4.27259187621,3.19090909091,0.0,0.0,2.08157894737,4.60185185185,1.26565,0.0
572,9.17866666667,0.0,8.51333333333,3.54303317536,4.09869421488,0.57,0.0,0.0,3.0,3.28791666667,1.28153225806,0.0
573,9.95,0.0,7.96857142857,3.13813559322,4.54533875339,2.73,0.0,0.0,4.0125,2.98529411765,1.28901098901,0.0
576,4.74,0.0,12.125,2.63561983471,3.69638830898,0.51375,0.0,5.0,0.0,3.1,2.85633333333,2.0
577,9.075,0.0,7.29104477612,2.02231111111,4.32344064386,3.61529411765,0.0,4.96666666667,4.71,2.73545454545,1.85609756098,3.0
580,9.85625,0.0,10.5063157895,2.23171428571,5.56601265823,0.322089552239,0.0,28.895,4.5,5.7472972973,1.08512396694,0.0
581,8.525,0.0,7.79666666667,2.64076271186,4.9068452381,2.75793103448,38.62,14.0,4.95,2.63333333333,0.827419354839,0.0
584,2.66666666667,0.0,8.16290322581,4.31319148936,4.37179176755,1.16294117647,16.0,8.41666666667,4.5,2.9520754717,0.955555555556,0.0
585,4.375,0.0,7.852,4.2262745098,4.06060382916,1.78875,0.0,10.0,9.06666666667,2.05925925926,1.09818181818,0.0
596,3.99545454545,0.0,7.80107526882,5.24,4.7312959381,0.520909090909,0.0,10.5,0.0,3.7675,1.02110091743,0.0
597,3.8983908046,0.0,7.17358490566,3.02598837209,5.9148502994,2.178,0.0,0.0,0.4,3.19154929577,0.879120879121,0.0
602,6.81944444444,0.0,13.1304347826,1.92794419971,5.45365200765,0.566666666667,0.01,10.4529411765,0.0,3.8052,0.40101010101,0.0
603,4.65103448276,0.0,10.4115606936,1.68463369963,5.82547134935,3.06,0.0,6.02857142857,9.965,4.85092592593,0.847967479675,0.0
606,7.72727272727,0.0,8.6125,2.73568965517,3.68753456221,0.289230769231,0.0,7.85,0.0,3.86388888889,0.911940298507,0.0
607,9.81111111111,0.0,7.34089430894,1.88670694864,4.09878378378,2.06108108108,0.0,1.0,11.7875,2.92941176471,1.19404761905,0.0
612,6.38888888889,0.0,7.53666666667,3.9781147541,4.7347972973,0.341052631579,0.08,5.5,0.0,1.44615384615,0.716384180791,0.0
613,7.59411764706,0.0,7.73607913669,2.87646017699,4.25578947368,1.83348837209,0.0,8.6,3.575,3.73076923077,0.818181818182,0.0
616,3.38571428571,0.0,5.86709401709,2.55757990868,4.41418316832,0.220529801325,0.0,11.4285714286,2.0,2.41583333333,0.506172839506,0.0
617,8.38333333333,27.0,8.21774193548,3.35813084112,4.66511210762,2.04666666667,0.0,2.5,4.5,2.71428571429,1.23606557377,1.0
624,7.475,0.0,11.5,1.44287128713,3.31547554348,2.08071428571,0.0,7.5,1.63125,3.19274074074,0.881496598639,0.0
625,10.9,0.0,9.33055555556,1.52158878505,3.02575268817,1.36666666667,0.0,1.60869565217,1.56379310345,3.07375,0.857777777778,0.0
626,6.57,0.0,9.43333333333,0.992644230769,2.95143695015,2.12674698795,0.0,5.5,0.0,1.67173913043,1.03829896907,0.0
627,6.2,0.0,7.98245614035,0.537528604119,2.8286196319,2.78886075949,0.0,2.5,4.81666666667,1.2,1.0688,0.0
634,10.0,0.0,6.59642857143,2.22401746725,4.96648026316,3.31333333333,0.0,9.925,0.0,1.99756097561,0.925538461538,0.0
635,10.8,0.0,6.325,2.61268907563,5.04198757764,2.772,0.0,10.9,4.77727272727,3.54875,1.22475247525,0.0
636,16.75,0.0,7.11185185185,2.78448979592,3.74549122807,0.953846153846,0.0,5.0,4.75,2.37867647059,1.18520408163,0.0
637,6.32666666667,0.0,5.95578947368,1.26874015748,4.36545657016,2.30545454545,0.0,3.0,7.33846153846,2.39292035398,1.1572815534,2.0
648,4.34285714286,0.0,7.30196078431,1.4201369863,4.70432926829,0.525957446809,0.0,11.7272727273,3.875,5.1071641791,1.50272108844,0.0
