912,2.18,62,29
913,4.41,116,128
918,3.86,95,94
919,2.58,73,45
920,1.28,25,11
921,3.77,95,74
926,3.58,89,80
930,3.26,116,102
931,1.91,22,7
962,4.27,89,94
963,4.72,116,95
964,2.98,95,75
965,6.96,97,221
969,3.94,83,92
972,3.72,93,95
973,2.67,66,51
976,2.48,48,21
1004,3.33,43,34
1005,3.55,85,60
1014,4.16,89,114
1018,4.32,104,99
1028,2.21,47,17
1032,3.08,93,51
1033,2.47,77,55
1042,2.08,66,35
1043,3.65,104,87
1056,2.43,69,26
1057,3.69,85,79
1073,2.73,67,38
1077,3.84,94,86
1086,2.13,75,34
1087,2.66,98,62
1094,3.83,81,75
1095,4.02,113,103
1100,2.19,89,47
1101,2.51,97,78
1105,2.57,95,64
1106,2.77,92,53
1107,3.35,80,68
1112,2.15,66,35
1113,4.14,118,121
1114,2.38,68,37
1116,2.29,65,38
1122,4.07,91,91
1123,1.96,52,27
1126,4.33,90,120
1127,2.51,101,71
1146,2.93,44,30
1147,3.52,91,86
1149,2.72,74,47
1158,3.31,84,65
1160,4.65,84,101
1161,2.89,64,16
1162,2.74,86,41
1164,1.88,60,31
1165,1.65,74,32
1178,4.95,84,83
1179,3.49,113,75
1188,3.56,88,86
1189,2.51,75,47
1190,2.43,7,0
1194,1.94,52,34
1195,4.22,87,91
1230,3.85,86,84
1231,3.37,76,57
1234,4.14,120,119
1235,2.17,24,8
1238,2.34,90,49
1239,2.73,105,83
1244,2.35,63,19
1245,2.44,36,16
1250,3.68,44,38
1251,5.47,90,139
1262,3.22,83,77
1263,3.02,61,47
1274,3.2,92,74
1275,2.33,69,45
1276,4.11,80,70
1277,3.48,98,79
1281,4.45,33,51
1293,2.95,84,65
1298,2.92,74,36
1299,1.98,61,23
1310,3.31,108,81
1311,2.45,101,65
1314,4.2,96,110
1316,3.1,108,60
1317,3.94,63,43
1322,3.31,83,61
1323,3.36,83,82
1336,7.3,100,203
1337,3.62,85,79
1340,2.64,84,37
1341,3.03,87,76
1346,4.57,116,144
1347,2.49,84,34
1357,3.35,101,93
1362,1.96,73,31
1368,3.37,84,71
1369,4.58,107,142
1370,3.42,91,68
1374,5.48,87,130
1376,2.55,56,39
1380,5.39,115,157
1381,2.47,87,65
1388,3.35,111,78
1389,2.74,91,29
1390,3.19,90,58
1391,3.0,115,93
1399,1.77,53,35
1400,3.01,97,60
1401,1.27,33,9
1403,2.34,83,37
1404,2.2,10,7
1405,2.57,23,17
1412,3.63,107,96
1418,3.91,105,98
1419,1.83,84,33
1420,2.14,73,44
1422,2.21,76,39
1423,3.56,34,22
1424,2.29,92,54
1433,3.32,87,49
1436,3.32,111,73
1437,2.14,7,0
1442,3.7,113,104
1443,3.06,83,60
1444,2.59,73,40
1445,3.21,97,71
1446,3.46,114,94
1447,2.41,51,30
1450,2.38,66,35
1451,4.23,56,54
1456,2.83,108,111
1458,2.2,93,56
1459,1.55,11,9
1462,2.52,99,60
1463,4.6,80,78
1466,4.31,110,108
1467,3.45,132,127
1468,3.55,101,78
1469,2.99,69,35
1472,1.65,52,21
1482,2.87,104,75
1483,2.78,105,78
1484,1.68,50,27
1485,3.21,81,57
1490,2.28,60,43
1491,1.72,39,14
1492,2.8,41,24
1493,4.06,95,91
1509,3.82,85,64
1510,2.85,81,51
1511,4.76,126,152
1516,2.09,64,20
1517,1.74,57,17
1526,2.76,78,64
1545,2.11,63,27
1546,1.93,55,35
1547,3.52,94,66
1558,3.67,111,114
1559,3.77,114,98
1561,4.49,91,105
1566,2.72,83,48
1567,2.01,83,47
1572,1.75,77,40
1574,3.24,82,41
1578,2.39,23,8
1579,2.0,8,1
1586,2.06,64,20
1587,2.28,64,39
1588,3.22,83,79
1589,3.85,120,119
1597,2.64,84,58
1600,3.8,86,81
1601,3.48,85,67
1606,3.32,76,57
1607,2.54,76,41
1608,2.72,79,60
1609,3.72,106,79
1616,4.3,114,119
1617,1.35,20,7
1624,5.31,89,139
1625,3.29,87,68
1636,1.41,17,7
1637,4.39,89,98
1639,3.6,97,107
1644,2.72,100,73
1645,2.87,113,97
1646,3.91,112,82
1647,3.02,99,88
1659,2.71,111,80
1668,1.85,67,28
1669,3.05,116,94
1690,3.05,98,85
1691,3.72,116,90
1692,5.07,91,113
1693,3.24,71,58
1700,5.17,112,128
1701,2.38,52,24
1702,4.14,87,83
1703,3.39,89,85
1704,1.78,51,17
1705,2.35,65,46
1707,1.76,68,32
1708,3.51,83,58
1709,3.44,85,68
1710,3.96,85,86
1711,1.33,3,0
1718,3.78,106,97
1727,4.3,103,119
1736,2.82,11,6
1737,4.01,90,87
1738,5.3,91,113
1762,4.84,89,110
1764,2.78,87,51
1765,5.15,110,121
1768,3.57,114,91
1769,3.77,84,90
1775,2.19,69,41
1776,3.05,109,59
1777,2.34,99,67
1778,3.25,28,19
1779,1.59,37,9
1785,2.51,113,77
1809,2.05,40,21
1810,3.37,113,118
1811,1.93,57,26
1815,1.86,65,31
1816,3.36,88,69
1819,4.33,96,95
1820,3.88,84,67
1826,3.01,86,74
1827,4.03,104,86
1830,3.7,100,103
1838,2.9,105,66
1839,3.63,86,79
1846,1.99,67,26
1855,3.41,107,83
1858,3.03,67,56
1859,4.05,127,137
1860,2.52,97,55
1861,2.12,68,28
1864,2.41,74,43
1865,3.67,117,110
1882,2.94,77,43
1883,3.91,102,105
1894,4.82,114,129
1895,2.99,96,49
1896,3.95,80,71
1899,4.6,77,77
1909,2.82,88,55
1912,1.67,21,12
1913,3.44,50,54
1917,2.07,85,43
1920,3.13,104,98
1921,3.59,78,60
1922,1.71,51,19
1934,3.04,56,39
1935,2.29,45,20
1936,2.71,82,44
1940,3.88,86,78
1952,3.45,92,83
1953,3.79,86,72
1959,5.76,91,136
1960,2.56,55,31
1961,3.26,90,90
1977,2.67,48,27
1989,1.73,55,27
1992,4.16,83,83
1993,4.32,111,94
2000,4.46,84,101
2001,4.46,98,115
2008,4.15,85,75
2009,3.42,93,38
2010,8.23,124,251
2011,2.58,88,37
2012,2.17,77,28
2013,3.27,109,94
2020,1.56,32,6
2021,3.3,83,50
2022,3.57,69,55
2023,3.4,48,38
2028,1.86,78,29
2029,2.55,82,59
2040,5.4,97,138
2041,1.21,14,1
2043,3.72,110,112
2047,1.25,8,4
2050,3.63,65,48
2051,3.43,99,65
2054,3.46,99,67
2055,2.35,81,24
2058,3.5,103,110
2059,2.29,82,54
2074,3.66,58,50
2080,2.06,72,33
2081,2.91,88,59
2082,3.91,115,127
2083,2.89,85,62
2085,2.44,32,17
2086,3.57,65,21
2087,3.1,92,51
2099,2.12,66,36
2104,3.18,49,33
2106,3.24,103,87
2107,3.06,82,59
2108,3.15,120,103
2109,3.55,116,128
2114,3.25,8,8
2115,2.23,57,10
2116,3.01,83,71
2117,3.44,112,91
2118,2.04,73,29
2119,3.01,83,65
2120,2.72,81,49
2121,3.26,89,67
2136,1.7,50,16
2137,2.88,81,62
2140,3.3,88,49
2141,2.89,93,56
2146,5.14,118,135
2147,3.02,61,58
2151,2.8,85,73
2152,3.92,118,99
2153,3.04,93,75
2154,2.85,86,59
2155,5.42,123,175
2159,1.84,58,24
2160,4.13,120,135
2166,2.71,114,68
2172,1.77,70,21
2182,2.28,83,47
2186,3.7,82,84
2187,5.5,92,113
2188,3.75,84,80
2189,1.13,8,1
2194,1.52,31,14
2195,4.72,92,118
2200,3.61,114,110
2201,2.7,82,44
2202,3.42,95,73
2204,3.98,88,93
2205,2.63,100,61
2210,1.8,82,35
2212,2.88,88,62
2213,2.93,74,39
2217,4.14,114,80
2226,1.36,14,0
2227,3.48,84,57
2238,2.5,84,44
2239,1.84,63,38
2241,3.12,90,41
2242,2.41,59,33
2243,1.94,48,23
2254,6.76,117,204
2255,2.94,84,56
2260,2.85,86,68
2261,2.86,97,94
2277,2.97,90,76
2282,3.19,94,82
2289,1.76,17,6
2290,1.39,18,7
2300,4.81,91,113
2312,2.77,73,33
2313,3.76,95,87
2325,4.86,87,97
2326,2.57,93,44
2327,3.52,91,75
2328,3.75,84,79
2329,2.86,104,72
2330,2.74,89,72
2331,2.93,100,65
2336,1.56,41,13
2337,2.81,77,61
2338,2.38,87,38
2342,2.04,78,38
2343,3.59,70,63
2344,3.47,91,70
2345,2.58,86,58
2346,2.53,68,25
2347,1.66,68,29
2352,3.33,83,77
2360,3.01,69,57
2361,11.57,118,351
2377,2.41,75,41
2378,4.59,115,145
2379,1.0,2,1
2387,4.45,101,94
2394,2.37,81,53
2399,3.16,90,66
2405,1.7,64,27
2406,2.8,90,77
2407,2.8,92,72
2413,3.99,80,92
2415,4.46,90,114
2421,2.11,85,48
2426,2.49,93,47
2436,2.12,84,46
2446,1.0,5,1
2447,3.97,92,86
2450,4.83,118,126
2470,3.81,110,89
2471,3.05,20,10
2497,2.53,92,55
2502,4.78,102,113
2507,2.08,48,34
2512,2.61,75,59
2513,2.36,76,58
2526,3.94,114,86
2527,2.0,65,30
2529,1.67,3,4
2535,2.84,74,54
2536,4.03,106,110
2537,1.52,50,21
2544,3.79,110,104
2545,4.62,94,92
2546,3.3,93,65
2548,3.24,87,75
2549,3.61,94,91
2554,3.53,87,73
2555,3.26,85,70
2560,2.06,50,29
2561,3.94,117,105
2565,2.94,87,53
2566,2.0,2,0
2568,3.09,116,74
2569,2.0,23,3
2574,2.22,83,60
2575,3.54,52,42
2589,2.79,80,54
2591,2.98,106,79
2592,3.57,87,80
2593,1.93,54,19
2596,3.3,105,90
2597,2.62,37,26
2601,2.16,85,35
2602,3.01,70,37
2603,2.23,31,22
2609,3.19,72,62
2610,3.06,101,78
2611,7.43,121,253
2618,2.56,78,36
2619,3.47,90,70
2620,3.96,89,100
2624,4.29,96,97
2625,5.44,91,130
2634,3.31,83,70
2635,3.32,114,109
2640,3.71,94,98
2641,3.24,83,75
2643,2.95,80,64
2646,3.25,96,86
2647,2.98,100,69
2651,1.46,26,7
2652,2.0,2,1
2653,3.67,92,91
2685,3.45,87,73
2686,4.51,112,116
2687,2.3,74,42
2698,2.52,94,67
2699,3.99,113,84
2702,4.7,98,129
2703,2.86,58,41
2715,2.95,84,63
2717,4.11,109,97
2724,3.84,76,68
2725,2.36,11,6
2726,2.5,54,46
2737,3.96,102,111
2745,3.09,87,52
2750,2.99,95,72
2751,1.56,16,5
2753,1.86,70,32
2762,4.79,91,124
2763,2.59,74,22
2769,2.42,24,5
2770,4.96,85,108
2771,3.38,76,64
2772,2.43,106,69
2778,4.3,120,120
2784,2.93,73,51
2786,2.59,27,17
2792,1.74,98,51
2793,2.85,91,71
2794,2.04,89,53
2795,3.33,106,93
2797,2.63,19,11
2798,4.18,95,80
2799,4.4,48,58
2800,4.99,112,100
2801,3.6,110,110
2804,1.86,99,57
2805,2.93,100,66
2809,3.65,113,94
2820,4.57,106,135
2821,3.22,106,106
2823,1.74,57,25
2831,2.73,116,94
2840,2.68,75,55
2841,2.78,67,29
2842,3.49,104,82
2849,3.2,116,96
2850,3.54,81,72
2851,3.07,106,55
2853,2.16,50,33
2887,1.72,69,33
2891,3.88,88,76
2892,2.63,72,42
2900,4.46,85,73
2918,4.37,87,99
2919,2.61,97,49
2936,2.45,86,61
2937,2.67,85,60
2940,3.83,78,50
2941,4.38,131,134
2942,3.02,113,73
2943,3.7,84,71
2966,4.89,90,117
2967,6.04,96,133
2986,3.69,126,112
2987,4.34,85,74
2988,3.34,88,70
3001,2.67,88,23
3007,2.61,85,65
3008,3.6,99,72
3009,1.96,25,17
3030,2.94,86,56
3031,3.83,23,16
3036,1.47,17,9
3037,4.83,87,90
3044,2.25,87,38
3045,2.45,88,57
3050,3.19,98,86
3051,1.17,18,6
3052,2.35,23,11
3054,2.22,18,6
3055,1.81,48,34
3058,4.05,114,92
3059,4.3,87,90
3064,2.63,94,58
3066,2.13,96,56
3067,2.38,118,79
3068,3.82,99,110
3069,3.07,107,86
3072,1.85,59,37
3073,3.57,102,83
3074,2.21,33,16
3075,3.0,77,46
3082,3.48,86,56
3083,3.06,116,90
3088,2.99,92,86
3089,5.6,45,48
3098,3.35,124,102
3102,5.56,117,146
3103,3.35,84,69
3106,3.17,70,37
3107,1.2,10,3
3108,3.38,29,27
3109,3.87,117,96
3128,3.51,108,96
3129,5.41,95,151
3134,2.4,70,30
3137,5.33,81,92
3139,3.68,84,76
3140,3.01,83,65
3141,4.82,97,98
3142,4.33,117,137
3143,4.64,112,123
3155,3.54,107,84
3172,2.37,100,66
3173,3.41,112,109
3175,3.54,95,98
3177,3.05,64,48
3185,2.41,101,63
3192,3.85,117,114
3193,2.8,81,45
3202,2.76,98,60
3203,1.58,65,26
3208,1.87,39,7
3235,5.17,120,152
3242,3.1,99,63
3262,3.1,10,4
3268,3.9,111,93
3269,4.91,68,36
3279,2.83,71,30
3281,4.13,120,114
3282,4.34,93,98
3306,1.94,105,49
3307,3.03,68,54
3315,2.48,83,42
3320,2.84,113,80
3321,2.9,82,61
3334,3.24,85,36
3335,2.31,13,9
3336,5.76,99,145
3338,3.15,66,48
3342,1.11,9,0
3354,4.65,120,106
3355,2.45,113,75
3357,3.57,114,95
3361,3.76,88,73
3366,3.61,96,74
3367,3.27,88,75
3369,2.68,79,54
3370,2.16,62,26
3371,4.03,114,88
3398,3.22,77,51
3399,2.86,86,70
3414,3.36,84,82
3415,2.43,42,18
3422,2.14,56,33
3423,3.61,87,70
3429,1.53,43,18
3432,3.25,111,66
3433,2.91,79,56
3434,3.13,84,72
3435,1.95,60,24
3438,3.89,91,63
3439,1.89,53,21
3452,2.17,6,1
3455,2.11,83,54
3466,2.03,77,37
3478,2.63,102,51
3479,2.97,77,55
3480,3.11,84,46
3481,3.26,87,73
3484,2.82,62,34
3485,2.57,54,35
3494,2.74,117,73
3495,3.01,90,75
3498,4.22,116,128
3499,3.28,117,108
3502,5.07,90,110
3503,2.42,78,50
3504,2.49,78,52
3505,6.13,120,145
3508,3.57,69,48
3509,4.38,90,87
3514,4.18,89,107
3526,2.76,82,40
3527,2.88,69,52
3528,3.71,83,74
3529,5.25,88,108
3536,3.05,82,77
3544,2.57,103,57
3545,2.19,31,11
3549,2.59,100,52
3550,7.42,102,63
3552,2.98,84,77
3553,5.53,93,140
3554,3.83,95,78
3558,2.73,48,21
3559,3.43,108,103
3562,3.07,97,54
3563,2.57,101,44
3570,2.27,70,46
3571,2.19,26,16
3574,3.44,87,77
3586,2.67,109,80
3587,3.53,89,85
3592,3.45,85,77
3593,3.83,69,63
3606,2.78,49,26
3611,2.81,78,53
3612,3.76,99,98
3616,4.38,79,81
3618,3.26,97,74
3619,1.94,78,33
3622,5.13,106,118
3630,1.78,46,27
3654,3.35,104,70
3662,4.14,90,79
3663,3.0,4,5
3672,3.54,117,105
3673,3.08,104,94
3676,3.68,107,123
3679,2.44,99,58
3681,3.27,11,6
3688,4.94,36,49
3689,4.34,120,107
3722,3.12,77,52
3723,2.85,91,52
3730,5.24,89,144
3734,3.73,117,97
3736,3.64,112,105
3737,3.4,87,52
3746,3.02,102,95
3747,3.22,106,74
3752,1.93,94,48
3753,2.98,97,78
3758,4.85,102,104
3770,4.26,86,84
3771,3.82,104,46
3789,2.77,104,86
3792,5.14,112,158
3794,3.1,82,79
3795,2.55,93,62
3798,4.9,88,94
3799,2.7,81,33
3806,2.24,87,42
3807,3.82,94,97
3811,2.3,94,64
3814,1.77,26,17
3815,1.45,11,0
3820,5.19,26,39
3837,4.23,114,122
3842,3.1,107,72
3843,4.12,86,63
3848,4.3,120,130
3849,2.68,93,65
3854,1.91,76,32
3855,5.06,98,120
3856,2.44,71,31
3864,2.74,104,74
3865,2.56,105,69
3866,1.6,20,10
3867,3.59,78,55
3868,3.0,39,26
3869,2.21,94,48
3880,2.87,87,53
3881,2.01,92,45
3885,2.25,51,26
3886,2.86,97,70
3887,2.97,103,46
3888,2.61,90,44
3889,2.38,92,50
3890,4.91,119,141
3894,3.0,14,14
3895,2.11,9,6
3900,4.31,120,125
3906,2.13,8,4
3907,3.28,88,66
3908,3.11,82,73
3909,2.02,42,10
3924,5.4,126,185
3925,2.08,100,46
3926,6.04,121,175
3927,3.77,81,61
3929,2.73,96,66
3932,1.96,24,7
3937,3.49,119,108
3939,4.6,125,169
3940,3.81,113,103
3941,2.06,107,58
3942,3.34,116,117
3952,3.92,85,59
3957,2.08,25,12
3966,2.51,61,41
3967,4.65,46,56
3970,3.15,80,68
3971,1.97,65,33
3976,2.95,80,69
3977,3.81,120,109
3994,4.31,118,123
3995,1.77,70,29
3997,3.27,41,29
4000,5.02,122,147
4001,3.35,88,80
4006,5.57,90,124
4010,2.96,23,18
4013,3.02,97,72
4018,1.92,12,8
4019,2.23,95,48
4026,3.33,83,68
4038,2.41,78,21
4039,1.98,89,49
4044,3.74,103,105
4049,3.18,85,47
4054,4.44,120,123
4056,3.71,112,110
4057,3.04,103,68
4060,4.1,96,97
4062,4.5,88,92
4063,1.33,6,2
4064,2.96,84,69
4065,2.2,74,41
4076,1.8,59,28
4077,3.7,113,95
4080,3.88,8,7
4081,4.38,109,86
4087,2.88,67,45
4088,4.22,100,103
4094,4.32,91,87
4095,2.63,78,49
4096,1.71,28,7
4100,1.91,23,12
4102,2.77,83,68
4103,2.06,72,27
4104,3.95,87,78
4105,3.95,121,108
4108,4.29,110,106
4109,3.95,87,91
4111,3.83,104,107
4114,4.56,45,60
4115,3.38,95,99
4118,1.96,24,4
4120,2.85,48,42
4121,2.58,76,52
4124,4.34,86,102
4125,2.38,65,30
4129,4.47,59,54
4130,3.08,95,58
4131,2.29,83,55
4134,3.38,8,12
4135,7.75,16,32
4138,1.86,7,5
4139,3.8,82,74
4146,3.02,95,60
4147,4.99,116,140
4148,4.42,120,114
4149,3.94,109,95
4150,1.33,33,7
4151,2.76,88,67
4152,2.84,87,72
4158,3.4,86,102
4159,2.92,13,10
4168,2.44,71,38
4169,2.55,64,38
4170,2.25,68,40
4174,2.56,81,60
4175,2.42,90,48
4180,3.01,105,82
4181,2.33,108,68
4184,2.93,43,27
4185,2.75,105,51
4201,4.43,107,138
4204,2.2,100,49
4206,1.98,59,20
4208,3.66,58,52
4209,3.7,88,90
4212,2.47,36,22
4213,4.37,87,84
4218,3.38,81,58
4219,6.25,115,156
4220,3.84,121,133
4221,3.41,66,57
4222,2.65,100,51
4224,3.38,112,106
4226,3.69,115,115
4227,3.77,118,123
4228,3.91,116,81
4234,2.35,103,74
4235,4.07,87,84
4240,4.74,91,67
4241,2.49,83,57
4252,4.1,91,110
4270,5.37,94,135
4271,3.35,79,61
4276,4.08,119,111
4278,2.94,78,33
4279,3.27,92,75
4281,2.86,84,55
4285,2.03,75,38
4288,3.47,94,68
4301,4.26,61,50
4302,2.39,74,45
4303,3.31,101,99
4305,4.61,89,88
4311,3.43,58,40
4312,3.48,77,44
4313,3.89,88,83
4316,3.8,96,90
4317,3.38,91,44
4318,3.22,110,96
4319,1.97,71,37
4328,2.24,88,35
4330,4.13,77,75
4331,2.98,64,39
4335,2.77,40,35
4338,4.82,113,124
4339,2.14,88,56
4340,3.76,67,63
4342,3.44,82,65
4343,2.77,79,23
4346,2.64,70,62
4347,3.05,130,109
4352,2.45,40,25
4353,3.55,89,100
4359,1.5,6,3
4360,3.42,60,55
4361,3.62,110,96
4369,3.16,45,36
4378,2.49,72,39
4379,3.66,122,101
4384,2.68,76,35
4385,2.53,62,18
4393,3.27,107,90
4406,3.01,78,70
4407,5.16,119,147
4412,4.4,116,122
4413,4.21,108,95
4415,3.41,92,75
4430,3.85,100,96
4431,4.97,95,115
4438,2.84,91,73
4439,3.16,119,87
4440,2.69,77,56
4441,3.07,83,71
4446,2.09,79,39
4447,1.77,26,14
4450,4.42,91,97
4466,4.52,93,109
4467,2.0,1,2
4468,3.47,112,81
4470,1.72,58,23
4471,3.16,87,62
4474,2.95,97,62
4475,3.52,82,64
4487,2.28,99,59
4490,4.92,110,149
4493,2.16,74,42
4508,4.67,87,81
4518,3.44,89,74
4519,3.48,103,90
4520,3.54,110,91
4522,4.42,91,87
4523,2.59,108,82
4526,2.25,75,36
4527,3.17,90,80
4535,3.1,103,76
4554,2.67,83,58
4555,3.45,80,66
4562,2.11,88,50
4574,4.9,89,104
4575,2.78,86,51
4580,2.95,116,89
4583,3.57,107,90
4589,2.29,103,44
4599,2.56,27,20
4600,4.55,115,101
4624,2.15,67,52
4631,3.17,89,70
4632,2.62,81,50
4633,2.5,48,24
4638,3.86,110,67
4641,3.02,111,77
4642,3.64,104,83
4643,4.29,121,117
4650,1.92,24,16
4651,3.48,84,71
4652,3.21,33,27
4653,3.21,78,56
4661,4.56,118,107
4673,2.83,75,44
4684,2.99,71,55
4707,3.73,11,11
4716,2.95,105,86
4717,3.88,60,16
4720,2.52,86,63
4721,4.54,117,108
4722,2.52,69,37
4727,2.42,80,52
4728,2.87,75,47
4729,3.3,112,77
4736,3.77,91,74
4738,2.43,82,53
4740,3.0,3,0
4744,1.25,8,0
4756,2.88,86,57
4757,2.88,103,78
4763,1.71,76,31
4768,1.85,82,31
4772,2.94,105,76
4773,2.19,72,39
4786,2.54,72,51
4787,3.41,90,53
4790,2.9,100,66
4791,2.98,85,71
4810,3.01,112,87
4811,3.43,83,68
4820,3.86,94,101
4821,3.69,87,61
4832,7.0,94,192
4833,2.99,126,97
4834,2.89,73,49
4852,2.24,88,63
4856,2.15,53,25
4857,2.85,85,43
4871,3.34,79,59
4874,2.92,90,54
4875,2.28,83,48
4885,1.68,41,17
4886,4.01,84,63
4887,3.86,22,11
4896,2.74,82,42
4897,3.43,81,85
4902,1.54,54,17
4903,1.57,21,7
4904,6.11,112,171
4907,3.64,84,66
4914,3.69,122,124
4915,3.5,26,25
4920,4.25,96,99
4930,3.66,91,86
4931,2.33,108,68
4933,1.17,6,2
4951,2.59,83,45
4952,3.75,85,82
4953,4.19,91,67
4963,5.74,93,155
4965,3.11,44,36
4974,5.05,116,117
4975,2.38,73,39
4981,2.14,50,23
4982,1.64,55,23
4986,1.81,59,24
4992,3.16,114,105
4993,3.99,108,124
4994,4.78,68,92
4995,2.47,74,42
5019,1.45,31,9
5036,2.76,97,53
5037,2.34,65,15
5043,2.96,27,17
5046,4.66,120,146
5047,3.33,42,33
5050,3.93,95,70
5052,1.67,6,2
5059,2.49,74,42
5060,3.19,106,77
5061,3.02,96,73
5063,2.38,87,41
5074,2.33,86,41
5075,1.64,61,30
5084,3.57,119,110
5092,1.0,2,0
5107,3.68,97,94
5111,2.5,38,15
5112,3.26,87,86
5113,3.51,59,17
5124,2.39,82,55
5125,2.53,81,46
5126,1.31,45,14
5127,3.11,9,7
5130,3.31,97,59
5131,2.3,33,15
5138,2.29,77,49
5139,3.26,85,90
5146,3.16,80,50
5147,4.24,116,116
5153,3.46,70,46
5156,3.89,116,94
5157,3.6,90,81
5159,3.56,105,84
5160,2.48,82,56
5161,4.48,85,104
5162,3.36,96,73
5163,2.91,102,75
5166,2.55,97,43
5167,3.36,92,77
5174,2.33,97,65
5176,3.25,89,68
5177,3.54,103,80
5178,5.77,120,182
5179,4.28,113,108
5180,2.65,81,52
5181,3.68,119,99
5188,2.7,101,59
5189,3.34,38,33
5200,3.07,102,71
5201,2.26,57,24
5206,3.34,99,58
5207,3.79,19,25
5217,1.67,15,9
5230,3.38,101,72
5231,3.8,83,74
5236,2.66,85,60
5237,1.67,6,2
5266,4.66,92,108
