stuId,library,hospital,market,water,canteen,washer,other,academic_office,printing,bus,shower,ifBorrowed,numOfBorrowed,DormtimesPerDay,DormtotalDays,DormweekendTimes,librarytotalDays,libraryweekendTimes,librarytotalcol_nameTimes,ranks,labels
28.0,2328.0,0.0,8138.4,3385.72,10207.88,65.52,0.0,46.12,14.4,1509.52,508.0,1.0,4.0,2.44,85.0,44.0,32.0,14.0,63.0,0.793286219081,1.0
29.0,1668.8,0.0,2754.0,1799.72,9849.96,100.8,24.0,146.4,58.0,1362.32,260.4,1.0,5.0,2.08,25.0,16.0,38.0,45.0,143.0,0.793992932862,0.0
36.0,171.2,0.0,5178.56,9836.92,27080.8,241.76,0.0,88.84,51.6,1500.2,748.52,0.0,0.0,2.93,106.0,58.0,9.0,1.0,12.0,0.801766784452,0.0
37.0,2154.4,0.0,10788.64,11646.56,23255.08,278.16,0.0,161.2,73.2,4968.8,901.6,0.0,0.0,3.34,131.0,120.0,17.0,8.0,48.0,0.802826855124,0.0
56.0,1880.4,0.0,470.4,1241.2,2463.6,0.0,0.0,0.0,1174.4,117.2,0.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,7.0,0.835689045936,0.0
57.0,77.6,0.0,1149.6,643.2,1008.0,28.8,0.0,0.0,48.0,341.6,4.8,0.0,0.0,2.67,6.0,4.0,4.0,0.0,12.0,0.839575971731,0.0
62.0,380.0,0.0,4529.36,779.52,5124.48,29.28,0.0,0.0,87.2,576.6,289.76,1.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.859717314488,0.0
64.0,579.6,0.0,2408.4,7388.96,23697.48,452.16,0.0,93.44,15.96,1293.92,732.88,1.0,94.0,1.89,79.0,34.0,20.0,16.0,38.0,0.868197879859,2.0
65.0,221.6,0.0,3193.28,4506.96,16691.92,245.28,0.0,0.0,4.8,4263.2,476.8,0.0,0.0,2.8,89.0,67.0,5.0,2.0,14.0,0.872084805654,0.0
66.0,773.2,0.0,7032.4,9727.6,16472.88,15.84,30.0,0.0,5.4,695.6,2104.0,1.0,74.0,3.05,106.0,74.0,10.0,4.0,14.0,0.976474599386,0.0
67.0,1211.2,0.0,15715.6,5984.64,5029.6,0.0,0.0,136.0,641.6,10356.8,2286.4,1.0,126.0,2.78,109.0,67.0,7.0,2.0,14.0,0.976815547221,0.0
70.0,1523.6,0.0,8353.6,5021.8,15725.72,293.76,0.0,221.2,102.0,2892.4,488.0,0.0,0.0,3.1,51.0,38.0,34.0,14.0,58.0,0.979202182066,0.0
71.0,984.0,0.0,3208.8,1028.48,9260.16,417.6,0.0,0.0,1.8,919.4,463.2,0.0,0.0,1.5,2.0,0.0,18.0,4.0,38.0,0.979543129901,0.0
74.0,1596.0,0.0,9422.0,5041.64,16753.16,145.68,22.8,1.4,10.4,3419.6,125.2,0.0,0.0,2.87,85.0,56.0,32.0,15.0,54.0,0.982611660416,0.0
75.0,1044.4,0.0,9675.6,10360.2,14526.48,0.0,284.32,0.0,16.8,9677.28,1943.2,0.0,0.0,3.88,68.0,73.0,30.0,7.0,69.0,0.983634503921,0.0
76.0,1495.2,0.0,31084.0,1985.8,5902.4,180.48,3.2,0.0,18.8,385.84,154.0,0.0,0.0,2.76,116.0,91.0,2.0,1.0,2.0,0.985339243096,0.0
77.0,3548.4,0.0,34536.4,1609.72,2726.6,85.92,0.0,16.0,686.8,337.2,650.8,1.0,9.0,3.59,59.0,66.0,5.0,2.0,10.0,0.987043982271,0.0
82.0,88.4,0.0,972.4,3055.68,6587.56,0.0,0.0,0.0,121.6,1592.4,570.36,1.0,6.0,1.63,30.0,11.0,20.0,9.0,38.0,0.990794408456,0.0
83.0,764.0,0.0,4046.6,5118.44,5854.64,60.0,120.0,96.0,353.4,2355.56,529.6,1.0,38.0,3.09,22.0,25.0,19.0,4.0,52.0,0.99113535629,0.0
88.0,3122.0,0.0,9927.6,5008.56,26348.6,0.0,0.0,396.8,5.6,2016.8,398.0,0.0,0.0,3.41,118.0,93.0,22.0,7.0,42.0,0.994203886805,0.0
89.0,46.8,0.0,8954.8,4017.2,7304.2,0.0,0.0,0.0,30.4,6914.8,438.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.99659052165,0.0
92.0,244.0,0.0,3403.6,5952.32,16240.56,268.56,0.0,90.0,4.4,335.76,351.6,1.0,4.0,3.04,112.0,80.0,6.0,3.0,7.0,0.997613365155,1.0
93.0,1069.6,0.0,9055.28,7662.88,16203.88,587.28,0.0,68.0,78.0,3171.6,1782.0,0.0,0.0,2.88,116.0,86.0,6.0,7.0,12.0,0.99795431299,1.0
98.0,198.0,0.0,7204.8,11752.4,16035.96,81.6,0.0,40.0,128.4,559.52,346.8,1.0,3.0,2.08,95.0,60.0,22.0,3.0,27.0,0.999659052165,0.0
99.0,1983.6,0.0,11173.44,9948.56,8014.08,202.32,56.0,0.0,384.0,4266.0,614.0,1.0,26.0,2.99,116.0,81.0,92.0,81.0,290.0,1.0,1.0
112.0,310.8,0.0,265.6,11803.6,2925.24,0.0,7.2,0.0,78.0,8113.6,499.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00323508267434,0.0
113.0,94.0,0.0,452.4,10156.12,3830.0,144.0,0.0,0.0,2.4,2671.28,1917.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00359453630482,0.0
118.0,759.6,0.0,0.0,35555.16,4550.8,142.8,0.0,0.0,93.6,7657.36,1411.6,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00539180445723,0.0
119.0,248.8,0.0,1532.0,25133.96,5775.6,386.4,0.0,180.0,24.0,6084.0,1089.6,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00575125808771,0.0
138.0,743.6,20.0,178.0,27021.68,5073.56,36.0,0.0,0.0,0.0,12987.6,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106757728253,1.0
139.0,3267.8,8.0,1898.8,25121.32,9281.04,28.8,0.0,0.0,182.4,10884.8,1595.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143062544932,0.0
142.0,238.4,0.0,3045.12,2128.68,4518.04,46.56,48.0,124.0,298.8,1114.4,381.2,1.0,35.0,0.0,0.0,0.0,38.0,19.0,53.0,0.382884418684,0.0
143.0,2049.6,0.0,7892.8,5564.36,15819.08,773.36,0.0,544.0,701.2,3084.8,1825.2,1.0,18.0,3.34,71.0,61.0,44.0,47.0,125.0,0.383225366519,0.0
152.0,228.4,0.0,12.4,30344.08,3669.0,434.4,52.4,0.0,0.0,13532.36,1863.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339058524173,0.0
153.0,1216.0,0.0,760.8,29658.04,6421.2,0.0,975.28,126.0,297.4,20509.2,1788.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.386768447837,0.0
154.0,369.8,0.0,2572.8,39062.08,2642.8,168.0,6.0,14.4,124.0,8953.8,597.4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387404580153,0.0
155.0,963.6,0.0,2366.4,35427.88,6522.0,123.84,0.0,0.0,192.0,9031.12,1707.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388040712468,0.0
158.0,3410.4,0.0,7015.2,11618.76,8192.96,1032.0,0.0,0.0,0.0,1566.0,1109.52,1.0,10.0,4.98,87.0,107.0,51.0,44.0,142.0,0.388676844784,0.0
159.0,324.4,0.0,1166.8,25136.56,3854.0,344.64,0.0,0.0,124.4,17999.0,3521.2,1.0,54.0,0.0,0.0,0.0,4.0,0.0,11.0,0.389312977099,0.0
160.0,1171.2,0.0,3755.68,7833.56,7695.8,306.24,0.0,26.0,34.4,4812.0,1244.8,0.0,0.0,2.01,92.0,38.0,8.0,1.0,13.0,0.389949109415,1.0
161.0,1626.04,0.0,92.8,13931.92,9390.8,193.92,0.0,0.0,176.8,8523.2,4136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39058524173,1.0
162.0,1318.8,0.0,7684.8,9695.0,13887.48,505.44,0.0,0.0,19.6,1729.72,1017.76,1.0,80.0,2.64,69.0,32.0,77.0,69.0,183.0,0.391221374046,0.0
163.0,687.84,0.0,1190.4,11974.32,1300.8,336.48,0.0,0.0,124.8,13781.2,176.72,1.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,0.391857506361,0.0
172.0,1112.0,0.0,841.6,12742.88,2108.36,264.0,0.0,72.0,63.6,12252.0,302.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397582697201,0.0
173.0,216.0,0.0,465.6,5102.4,343.2,0.0,0.0,0.0,64.8,4734.0,565.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398218829517,0.0
178.0,917.6,20.0,25.0,22905.64,9164.56,375.6,16.0,0.0,3246.0,15656.0,3358.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.401399491094,0.0
179.0,1453.84,0.0,992.4,10750.08,4780.2,0.0,0.0,0.0,84.0,7143.6,843.44,0.0,0.0,0.0,0.0,0.0,6.0,3.0,13.0,0.40203562341,0.0
184.0,3915.6,0.0,4691.6,8158.2,19495.08,336.24,0.0,320.0,64.0,3735.24,1141.72,1.0,12.0,2.74,76.0,50.0,94.0,65.0,168.0,0.395399305556,0.0
185.0,771.8,136.0,2788.8,22725.24,2932.0,337.44,0.0,360.0,138.0,21023.2,631.04,1.0,10.0,0.0,0.0,0.0,4.0,8.0,8.0,0.395833333333,0.0
186.0,1362.0,0.0,8896.8,9531.6,21270.72,761.04,0.0,17.4,0.0,1483.2,936.0,1.0,64.0,4.51,85.0,107.0,77.0,67.0,161.0,0.396267361111,1.0
187.0,2266.84,0.0,2370.0,33824.84,5789.56,503.04,0.0,0.0,104.0,11834.08,3556.8,1.0,49.0,0.0,0.0,0.0,4.0,2.0,8.0,0.396701388889,0.0
192.0,44.52,0.0,17.6,23463.44,1521.6,48.0,0.0,0.0,0.0,5000.12,6118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398871527778,0.0
193.0,299.6,0.0,383.2,22282.36,6153.96,288.0,0.0,0.0,2.4,8820.0,1228.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.399305555556,0.0
194.0,220.8,0.0,1207.6,18597.4,4117.4,0.0,1.2,0.0,0.0,13322.8,212.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.399739583333,0.0
195.0,973.92,0.0,776.0,15594.08,3503.6,86.4,0.0,0.0,328.0,9262.4,1443.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400173611111,0.0
198.0,280.2,2392.0,38.4,10828.92,2426.68,0.0,0.0,112.0,575.52,5208.8,472.8,1.0,2.0,0.0,0.0,0.0,4.0,0.0,5.0,0.401475694444,0.0
199.0,804.0,3618.0,32.0,7912.64,1732.8,0.0,0.0,0.0,4.8,5093.2,868.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.401909722222,0.0
206.0,289.2,0.0,12.0,15910.32,1088.0,0.0,6.0,0.0,222.0,3982.4,712.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405381944444,0.0
207.0,147.6,0.0,0.0,9194.68,1841.2,29.28,0.0,0.0,0.0,2580.8,197.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405815972222,0.0
212.0,3372.4,0.0,13694.8,7016.16,14785.88,0.0,0.0,0.0,44.4,4005.6,631.6,0.0,0.0,2.67,112.0,99.0,103.0,40.0,305.0,0.393300248139,0.0
213.0,938.4,0.0,15028.4,3034.88,19647.88,57.6,0.0,184.0,2148.8,2079.96,1086.4,1.0,2.0,3.01,73.0,54.0,36.0,8.0,80.0,0.393713813069,0.0
216.0,325.6,0.0,22299.6,12781.92,31032.12,561.6,3.48,0.0,126.0,677.8,1734.0,1.0,6.0,3.2,113.0,94.0,33.0,28.0,102.0,0.394954507858,0.0
217.0,715.2,0.0,21096.8,4792.36,8001.8,1750.8,0.0,54.4,240.6,1330.8,3026.0,0.0,0.0,2.44,93.0,69.0,1.0,0.0,3.0,0.395368072787,0.0
220.0,36.0,0.0,4729.2,7436.8,14807.64,41.04,0.0,0.0,13.2,479.6,663.6,1.0,3.0,1.52,23.0,7.0,7.0,2.0,8.0,0.396608767577,3.0
221.0,152.0,0.0,72.8,440.8,1041.2,0.0,0.0,0.0,64.0,141.6,438.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.398676592225,3.0
224.0,0.0,0.0,1360.4,2627.84,6918.2,0.0,0.0,120.8,64.8,1583.6,155.6,1.0,2.0,3.88,41.0,2.0,1.0,0.0,1.0,0.399917287014,0.0
225.0,0.0,0.0,1308.32,2395.4,6731.24,0.0,0.0,0.0,9.6,3337.6,146.4,0.0,0.0,3.88,17.0,0.0,15.0,0.0,30.0,0.400330851944,0.0
230.0,287.2,0.0,11617.08,17320.8,30212.0,813.36,0.0,6.0,7.2,1257.6,3184.8,1.0,8.0,3.1,69.0,44.0,53.0,48.0,111.0,0.402812241522,0.0
231.0,5044.8,0.0,8508.8,8664.24,37255.72,1208.64,0.0,659.84,1372.4,1473.2,4088.0,1.0,17.0,3.21,96.0,92.0,57.0,51.0,184.0,0.403225806452,0.0
232.0,883.6,0.0,8162.44,3718.44,15433.36,125.04,0.0,188.4,0.0,730.0,451.2,1.0,4.0,2.18,67.0,36.0,22.0,9.0,40.0,0.403639371381,1.0
233.0,2137.2,0.0,8760.24,4440.0,16896.44,201.6,0.0,104.8,33.2,392.4,386.0,1.0,4.0,2.13,78.0,37.0,22.0,0.0,61.0,0.404052936311,0.0
236.0,76.0,0.0,11292.4,4372.48,21588.56,266.88,0.0,102.6,1.44,1871.6,619.6,1.0,2.0,2.48,97.0,56.0,6.0,0.0,8.0,0.4052936311,0.0
237.0,498.8,0.0,6065.6,4120.88,22740.08,1048.56,0.0,0.0,98.0,3006.0,1390.4,0.0,0.0,3.19,77.0,53.0,0.0,0.0,0.0,0.406534325889,0.0
238.0,3714.0,0.0,8352.0,10144.84,24072.04,774.96,264.0,0.0,120.0,1876.8,1448.04,1.0,84.0,4.3,99.0,114.0,133.0,80.0,302.0,0.406947890819,1.0
239.0,3070.4,0.0,9107.2,7647.28,27032.04,720.96,0.0,72.0,254.0,2140.88,1125.68,1.0,20.0,2.9,71.0,53.0,119.0,106.0,365.0,0.407361455749,0.0
244.0,2254.8,0.0,2920.0,2672.2,10075.16,589.2,0.12,0.0,0.0,3648.0,880.8,0.0,0.0,2.32,75.0,31.0,56.0,15.0,90.0,0.409842845327,1.0
245.0,1965.6,0.0,3098.0,969.04,8462.16,35.04,0.0,180.0,57.2,450.8,566.4,1.0,1.0,1.7,10.0,2.0,84.0,40.0,230.0,0.410256410256,1.0
254.0,539.6,0.0,7490.88,8828.56,15431.68,847.44,0.0,605.12,27.2,1743.12,833.08,1.0,14.0,2.14,76.0,35.0,8.0,0.0,11.0,0.764864864865,0.0
255.0,1783.2,0.0,5858.4,4851.8,17307.76,943.44,0.0,0.0,210.8,1081.2,1814.4,0.0,0.0,2.3,69.0,34.0,0.0,0.0,0.0,0.767567567568,0.0
258.0,1448.4,0.0,13643.6,9825.4,5399.36,586.08,0.0,56.0,9.6,1362.0,1230.6,0.0,0.0,2.8,74.0,28.0,7.0,6.0,18.0,0.77027027027,0.0
259.0,1993.2,0.0,12911.6,4542.12,2520.8,840.48,0.0,0.0,185.6,712.0,1385.6,1.0,6.0,2.77,82.0,65.0,7.0,5.0,19.0,0.772972972973,0.0
266.0,964.4,0.0,849.36,917.24,1835.84,25.2,0.0,254.88,70.8,194.0,32.0,1.0,6.0,3.2,25.0,34.0,72.0,18.0,99.0,0.786486486486,0.0
267.0,4546.0,0.0,5435.2,2752.12,17227.72,277.92,0.0,236.0,175.2,1398.0,1075.6,1.0,26.0,0.0,0.0,0.0,13.0,6.0,35.0,0.789189189189,0.0
282.0,435.6,0.0,26648.4,13493.2,32514.4,398.16,0.0,21.6,172.32,5847.4,396.04,1.0,24.0,2.84,105.0,68.0,37.0,20.0,82.0,0.412402428448,0.0
283.0,650.8,0.0,15618.4,3598.72,18762.0,474.72,277.76,0.0,10.8,1400.4,247.6,0.0,0.0,2.65,82.0,57.0,9.0,9.0,21.0,0.434084995663,0.0
288.0,0.0,0.0,16967.2,21134.36,23067.4,1384.48,0.0,48.0,56.0,3219.96,980.8,0.0,0.0,3.15,117.0,89.0,1.0,0.0,1.0,0.542064180399,0.0
289.0,3102.8,0.0,28956.8,23923.4,20676.72,2532.48,0.0,7.2,8.4,3538.0,902.4,0.0,0.0,5.35,49.0,70.0,0.0,0.0,0.0,0.563313096271,0.0
294.0,1194.0,43.2,9865.56,9044.32,21639.64,206.64,0.0,0.0,430.16,1600.96,117.2,1.0,6.0,3.73,113.0,95.0,45.0,24.0,61.0,0.572853425846,0.0
295.0,976.0,0.0,7564.4,4133.6,22750.68,0.0,0.0,44.8,322.0,2070.0,186.4,1.0,52.0,4.67,114.0,136.0,27.0,27.0,77.0,0.57328707719,0.0
296.0,181.6,0.0,8930.12,10256.04,23895.04,1183.84,0.04,152.0,17.2,2186.4,149.2,1.0,28.0,3.19,118.0,87.0,16.0,10.0,26.0,0.573720728534,2.0
297.0,448.4,0.0,4748.0,8904.44,29058.72,1169.04,0.0,116.0,207.4,2869.2,478.8,1.0,32.0,4.46,67.0,89.0,140.0,146.0,636.0,0.574154379879,3.0
300.0,4756.4,0.0,35982.32,27546.8,28447.6,592.08,0.0,78.0,21.6,879.0,467.76,0.0,0.0,4.18,91.0,111.0,121.0,82.0,337.0,0.575455333912,0.0
301.0,7500.44,0.0,37053.4,23542.92,25451.28,257.04,0.0,136.0,953.0,474.4,85.6,0.0,0.0,4.28,107.0,112.0,46.0,57.0,170.0,0.575888985256,0.0
306.0,577.6,0.0,2940.0,3485.4,5022.68,43.2,0.0,0.0,73.6,1269.6,97.2,0.0,0.0,1.45,11.0,7.0,20.0,12.0,35.0,0.578057241977,0.0
307.0,1872.56,0.0,3228.16,5032.96,12186.64,117.36,0.0,175.2,132.0,2209.6,24.24,0.0,0.0,2.33,3.0,0.0,53.0,45.0,152.0,0.578490893322,0.0
322.0,172.8,0.0,18140.24,16127.64,13487.28,21.12,0.6,9.6,30.0,1181.72,10.0,1.0,10.0,2.8,113.0,77.0,6.0,2.0,8.0,0.584995663487,0.0
323.0,3356.4,0.0,24722.4,13058.64,23086.08,43.2,0.0,185.6,291.4,2881.92,250.8,1.0,18.0,3.64,128.0,137.0,8.0,2.0,17.0,0.585429314831,0.0
330.0,1847.6,12.48,14756.24,9213.84,17715.48,766.72,0.0,366.88,185.4,2902.4,1482.0,1.0,21.0,3.19,91.0,92.0,19.0,14.0,31.0,0.58933217693,0.0
331.0,1469.6,0.0,12976.8,15898.76,13742.76,846.0,0.0,60.0,52.8,1817.56,2237.6,0.0,0.0,2.42,64.0,53.0,11.0,2.0,28.0,0.589765828274,0.0
346.0,5394.8,0.0,15923.6,17734.8,38835.36,235.92,24.4,83.2,5.6,8443.24,178.8,1.0,29.0,1.62,98.0,40.0,177.0,84.0,361.0,0.596270598439,0.0
347.0,8768.4,0.0,11497.6,11184.04,27808.28,188.64,0.0,606.8,462.8,8175.8,87.2,1.0,38.0,2.31,13.0,8.0,197.0,219.0,756.0,0.596704249783,0.0
352.0,570.0,0.0,11327.0,9413.28,14274.88,120.0,0.0,270.4,2.0,1166.88,152.4,1.0,6.0,1.93,97.0,36.0,7.0,0.0,8.0,0.598872506505,0.0
353.0,1740.0,0.0,12470.8,7041.44,9566.16,36.24,0.0,20.4,165.0,1300.0,144.8,1.0,32.0,2.78,59.0,48.0,15.0,2.0,30.0,0.599306157849,0.0
354.0,1934.0,0.0,7876.16,10596.84,33951.72,259.68,3.32,0.0,46.8,1675.76,756.8,1.0,58.0,3.99,114.0,117.0,223.0,135.0,486.0,0.599739809193,0.0
355.0,2511.6,0.0,10971.2,14308.04,24294.24,467.76,160.0,876.0,396.0,4642.4,982.8,1.0,36.0,3.15,100.0,85.0,167.0,176.0,774.0,0.600173460538,0.0
366.0,158.4,0.0,3840.92,6668.04,12114.4,44.4,0.0,210.8,13.2,529.2,289.2,1.0,2.0,1.25,8.0,1.0,2.0,0.0,4.0,0.59837398374,0.0
367.0,201.6,0.0,3211.6,3635.6,8847.6,0.0,0.0,0.0,88.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.6,0.0
368.0,4.0,0.0,5054.0,2119.44,4225.36,10.8,0.0,95.2,1.2,921.8,162.52,0.0,0.0,2.37,52.0,8.0,0.0,0.0,0.0,0.60162601626,0.0
369.0,1622.0,0.0,4376.8,3348.4,5323.52,0.0,0.0,0.0,0.0,1703.6,0.0,0.0,0.0,2.37,30.0,14.0,0.0,0.0,0.0,0.60325203252,0.0
372.0,6318.0,240.0,1047.2,8071.48,2387.0,101.6,0.0,0.0,0.0,3839.2,2133.64,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938892882818,0.0
373.0,1473.6,0.0,1168.8,5625.68,1282.4,207.84,0.0,0.0,7.2,3434.0,1189.68,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.942846872753,0.0
398.0,135.2,0.0,0.0,14345.4,1578.08,0.0,0.0,216.0,37.44,10291.88,5735.2,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995213549337,1.0
399.0,4138.4,0.0,1264.8,35819.16,11576.8,835.68,0.0,0.0,64.0,18651.12,12337.36,1.0,20.0,0.0,0.0,0.0,5.0,2.0,9.0,0.99558173785,1.0
400.0,890.4,462.0,1323.6,5562.12,897.6,48.0,0.0,0.0,801.6,3878.4,7.2,1.0,24.0,0.0,0.0,0.0,3.0,0.0,8.0,0.995949926362,0.0
401.0,178.8,264.0,745.2,4303.8,1614.64,0.0,0.0,0.0,126.0,2604.0,76.8,1.0,21.0,0.0,0.0,0.0,5.0,16.0,20.0,0.996318114875,0.0
406.0,0.0,0.0,58.8,13497.48,4245.6,0.0,0.0,0.0,0.0,2154.0,214.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998159057437,0.0
407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99852724595,0.0
408.0,373.2,0.0,36.0,16662.96,727.88,0.0,0.0,0.0,38.4,2665.08,558.16,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998895434462,2.0
409.0,1279.68,28.0,552.0,31269.76,2191.04,144.0,0.0,0.0,164.8,8493.44,609.6,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999263622975,3.0
412.0,1793.6,0.0,1202.8,4387.12,12296.36,795.28,20.0,0.0,392.8,2475.96,1776.0,1.0,38.0,2.21,81.0,39.0,44.0,18.0,101.0,0.579404466501,1.0
413.0,4003.2,0.0,3478.8,5544.08,14188.44,973.68,0.0,266.4,124.0,3090.4,2140.36,1.0,37.0,3.08,98.0,80.0,52.0,17.0,143.0,0.579818031431,1.0
426.0,450.8,0.0,12400.48,10129.96,34629.04,754.8,1200.0,360.0,314.0,4011.68,2392.4,1.0,56.0,4.17,121.0,150.0,92.0,53.0,137.0,0.732843137255,0.0
427.0,1300.8,0.0,11268.0,5208.04,41507.04,2136.48,0.0,86.4,442.0,3048.8,2434.32,1.0,34.0,3.27,94.0,72.0,60.0,25.0,134.0,0.735294117647,0.0
430.0,694.8,0.0,16271.48,3508.68,10853.2,359.76,0.0,60.0,0.0,1098.4,898.0,1.0,10.0,2.13,90.0,44.0,3.0,0.0,6.0,0.742647058824,1.0
431.0,3371.6,0.0,12704.0,4902.92,12039.0,1149.12,0.0,392.0,332.0,1512.8,898.4,0.0,0.0,2.15,102.0,55.0,3.0,0.0,6.0,0.745098039216,1.0
438.0,1880.8,0.0,16413.2,3257.6,18309.84,238.08,180.0,120.0,0.0,1068.0,3426.8,1.0,45.0,1.82,57.0,24.0,56.0,22.0,94.0,0.762254901961,0.0
439.0,2291.2,0.0,9218.8,2654.72,14376.08,675.84,0.0,762.4,334.0,1294.8,1345.6,1.0,2.0,3.19,122.0,85.0,36.0,29.0,116.0,0.764705882353,0.0
440.0,1797.2,0.0,13884.48,4462.52,20846.92,1135.44,0.0,0.0,60.0,1977.92,1353.6,1.0,35.0,1.79,75.0,20.0,51.0,16.0,72.0,0.767156862745,0.0
441.0,2305.56,574.8,5206.0,17350.8,12462.28,1573.44,0.0,0.0,1035.2,7520.8,1524.0,1.0,11.0,1.0,1.0,0.0,34.0,14.0,80.0,0.769607843137,0.0
448.0,1230.0,0.0,8106.6,7978.0,31584.8,772.56,0.0,540.0,340.8,846.64,2886.0,1.0,15.0,4.69,121.0,154.0,56.0,36.0,84.0,0.786764705882,0.0
449.0,5038.8,0.0,7640.88,5352.72,29819.32,1000.56,120.0,136.0,1241.6,2487.6,3511.04,1.0,24.0,2.18,11.0,3.0,21.0,12.0,55.0,0.789215686275,0.0
450.0,1056.0,0.0,11095.2,3477.68,30750.44,985.2,0.04,60.0,24.0,1298.8,2716.12,1.0,11.0,4.41,124.0,113.0,13.0,2.0,24.0,0.791666666667,0.0
