31083,POS消费,地点12,文印中心,2014/09/01 01:05:12,0.7,61.47
31083,POS消费,地点909,淋浴,2014/09/06 23:16:18,1.1,117.0
31083,POS消费,地点21,开水,2014/09/07 07:33:50,4.4,112.6
31083,POS消费,地点105,食堂,2014/09/07 11:49:18,7.0,105.6
31083,POS消费,地点219,超市,2014/09/07 16:03:47,3.0,102.6
31083,POS消费,地点820,食堂,2014/09/07 17:54:51,9.6,93.0
31083,POS消费,地点91,校车,2014/09/08 07:09:03,4.43,87.37
31083,POS消费,地点250,食堂,2014/09/08 12:03:10,14.0,73.37
31083,POS消费,地点219,超市,2014/09/08 16:04:01,1.0,72.37
31083,POS消费,地点250,食堂,2014/09/08 17:56:13,12.0,60.37
31083,POS消费,地点167,食堂,2014/09/09 07:26:07,4.43,54.84
31083,POS消费,地点909,淋浴,2014/09/09 10:09:32,1.1,91.8
31083,POS消费,地点909,淋浴,2014/09/09 10:11:12,0.1,92.9
31083,POS消费,地点909,淋浴,2014/09/09 10:13:10,1.1,59.27
31083,POS消费,地点841,食堂,2014/09/09 11:39:09,3.0,42.24
31083,POS消费,地点818,食堂,2014/09/09 11:39:50,9.6,45.24
31083,POS消费,地点219,超市,2014/09/09 15:02:36,1.0,41.24
31083,POS消费,地点219,超市,2014/09/09 16:00:51,1.0,40.24
31083,POS消费,地点821,食堂,2014/09/09 17:34:48,8.6,31.64
31083,POS消费,地点2004,淋浴,2014/09/09 20:54:10,0.7,30.94
31083,POS消费,地点2004,淋浴,2014/09/09 21:05:50,0.4,30.54
31083,POS消费,地点268,食堂,2014/09/10 07:32:36,4.43,26.11
31083,POS消费,地点91,校车,2014/09/10 11:46:27,9.6,16.51
31083,卡充值,,,2014/09/10 12:29:48,200.0,216.51
31083,POS消费,地点219,超市,2014/09/10 16:07:30,3.5,213.01
31083,POS消费,地点525,食堂,2014/09/10 17:41:09,8.6,204.41
31083,POS消费,地点841,食堂,2014/09/10 17:43:52,3.0,201.41
31083,POS消费,地点2003,淋浴,2014/09/10 23:24:25,0.9,200.51
31083,POS消费,地点21,开水,2014/09/11 06:59:20,4.2,196.31
31083,POS消费,地点248,超市,2014/09/11 07:00:00,0.7,195.61
31083,POS消费,地点841,食堂,2014/09/11 11:21:19,4.0,183.01
31083,POS消费,地点818,食堂,2014/09/11 11:21:49,8.6,187.01
31083,POS消费,地点244,食堂,2014/09/11 17:23:05,9.6,173.41
31083,POS消费,地点190,超市,2014/09/11 17:37:48,12.3,161.11
31083,POS消费,地点219,超市,2014/09/11 18:42:08,1.0,160.11
31083,POS消费,地点2004,淋浴,2014/09/11 20:56:45,1.1,159.01
31083,POS消费,地点244,食堂,2014/09/12 07:13:08,4.4,154.61
31083,POS消费,地点250,食堂,2014/09/12 11:49:31,14.0,140.61
31083,POS消费,地点91,校车,2014/09/12 17:32:07,8.6,132.01
31083,POS消费,地点219,超市,2014/09/12 18:08:58,4.0,128.01
31083,POS消费,地点1961,超市,2014/09/12 21:08:29,18.2,109.81
31083,POS消费,地点909,淋浴,2014/09/12 23:51:12,0.8,109.01
31083,POS消费,地点241,食堂,2014/09/13 07:24:41,3.4,105.61
31083,POS消费,地点2003,淋浴,2014/09/13 23:35:54,0.9,104.71
31083,POS消费,地点91,校车,2014/09/14 08:22:28,3.6,101.11
31083,POS消费,地点248,超市,2014/09/14 08:23:20,0.7,100.41
31083,POS消费,地点272,食堂,2014/09/14 12:17:31,10.0,90.41
31083,POS消费,地点1451,校车,2014/09/14 16:34:16,1.0,89.41
31083,POS消费,地点2003,淋浴,2014/09/14 23:56:29,1.0,88.41
31083,POS消费,地点1065,开水,2014/09/15 00:52:34,0.01,88.4
31083,POS消费,地点167,食堂,2014/09/15 06:57:30,4.4,84.0
31083,POS消费,地点248,超市,2014/09/15 12:18:10,5.1,78.9
31083,POS消费,地点91,校车,2014/09/15 12:18:58,4.2,74.7
31083,POS消费,地点241,食堂,2014/09/15 17:54:02,8.6,66.1
31083,POS消费,地点841,食堂,2014/09/15 17:54:51,1.8,64.3
31083,POS消费,地点2003,淋浴,2014/09/15 23:55:36,0.7,63.6
31083,POS消费,地点232,食堂,2014/09/16 06:51:32,3.5,60.1
31083,POS消费,地点787,开水,2014/09/16 07:06:21,0.01,60.09
31083,POS消费,地点241,食堂,2014/09/16 11:53:07,8.6,51.49
31083,POS消费,地点2003,淋浴,2014/09/17 00:00:03,0.8,50.69
31083,POS消费,地点266,食堂,2014/09/17 07:00:07,4.4,46.29
31083,卡挂失,,,2014/09/17 08:26:20,0.0,0.0
31083,卡片开户,,,2014/09/17 08:44:16,65.0,50.0
31083,POS消费,地点268,食堂,2014/09/17 12:21:08,9.6,40.4
31083,POS消费,地点2003,淋浴,2014/09/17 22:05:31,0.7,39.7
31083,POS消费,地点91,校车,2014/09/18 07:42:49,2.8,36.9
31083,POS消费,地点21,开水,2014/09/18 07:43:53,0.7,36.2
31083,POS消费,地点219,超市,2014/09/18 15:44:16,3.5,32.7
31083,POS消费,地点21,开水,2014/09/18 18:03:39,10.6,22.1
31083,POS消费,地点192,超市,2014/09/18 20:24:51,7.5,14.6
31083,POS消费,地点1065,开水,2014/09/18 22:31:07,0.01,14.59
31083,POS消费,地点2003,淋浴,2014/09/18 23:18:53,1.0,13.59
31083,POS消费,地点268,食堂,2014/09/19 06:56:07,3.8,9.79
31083,POS消费,地点268,食堂,2014/09/19 06:57:14,0.8,8.99
31083,POS消费,地点787,开水,2014/09/19 07:08:38,0.01,8.98
31083,POS消费,地点941,淋浴,2014/09/19 22:23:48,0.9,8.08
31083,卡充值,,,2014/09/20 09:19:32,50.0,58.08
31083,POS消费,地点21,开水,2014/09/21 12:09:48,9.6,44.48
31083,POS消费,地点91,校车,2014/09/21 12:11:19,1.8,42.68
31083,卡片销户,,,2014/09/21 12:46:16,42.68,0.0
31083,卡补办,,,2014/09/21 12:48:39,57.68,88.97
31083,更新卡信息,,,2014/09/21 12:49:08,0.0,0.0
31083,卡充值,,,2014/09/21 12:50:51,200.0,288.97
31083,POS消费,地点213,食堂,2014/09/21 13:01:02,0.5,288.47
31083,POS消费,地点279,食堂,2014/09/21 17:58:37,9.6,278.87
31083,POS消费,地点2003,淋浴,2014/09/21 23:47:11,0.6,278.27
31083,POS消费,地点167,食堂,2014/09/22 06:53:43,3.6,274.67
31083,POS消费,地点527,食堂,2014/09/22 06:54:11,0.7,273.97
31083,POS消费,地点787,开水,2014/09/22 08:01:04,0.01,273.96
31083,POS消费,地点241,食堂,2014/09/22 11:55:29,4.4,269.56
31083,POS消费,地点241,食堂,2014/09/22 11:55:42,4.6,264.96
31083,POS消费,地点1065,开水,2014/09/22 22:41:43,0.01,264.95
31083,POS消费,地点2003,淋浴,2014/09/22 23:43:40,1.1,263.85
31083,POS消费,地点527,食堂,2014/09/23 06:51:41,0.5,259.75
31083,POS消费,地点674,开水,2014/09/23 07:12:28,0.01,259.74
31083,POS消费,地点2031,食堂,2014/09/23 07:24:11,3.6,260.25
31083,POS消费,地点248,超市,2014/09/23 12:11:40,9.6,250.14
31083,POS消费,地点21,开水,2014/09/23 12:25:18,1.0,249.14
31083,POS消费,地点250,食堂,2014/09/23 18:01:15,12.0,237.14
31083,POS消费,地点2003,淋浴,2014/09/23 23:26:07,0.8,236.34
31083,POS消费,地点167,食堂,2014/09/24 06:57:52,4.4,231.94
31083,POS消费,地点527,食堂,2014/09/24 11:53:41,4.9,227.04
31083,POS消费,地点219,超市,2014/09/24 12:09:55,1.0,226.04
31083,POS消费,地点250,食堂,2014/09/24 18:23:39,12.0,214.04
31083,POS消费,地点280,食堂,2014/09/24 18:24:53,3.6,210.44
31083,POS消费,地点190,超市,2014/09/24 22:07:08,12.8,197.64
31083,POS消费,地点1065,开水,2014/09/24 22:28:31,0.01,197.63
31083,POS消费,地点2003,淋浴,2014/09/24 23:53:20,0.8,196.83
31083,POS消费,地点167,食堂,2014/09/25 06:56:49,3.6,193.23
31083,POS消费,地点241,食堂,2014/09/25 06:57:29,2.5,190.73
31083,POS消费,地点841,食堂,2014/09/25 11:41:02,1.8,184.53
31083,POS消费,地点144,食堂,2014/09/25 11:41:45,4.4,186.33
31083,POS消费,地点219,超市,2014/09/25 14:05:38,3.5,181.03
31083,POS消费,地点1065,开水,2014/09/25 16:20:24,0.01,181.02
31083,POS消费,地点248,超市,2014/09/25 17:56:41,9.6,171.42
31083,POS消费,地点248,超市,2014/09/25 17:57:15,4.6,166.82
31083,POS消费,地点219,超市,2014/09/25 18:19:57,5.0,161.82
31083,POS消费,地点219,超市,2014/09/25 18:20:00,3.5,158.32
31083,POS消费,地点2003,淋浴,2014/09/26 00:06:23,0.8,157.52
31083,POS消费,地点268,食堂,2014/09/26 07:38:28,0.8,153.12
31083,POS消费,地点2043,食堂,2014/09/26 08:09:46,3.6,153.92
31083,POS消费,地点21,开水,2014/09/26 12:02:06,9.6,143.52
31083,POS消费,地点21,开水,2014/09/26 12:02:34,6.6,136.92
31083,POS消费,地点1961,超市,2014/09/26 15:06:44,7.8,129.12
31083,POS消费,地点2003,淋浴,2014/09/26 21:31:29,0.1,129.02
31083,POS消费,地点21,开水,2014/09/27 08:49:27,0.8,128.22
31083,POS消费,地点248,超市,2014/09/27 08:50:27,0.7,127.52
31083,POS消费,地点1065,开水,2014/09/27 09:26:51,0.01,127.51
31083,POS消费,地点232,食堂,2014/09/27 18:32:59,15.0,112.51
31083,POS消费,地点21,开水,2014/09/27 19:08:35,3.0,109.51
31083,POS消费,地点1065,开水,2014/09/27 23:40:33,0.01,109.5
31083,POS消费,地点91,校车,2014/09/28 06:49:34,3.0,106.5
31083,POS消费,地点787,开水,2014/09/28 08:08:04,0.01,106.49
31083,POS消费,地点21,开水,2014/09/28 11:58:59,3.0,96.89
31083,POS消费,地点2031,食堂,2014/09/28 12:28:06,6.6,99.89
31083,POS消费,地点1065,开水,2014/09/28 14:57:45,0.01,96.88
31083,POS消费,地点91,校车,2014/09/28 18:10:28,8.6,88.28
31083,POS消费,地点2004,淋浴,2014/09/28 23:58:43,0.6,87.38
31083,POS消费,地点241,食堂,2014/09/29 06:53:31,3.6,83.78
31083,POS消费,地点144,食堂,2014/09/29 06:55:38,0.8,82.98
31083,POS消费,地点676,开水,2014/09/29 07:10:23,0.01,82.97
31083,POS消费,地点787,开水,2014/09/29 09:05:13,0.01,82.96
31083,POS消费,地点527,食堂,2014/09/29 12:00:14,4.4,78.56
31083,POS消费,地点286,食堂,2014/09/29 17:52:41,1.0,77.56
31083,POS消费,地点1686,食堂,2014/09/29 17:54:12,5.0,72.56
31083,POS消费,地点267,食堂,2014/09/29 17:54:46,5.0,67.56
31083,POS消费,地点21,开水,2014/09/29 17:59:35,10.3,57.26
31083,POS消费,地点787,开水,2014/09/29 19:12:38,0.01,57.25
31083,POS消费,地点941,淋浴,2014/09/30 06:26:20,0.1,88.18
31083,POS消费,地点941,淋浴,2014/09/30 06:26:20,0.1,88.08
31083,POS消费,地点941,淋浴,2014/09/30 06:26:26,0.1,87.98
31083,POS消费,地点941,淋浴,2014/09/30 06:39:10,0.1,57.15
31083,POS消费,地点941,淋浴,2014/09/30 06:41:04,0.8,56.35
31083,POS消费,地点241,食堂,2014/09/30 06:55:20,2.4,53.95
31083,POS消费,地点241,食堂,2014/09/30 06:55:25,0.8,53.15
31083,POS消费,地点676,开水,2014/09/30 07:14:05,0.01,53.14
31083,POS消费,地点831,开水,2014/09/30 09:09:21,0.01,53.13
31083,POS消费,地点248,超市,2014/09/30 11:19:02,10.6,42.53
31083,POS消费,地点1451,校车,2014/09/30 11:46:52,1.0,41.53
31083,POS消费,地点816,校车,2014/10/03 11:38:42,1.0,40.53
31083,POS消费,地点21,开水,2014/10/03 11:41:30,10.6,29.93
31083,POS消费,地点21,开水,2014/10/03 11:51:43,3.0,26.93
31083,POS消费,地点901,校车,2014/10/07 16:27:19,4.0,22.93
31083,POS消费,地点2003,淋浴,2014/10/07 21:10:26,0.1,22.83
31083,POS消费,地点909,淋浴,2014/10/07 21:11:07,0.1,22.73
31083,POS消费,地点909,淋浴,2014/10/07 21:11:15,0.6,22.13
31083,POS消费,地点279,食堂,2014/10/08 06:53:33,4.8,17.33
31083,POS消费,地点144,食堂,2014/10/08 06:56:08,0.2,17.13
31083,POS消费,地点674,开水,2014/10/08 07:12:41,0.02,17.11
31083,POS消费,地点1686,食堂,2014/10/08 11:53:48,11.0,6.11
31083,POS消费,地点266,食堂,2014/10/08 12:00:06,0.6,5.51
31083,POS消费,地点2004,淋浴,2014/10/08 22:47:26,0.1,5.41
31083,POS消费,地点909,淋浴,2014/10/08 22:58:16,0.5,4.91
31083,卡充值,,,2014/10/09 10:00:17,200.0,204.91
31083,POS消费,地点247,食堂,2014/10/09 11:47:58,20.0,184.91
31083,POS消费,地点21,开水,2014/10/09 17:50:01,9.6,175.31
31083,POS消费,地点1065,开水,2014/10/09 23:04:11,0.01,175.3
31083,POS消费,地点144,食堂,2014/10/10 06:54:27,1.7,171.8
31083,POS消费,地点144,食堂,2014/10/10 06:56:38,0.2,171.6
31083,POS消费,地点2031,食堂,2014/10/10 07:29:35,1.8,173.5
31083,POS消费,地点1065,开水,2014/10/10 14:02:19,0.01,171.59
31083,POS消费,地点6,淋浴,2014/10/10 17:38:21,13.0,158.59
31083,POS消费,地点841,食堂,2014/10/10 17:46:24,1.8,156.79
31083,POS消费,地点789,开水,2014/10/10 19:17:22,0.02,156.77
31083,POS消费,地点1065,开水,2014/10/10 23:43:14,0.01,156.76
31083,POS消费,地点268,食堂,2014/10/11 06:49:26,1.2,155.56
31083,POS消费,地点527,食堂,2014/10/11 06:51:01,1.9,153.66
31083,POS消费,地点676,开水,2014/10/11 07:10:49,0.01,153.65
31083,POS消费,地点248,超市,2014/10/11 11:41:45,10.6,143.05
31083,POS消费,地点310,食堂,2014/10/11 17:49:26,6.0,137.05
31083,POS消费,地点267,食堂,2014/10/11 17:52:11,6.0,131.05
31083,POS消费,地点820,食堂,2014/10/11 17:54:55,0.6,130.45
31083,POS消费,地点21,开水,2014/10/11 17:58:01,14.2,116.25
31083,POS消费,地点1065,开水,2014/10/11 23:23:15,0.01,116.24
31083,POS消费,地点21,开水,2014/10/12 08:56:58,2.7,113.54
31083,POS消费,地点91,校车,2014/10/12 08:57:34,0.7,112.84
31083,POS消费,地点841,食堂,2014/10/12 12:26:04,1.8,111.04
31083,POS消费,地点21,开水,2014/10/12 12:28:58,9.0,102.04
31083,POS消费,地点1065,开水,2014/10/12 18:18:05,0.01,102.03
31083,POS消费,地点941,淋浴,2014/10/12 22:26:29,1.7,100.33
31083,POS消费,地点75,食堂,2014/10/13 06:48:24,1.9,96.23
31083,POS消费,地点525,食堂,2014/10/13 06:49:49,2.2,98.13
31083,POS消费,地点674,开水,2014/10/13 07:06:33,0.01,96.22
31083,POS消费,地点789,开水,2014/10/13 08:07:03,0.02,96.2
31083,POS消费,地点1686,食堂,2014/10/13 11:55:35,3.5,92.7
31083,POS消费,地点267,食堂,2014/10/13 11:55:52,5.0,87.7
31083,POS消费,地点266,食堂,2014/10/13 12:05:31,0.6,87.1
31083,POS消费,地点6,淋浴,2014/10/13 17:52:15,5.0,76.1
31083,POS消费,地点1686,食堂,2014/10/13 17:54:16,6.0,81.1
31083,POS消费,地点1065,开水,2014/10/13 23:09:44,0.01,76.09
31083,POS消费,地点268,食堂,2014/10/14 06:52:26,2.0,74.09
31083,POS消费,地点527,食堂,2014/10/14 06:54:02,1.9,72.19
31083,POS消费,地点21,开水,2014/10/14 12:14:45,8.6,63.59
31083,POS消费,地点21,开水,2014/10/14 17:46:01,9.0,54.59
31083,POS消费,地点190,超市,2014/10/14 18:07:17,14.8,39.79
31083,POS消费,地点144,食堂,2014/10/15 06:55:52,1.7,35.69
31083,POS消费,地点2031,食堂,2014/10/15 07:30:59,2.4,37.39
31083,POS消费,地点247,食堂,2014/10/15 12:20:12,10.0,25.69
31083,POS消费,地点1065,开水,2014/10/15 22:24:57,0.01,25.68
31083,POS消费,地点70,食堂,2014/10/16 07:01:26,2.0,23.68
31083,POS消费,地点91,校车,2014/10/16 07:40:39,2.7,20.98
31083,POS消费,地点21,开水,2014/10/16 07:42:00,0.7,20.28
31083,POS消费,地点21,开水,2014/10/16 11:43:20,9.0,11.28
31083,POS消费,地点219,超市,2014/10/16 15:32:58,4.0,7.28
31083,POS消费,地点1065,开水,2014/10/16 23:50:19,0.01,7.27
31083,POS消费,地点167,食堂,2014/10/17 06:49:51,2.2,5.07
31083,POS消费,地点527,食堂,2014/10/17 06:50:25,1.3,3.77
31083,POS消费,地点676,开水,2014/10/17 07:10:15,0.01,3.76
31083,卡充值,,,2014/10/17 11:53:07,200.0,203.76
31083,POS消费,地点250,食堂,2014/10/17 12:18:55,12.0,191.76
31083,POS消费,地点258,食堂,2014/10/17 12:28:58,5.0,186.76
31083,POS消费,地点232,食堂,2014/10/17 18:13:00,10.0,176.76
31083,POS消费,地点21,开水,2014/10/18 08:25:41,2.3,174.46
31083,POS消费,地点21,开水,2014/10/18 08:26:39,0.7,173.76
31083,POS消费,地点21,开水,2014/10/18 08:27:42,2.0,171.76
31083,POS消费,地点1065,开水,2014/10/18 10:02:53,0.01,171.75
31083,POS消费,地点21,开水,2014/10/18 12:01:25,8.6,163.15
31083,POS消费,地点21,开水,2014/10/18 17:36:01,8.6,154.55
31083,POS消费,地点909,淋浴,2014/10/19 00:04:31,1.5,153.05
31083,POS消费,地点21,开水,2014/10/19 08:26:16,2.3,150.75
31083,POS消费,地点91,校车,2014/10/19 08:26:30,0.7,150.05
31083,POS消费,地点21,开水,2014/10/19 08:27:28,1.2,148.85
31083,POS消费,地点21,开水,2014/10/19 08:39:25,0.8,148.05
31083,POS消费,地点21,开水,2014/10/19 11:43:44,10.6,137.45
31083,POS消费,地点21,开水,2014/10/19 11:55:42,3.0,134.45
31083,POS消费,地点232,食堂,2014/10/19 17:20:52,12.0,122.45
31083,POS消费,地点232,食堂,2014/10/19 17:21:36,0.3,122.15
31083,POS消费,地点1065,开水,2014/10/19 23:54:54,0.01,122.14
31083,POS消费,地点144,食堂,2014/10/20 06:52:39,1.7,116.44
31083,POS消费,地点676,开水,2014/10/20 07:10:45,0.01,116.43
31083,POS消费,地点2031,食堂,2014/10/20 07:29:41,4.0,118.14
31083,POS消费,地点21,开水,2014/10/20 11:52:02,9.0,107.43
31083,POS消费,地点21,开水,2014/10/20 17:52:18,9.0,98.43
31083,POS消费,地点21,开水,2014/10/20 19:05:35,3.0,95.43
31083,POS消费,地点787,开水,2014/10/20 19:16:53,0.01,95.42
31083,POS消费,地点1065,开水,2014/10/20 23:19:55,0.01,95.41
31083,POS消费,地点268,食堂,2014/10/21 06:49:42,1.2,94.21
31083,POS消费,地点527,食堂,2014/10/21 06:51:27,1.9,92.31
31083,POS消费,地点674,开水,2014/10/21 07:18:26,0.01,92.3
31083,POS消费,地点831,开水,2014/10/21 09:18:56,0.01,92.29
31083,POS消费,地点91,校车,2014/10/21 11:54:26,10.6,81.69
31083,POS消费,地点91,校车,2014/10/21 17:50:52,10.6,71.09
31083,POS消费,地点21,开水,2014/10/21 19:45:50,3.0,68.09
31083,POS消费,地点1065,开水,2014/10/21 23:53:22,0.01,68.08
31083,POS消费,地点268,食堂,2014/10/22 06:51:53,2.5,65.58
31083,POS消费,地点144,食堂,2014/10/22 06:55:00,1.7,63.88
31083,POS消费,地点21,开水,2014/10/22 11:49:54,9.0,54.88
31083,POS消费,地点267,食堂,2014/10/22 17:52:55,6.0,48.88
31083,POS消费,地点6,淋浴,2014/10/22 18:02:06,5.0,43.88
31083,POS消费,地点21,开水,2014/10/22 18:11:09,8.8,35.08
31083,POS消费,地点1065,开水,2014/10/22 21:53:40,0.01,35.07
31083,POS消费,地点1065,开水,2014/10/22 23:12:17,0.01,35.06
31083,POS消费,地点91,校车,2014/10/23 07:57:42,2.3,32.76
31083,POS消费,地点21,开水,2014/10/23 08:00:07,1.9,30.86
31083,POS消费,地点219,超市,2014/10/23 15:43:55,4.0,26.86
31083,POS消费,地点1065,开水,2014/10/24 00:04:30,0.01,26.85
31083,POS消费,地点144,食堂,2014/10/24 06:53:05,0.7,24.35
31083,POS消费,地点144,食堂,2014/10/24 06:53:10,0.6,23.75
31083,POS消费,地点2031,食堂,2014/10/24 07:31:04,1.8,25.05
31083,POS消费,地点241,食堂,2014/10/24 12:05:43,4.6,19.15
31083,POS消费,地点267,食堂,2014/10/24 12:05:57,5.0,14.15
31083,POS消费,地点1065,开水,2014/10/24 14:13:44,0.01,14.14
31083,POS消费,地点21,开水,2014/10/24 18:13:56,9.0,5.14
31083,POS消费,地点21,开水,2014/10/24 19:53:00,3.0,2.14
31083,POS消费,地点1065,开水,2014/10/24 23:13:48,0.01,2.13
31083,POS消费,地点1065,开水,2014/10/27 02:56:17,0.01,2.11
31083,POS消费,地点1065,开水,2014/10/27 08:37:55,0.01,2.1
31083,POS消费,地点1065,开水,2014/10/28 19:27:19,0.01,2.07
31083,卡充值,,,2014/10/29 09:08:48,100.0,102.07
31083,POS消费,地点1065,开水,2014/10/29 11:09:47,0.01,102.06
31083,POS消费,地点1065,开水,2014/10/30 19:53:37,0.01,102.05
31083,POS消费,地点217,食堂,2014/10/30 20:02:53,4.0,98.05
31083,POS消费,地点217,食堂,2014/10/30 20:03:04,4.0,94.05
31083,POS消费,地点254,食堂,2014/10/30 20:17:48,7.0,87.05
31083,POS消费,地点248,超市,2014/10/31 08:01:44,0.5,86.55
31083,POS消费,地点21,开水,2014/10/31 08:03:19,0.4,86.15
31083,POS消费,地点683,开水,2014/10/31 10:08:31,0.01,86.14
31083,POS消费,地点21,开水,2014/10/31 12:00:27,3.0,83.14
31083,POS消费,地点1065,开水,2014/10/31 14:44:57,0.01,83.13
31083,POS消费,地点91,校车,2014/10/31 17:45:57,3.4,79.73
31083,POS消费,地点1065,开水,2014/11/01 00:24:50,0.01,79.72
31083,POS消费,地点1065,开水,2014/11/01 09:57:51,0.01,79.71
31083,POS消费,地点2059,校车,2014/11/01 09:58:08,4.0,75.71
31083,POS消费,地点676,开水,2014/11/02 14:59:25,0.02,75.69
31083,POS消费,地点91,校车,2014/11/02 17:35:07,5.4,70.29
31083,POS消费,地点1065,开水,2014/11/02 23:34:14,0.01,70.28
31083,POS消费,地点144,食堂,2014/11/03 06:53:04,1.1,69.18
31083,POS消费,地点676,开水,2014/11/03 07:22:10,0.01,69.17
31083,POS消费,地点691,开水,2014/11/03 10:13:11,0.02,69.15
31083,POS消费,地点232,食堂,2014/11/03 11:54:49,10.0,59.15
31083,卡充值,,,2014/11/03 12:27:56,200.0,259.15
31083,POS消费,地点1686,食堂,2014/11/03 18:00:20,2.5,256.65
31083,POS消费,地点1686,食堂,2014/11/03 18:00:54,2.5,254.15
31083,POS消费,地点286,食堂,2014/11/03 18:01:18,1.0,253.15
31083,POS消费,地点292,超市,2014/11/03 21:07:54,9.5,243.65
31083,POS消费,地点1065,开水,2014/11/03 23:19:43,0.01,243.64
31083,POS消费,地点268,食堂,2014/11/04 06:52:06,1.8,241.84
31083,POS消费,地点144,食堂,2014/11/04 06:55:29,0.6,241.24
31083,POS消费,地点674,开水,2014/11/04 07:20:34,0.01,241.23
31083,POS消费,地点232,食堂,2014/11/04 11:42:59,10.0,231.23
31083,POS消费,地点244,食堂,2014/11/05 06:55:14,2.0,229.18
31083,POS消费,地点144,食堂,2014/11/05 06:58:16,1.1,228.08
31083,POS消费,地点21,开水,2014/11/05 11:49:58,6.0,222.08
31083,POS消费,地点219,超市,2014/11/05 13:33:12,4.0,218.08
31083,POS消费,地点105,食堂,2014/11/05 17:52:08,5.0,213.08
31083,POS消费,地点267,食堂,2014/11/05 18:02:35,6.0,207.08
31083,POS消费,地点838,食堂,2014/11/05 18:02:53,1.0,206.08
31083,POS消费,地点1065,开水,2014/11/05 18:35:17,0.01,231.22
31083,POS消费,地点1065,开水,2014/11/05 18:36:05,0.01,231.19
31083,POS消费,地点1065,开水,2014/11/05 18:36:15,0.01,231.18
31083,POS消费,地点1065,开水,2014/11/05 23:40:42,0.01,206.07
31083,POS消费,地点91,校车,2014/11/06 07:59:47,0.8,205.27
31083,POS消费,地点91,校车,2014/11/06 07:59:56,1.2,204.07
31083,POS消费,地点21,开水,2014/11/06 08:01:38,0.5,203.57
31083,POS消费,地点241,食堂,2014/11/06 11:39:11,4.6,198.97
31083,POS消费,地点267,食堂,2014/11/06 11:49:08,6.0,192.97
31083,POS消费,地点219,超市,2014/11/06 15:57:36,3.5,189.47
31083,POS消费,地点232,食堂,2014/11/06 18:34:29,12.0,177.47
31083,POS消费,地点256,食堂,2014/11/06 18:37:46,2.0,175.47
31083,POS消费,地点909,淋浴,2014/11/06 21:21:58,1.6,173.87
31083,POS消费,地点241,食堂,2014/11/07 06:58:20,1.8,172.07
31083,POS消费,地点144,食堂,2014/11/07 06:59:23,1.1,170.97
31083,POS消费,地点676,开水,2014/11/07 07:26:45,0.01,170.96
31083,POS消费,地点683,开水,2014/11/07 10:16:56,0.01,170.95
31083,POS消费,地点268,食堂,2014/11/07 11:56:38,4.6,166.35
31083,POS消费,地点267,食堂,2014/11/07 12:08:31,5.0,161.35
31083,POS消费,地点91,校车,2014/11/07 17:51:07,10.6,150.75
31083,POS消费,地点787,开水,2014/11/07 20:19:20,0.01,150.74
31083,POS消费,地点1065,开水,2014/11/08 00:52:51,0.01,150.73
31083,POS消费,地点241,食堂,2014/11/08 08:53:54,0.8,149.93
31083,POS消费,地点1155,食堂,2014/11/08 09:02:29,3.0,146.23
31083,POS消费,地点75,食堂,2014/11/08 09:02:33,0.5,149.43
