732,POS消费,地点78,其他,2013/09/01 07:01:42,0.4,184.13
732,POS消费,地点279,食堂,2013/10/02 11:44:22,5.6,155.06
732,POS消费,地点241,食堂,2013/10/02 17:20:40,4.1,145.36
732,POS消费,地点257,食堂,2013/10/02 17:32:16,1.8,143.56
732,POS消费,地点68,开水,2013/10/03 10:06:08,0.01,143.55
732,POS消费,地点241,食堂,2013/10/03 11:05:29,4.6,138.95
732,POS消费,地点91,校车,2013/10/03 17:19:41,5.6,133.35
732,POS消费,地点658,淋浴,2013/10/03 23:29:07,0.1,133.25
732,POS消费,地点553,淋浴,2013/10/03 23:29:24,0.4,132.85
732,POS消费,地点244,食堂,2013/10/04 11:39:53,5.6,127.25
732,POS消费,地点244,食堂,2013/10/04 17:11:52,5.6,121.65
732,POS消费,地点68,开水,2013/10/05 10:19:52,0.04,121.61
732,POS消费,地点279,食堂,2013/10/05 11:07:32,5.6,116.01
732,POS消费,地点268,食堂,2013/10/05 17:30:05,4.6,111.41
732,POS消费,地点658,淋浴,2013/10/05 22:11:09,0.1,111.31
732,POS消费,地点845,淋浴,2013/10/05 22:12:29,0.5,110.81
732,POS消费,地点244,食堂,2013/10/06 11:11:46,5.6,105.21
732,POS消费,地点268,食堂,2013/10/06 17:03:56,4.6,100.61
732,POS消费,地点257,食堂,2013/10/06 17:17:34,1.8,98.81
732,POS消费,地点820,食堂,2013/10/07 11:26:45,5.6,82.01
732,POS消费,地点821,食堂,2013/10/07 11:28:22,5.6,93.21
732,POS消费,地点821,食堂,2013/10/07 11:28:48,5.6,87.61
732,POS消费,地点279,食堂,2013/10/07 17:11:01,5.6,76.41
732,POS消费,地点658,淋浴,2013/10/07 20:48:46,0.1,76.31
732,POS消费,地点845,淋浴,2013/10/07 20:54:21,0.4,75.91
732,POS消费,地点202,开水,2013/10/07 21:08:50,0.01,75.9
732,POS消费,地点21,开水,2013/10/08 07:56:47,2.0,73.9
732,POS消费,地点821,食堂,2013/10/08 12:00:07,5.6,68.3
732,POS消费,地点268,食堂,2013/10/08 17:24:32,4.6,63.7
732,POS消费,地点268,食堂,2013/10/09 08:08:53,2.0,61.7
732,POS消费,地点820,食堂,2013/10/09 11:49:15,5.6,56.1
732,POS消费,地点649,开水,2013/10/09 12:03:44,0.01,56.09
732,POS消费,地点820,食堂,2013/10/09 17:56:45,5.6,50.49
732,POS消费,地点845,淋浴,2013/10/09 21:28:03,0.5,49.99
732,POS消费,地点268,食堂,2013/10/10 08:04:51,2.0,47.99
732,POS消费,地点820,食堂,2013/10/10 11:59:09,5.6,42.39
732,POS消费,地点91,校车,2013/10/10 17:04:45,5.6,36.79
732,POS消费,地点167,食堂,2013/10/11 08:12:39,2.0,34.79
732,POS消费,地点831,开水,2013/10/11 09:53:30,0.01,34.78
732,POS消费,地点819,食堂,2013/10/11 11:49:52,5.6,29.18
732,POS消费,地点68,开水,2013/10/11 12:09:32,0.03,29.15
732,POS消费,地点820,食堂,2013/10/11 17:58:49,5.6,23.55
732,POS消费,地点845,淋浴,2013/10/11 22:01:00,0.4,23.15
732,POS消费,地点21,开水,2013/10/12 07:58:24,2.0,21.15
732,POS消费,地点91,校车,2013/10/12 11:58:38,1.8,19.35
732,POS消费,地点257,食堂,2013/10/12 12:15:13,1.8,17.55
732,POS消费,地点91,校车,2013/10/12 17:57:45,4.6,12.95
732,POS消费,地点68,开水,2013/10/13 09:39:32,0.01,12.94
732,POS消费,地点279,食堂,2013/10/13 11:10:38,5.6,107.34
732,圈存转账,,,2013/10/13 11:11:06,200.0,12.94
732,圈存转账,,,2013/10/13 11:11:22,150.0,12.94
732,圈存转账,,,2013/10/13 11:11:36,100.0,112.94
732,POS消费,地点91,校车,2013/10/13 17:08:13,5.6,101.74
732,POS消费,地点553,淋浴,2013/10/13 21:44:18,0.5,101.24
732,POS消费,地点268,食堂,2013/10/14 08:05:42,2.0,99.24
732,POS消费,地点91,校车,2013/10/14 11:58:00,1.8,97.44
732,POS消费,地点257,食堂,2013/10/14 12:08:46,1.5,95.94
732,POS消费,地点820,食堂,2013/10/14 18:00:53,4.6,91.34
732,POS消费,地点167,食堂,2013/10/15 08:15:48,2.0,89.34
732,POS消费,地点680,开水,2013/10/15 08:17:54,0.01,89.33
732,POS消费,地点820,食堂,2013/10/15 11:56:45,5.6,83.73
732,POS消费,地点820,食堂,2013/10/15 11:57:06,6.1,77.63
732,POS消费,地点68,开水,2013/10/15 12:20:30,0.03,77.6
732,POS消费,地点26,图书馆,2013/10/15 18:41:49,16.6,61.0
732,POS消费,地点63,淋浴,2013/10/15 21:01:30,0.5,60.5
732,POS消费,地点167,食堂,2013/10/16 08:09:06,2.0,58.5
732,POS消费,地点279,食堂,2013/10/16 11:48:30,4.6,53.9
732,POS消费,地点91,校车,2013/10/16 17:56:49,4.6,49.3
732,POS消费,地点257,食堂,2013/10/16 18:10:10,1.8,47.5
732,POS消费,地点202,开水,2013/10/16 22:47:47,0.01,47.49
732,POS消费,地点21,开水,2013/10/17 08:05:32,2.0,45.49
732,POS消费,地点12,文印中心,2013/10/17 10:53:15,4.5,40.99
732,POS消费,地点273,食堂,2013/10/17 10:54:47,4.8,36.19
732,POS消费,地点241,食堂,2013/10/17 17:35:54,4.6,31.59
732,POS消费,地点553,淋浴,2013/10/17 22:55:02,0.5,31.09
732,POS消费,地点167,食堂,2013/10/18 08:17:04,2.0,29.09
732,POS消费,地点821,食堂,2013/10/18 11:12:32,5.6,23.49
732,POS消费,地点68,开水,2013/10/18 14:23:30,0.03,23.46
732,POS消费,地点241,食堂,2013/10/18 17:57:02,4.6,18.86
732,POS消费,地点279,食堂,2013/10/19 10:58:48,5.6,13.26
732,POS消费,地点244,食堂,2013/10/19 17:07:27,5.6,7.66
732,POS消费,地点257,食堂,2013/10/19 17:17:19,1.8,5.86
732,POS消费,地点63,淋浴,2013/10/19 20:56:51,0.4,5.46
732,POS消费,地点241,食堂,2013/10/20 11:06:59,4.4,1.06
732,POS消费,地点279,食堂,2013/10/20 17:13:14,5.6,195.46
732,圈存转账,,,2013/10/20 17:13:41,200.0,201.06
732,POS消费,地点279,食堂,2013/10/20 17:15:43,5.9,189.56
732,,,,2013/10/20 19:45:49,5.0,184.56
732,POS消费,地点268,食堂,2013/10/21 08:06:15,2.0,182.56
732,POS消费,地点91,校车,2013/10/21 11:57:36,2.4,180.16
732,POS消费,地点257,食堂,2013/10/21 12:10:46,1.8,178.36
732,POS消费,地点68,开水,2013/10/21 12:29:21,0.03,178.33
732,POS消费,地点845,淋浴,2013/10/21 21:22:04,0.5,177.83
732,POS消费,地点268,食堂,2013/10/22 08:05:51,2.0,175.83
732,POS消费,地点91,校车,2013/10/22 11:57:00,4.6,171.23
732,POS消费,地点819,食堂,2013/10/22 17:33:26,5.6,165.63
732,POS消费,地点68,开水,2013/10/22 22:23:32,0.01,165.62
732,POS消费,地点21,开水,2013/10/23 08:00:01,2.0,163.62
732,POS消费,地点91,校车,2013/10/23 11:49:31,4.6,159.02
732,POS消费,地点257,食堂,2013/10/23 12:01:20,1.8,157.22
732,POS消费,地点820,食堂,2013/10/23 17:55:30,5.6,151.62
732,POS消费,地点845,淋浴,2013/10/23 20:21:48,0.6,151.02
732,POS消费,地点268,食堂,2013/10/24 08:05:08,2.0,149.02
732,POS消费,地点12,文印中心,2013/10/24 11:18:52,5.0,144.02
732,POS消费,地点68,开水,2013/10/24 16:04:33,0.04,143.98
732,POS消费,地点241,食堂,2013/10/24 17:12:10,4.6,139.38
732,POS消费,地点845,淋浴,2013/10/24 20:49:23,0.5,138.88
732,POS消费,地点21,开水,2013/10/25 08:02:26,2.0,136.88
732,POS消费,地点266,食堂,2013/10/25 08:08:52,2.2,134.68
732,POS消费,地点144,食堂,2013/10/25 08:13:57,0.7,133.98
732,POS消费,地点241,食堂,2013/10/25 11:47:38,5.1,128.88
732,POS消费,地点821,食堂,2013/10/25 18:01:21,5.6,123.28
732,POS消费,地点68,开水,2013/10/25 23:28:47,0.01,123.27
732,POS消费,地点91,校车,2013/10/26 11:20:32,5.6,117.67
732,POS消费,地点257,食堂,2013/10/26 11:36:28,1.8,115.87
732,POS消费,地点244,食堂,2013/10/26 17:15:52,4.6,111.27
732,POS消费,地点845,淋浴,2013/10/26 21:53:29,0.6,110.67
732,POS消费,地点167,食堂,2013/10/27 08:33:21,2.0,108.67
732,POS消费,地点91,校车,2013/10/27 11:37:05,5.6,103.07
732,POS消费,地点91,校车,2013/10/27 17:07:15,5.6,97.47
732,POS消费,地点91,校车,2013/10/27 17:07:26,5.6,91.87
732,POS消费,地点68,开水,2013/10/27 18:44:49,0.01,91.86
732,POS消费,地点268,食堂,2013/10/28 08:13:27,2.0,89.86
732,POS消费,地点91,校车,2013/10/28 11:57:58,1.8,88.06
732,POS消费,地点257,食堂,2013/10/28 12:10:30,1.8,86.26
732,POS消费,地点831,开水,2013/10/28 14:19:48,0.02,86.24
732,POS消费,地点91,校车,2013/10/28 18:02:28,4.6,81.64
732,POS消费,地点68,开水,2013/10/28 18:22:54,0.01,55.93
732,POS消费,地点190,超市,2013/10/28 18:25:00,25.7,55.94
732,POS消费,地点845,淋浴,2013/10/28 21:07:29,0.6,55.33
732,POS消费,地点268,食堂,2013/10/29 08:03:40,2.0,53.33
732,POS消费,地点91,校车,2013/10/29 11:52:38,4.6,48.73
732,POS消费,地点238,食堂,2013/10/29 18:25:56,10.0,38.73
732,POS消费,地点68,开水,2013/10/29 23:05:13,0.01,38.72
732,POS消费,地点21,开水,2013/10/30 08:05:15,2.0,36.72
732,POS消费,地点91,校车,2013/10/30 11:51:45,4.6,32.12
732,POS消费,地点279,食堂,2013/10/30 17:26:23,4.6,27.52
732,POS消费,地点68,开水,2013/10/30 21:28:10,0.01,27.51
732,POS消费,地点21,开水,2013/10/31 08:06:05,2.0,25.51
732,POS消费,地点91,校车,2013/10/31 11:58:20,4.6,20.91
732,POS消费,地点244,食堂,2013/10/31 17:23:33,4.6,16.31
732,POS消费,地点21,开水,2013/11/01 08:27:00,2.0,14.31
732,POS消费,地点687,开水,2013/11/01 08:33:28,0.01,14.3
732,POS消费,地点279,食堂,2013/11/01 11:25:52,4.6,9.7
732,POS消费,地点68,开水,2013/11/01 11:37:13,0.01,9.69
732,POS消费,地点268,食堂,2013/11/01 17:59:26,4.6,5.09
732,POS消费,地点551,淋浴,2013/11/01 23:06:28,0.5,4.59
732,圈存转账,,,2013/11/02 11:24:45,200.0,204.59
732,POS消费,地点838,食堂,2013/11/02 11:24:57,4.5,200.09
732,POS消费,地点525,食堂,2013/11/02 17:24:20,4.0,194.29
732,POS消费,地点144,食堂,2013/11/02 17:26:32,1.8,198.29
732,POS消费,地点68,开水,2013/11/03 01:02:02,0.01,194.28
732,POS消费,地点202,开水,2013/11/03 01:02:15,0.01,194.27
732,POS消费,地点241,食堂,2013/11/03 10:59:09,4.6,189.67
732,POS消费,地点91,校车,2013/11/03 17:29:00,5.6,184.07
732,POS消费,地点202,开水,2013/11/03 23:28:34,0.01,184.06
732,POS消费,地点167,食堂,2013/11/04 08:10:54,2.0,182.06
732,POS消费,地点91,校车,2013/11/04 11:54:37,1.8,180.26
732,POS消费,地点257,食堂,2013/11/04 12:04:48,1.8,178.46
732,POS消费,地点91,校车,2013/11/04 17:56:22,4.6,173.86
732,POS消费,地点167,食堂,2013/11/05 08:08:56,2.0,171.86
732,POS消费,地点820,食堂,2013/11/05 11:55:03,5.6,166.26
732,POS消费,地点244,食堂,2013/11/05 17:43:00,4.6,161.66
732,POS消费,地点645,淋浴,2013/11/05 21:00:26,0.5,161.16
732,POS消费,地点202,开水,2013/11/05 21:35:16,0.01,161.15
732,POS消费,地点268,食堂,2013/11/06 08:08:42,2.0,159.15
732,POS消费,地点279,食堂,2013/11/06 11:42:25,4.6,154.55
732,POS消费,地点821,食堂,2013/11/06 17:53:58,5.6,148.95
732,POS消费,地点202,开水,2013/11/06 23:22:03,0.01,148.94
732,POS消费,地点241,食堂,2013/11/07 08:08:04,2.0,146.94
732,POS消费,地点91,校车,2013/11/07 11:14:51,4.6,142.34
732,POS消费,地点167,食堂,2013/11/07 17:02:34,3.6,138.74
732,POS消费,地点257,食堂,2013/11/07 17:18:11,1.8,136.94
732,POS消费,地点551,淋浴,2013/11/07 21:00:42,0.5,136.44
732,POS消费,地点649,开水,2013/11/08 00:14:32,0.01,136.43
732,POS消费,地点21,开水,2013/11/08 08:06:33,2.0,134.43
732,POS消费,地点820,食堂,2013/11/08 11:45:05,5.6,128.83
732,POS消费,地点244,食堂,2013/11/08 17:56:21,4.6,124.23
732,POS消费,地点257,食堂,2013/11/08 18:09:37,1.8,122.43
732,POS消费,地点838,食堂,2013/11/09 11:04:16,4.5,117.93
732,POS消费,地点241,食堂,2013/11/09 17:26:26,4.6,113.33
732,POS消费,地点553,淋浴,2013/11/09 21:57:55,0.6,112.73
732,POS消费,地点68,开水,2013/11/09 22:33:35,0.01,112.72
732,POS消费,地点21,开水,2013/11/10 08:15:50,2.0,110.72
732,POS消费,地点91,校车,2013/11/10 11:30:05,5.6,105.12
732,POS消费,地点91,校车,2013/11/10 17:08:40,5.6,99.52
732,POS消费,地点190,超市,2013/11/10 21:10:46,25.76,73.76
732,POS消费,地点268,食堂,2013/11/11 08:05:47,2.0,71.76
732,POS消费,地点820,食堂,2013/11/11 11:20:10,6.1,65.66
732,POS消费,地点820,食堂,2013/11/11 18:00:11,5.6,60.06
732,POS消费,地点202,开水,2013/11/11 22:12:46,0.01,60.05
732,POS消费,地点268,食堂,2013/11/12 08:05:20,2.0,58.05
732,POS消费,地点820,食堂,2013/11/12 11:57:25,5.6,52.45
732,POS消费,地点21,开水,2013/11/12 18:40:53,10.0,42.45
732,POS消费,地点268,食堂,2013/11/13 08:08:16,2.0,40.45
732,POS消费,地点279,食堂,2013/11/13 11:53:01,4.6,35.85
732,POS消费,地点202,开水,2013/11/13 12:13:56,0.01,35.84
732,POS消费,地点244,食堂,2013/11/13 17:06:11,4.6,31.24
732,圈存转账,,,2013/11/13 17:20:16,200.0,31.24
732,圈存转账,,,2013/11/13 17:20:17,200.0,231.24
732,POS消费,地点551,淋浴,2013/11/13 21:04:49,0.6,230.64
732,POS消费,地点268,食堂,2013/11/14 08:06:57,2.0,228.64
732,POS消费,地点91,校车,2013/11/14 11:56:27,4.6,224.04
732,POS消费,地点241,食堂,2013/11/14 17:23:47,4.6,219.44
732,POS消费,地点167,食堂,2013/11/15 08:05:57,2.0,217.42
732,POS消费,地点68,开水,2013/11/15 11:02:07,0.01,219.42
732,POS消费,地点202,开水,2013/11/15 11:03:09,0.01,219.43
732,POS消费,地点821,食堂,2013/11/15 11:45:15,5.6,211.82
732,POS消费,地点167,食堂,2013/11/15 17:56:42,4.6,207.22
732,POS消费,地点68,开水,2013/11/15 22:36:50,0.01,207.21
732,POS消费,地点167,食堂,2013/11/16 08:05:42,2.0,205.21
732,POS消费,地点279,食堂,2013/11/16 11:37:03,5.4,199.81
732,POS消费,地点279,食堂,2013/11/16 11:37:13,5.6,194.21
732,POS消费,地点279,食堂,2013/11/16 17:06:20,5.6,188.61
732,POS消费,地点68,开水,2013/11/17 00:20:13,0.01,188.6
732,POS消费,地点244,食堂,2013/11/17 11:15:35,4.6,184.0
732,POS消费,地点241,食堂,2013/11/17 17:37:43,4.6,179.4
732,POS消费,地点845,淋浴,2013/11/17 22:03:00,0.6,178.8
732,POS消费,地点21,开水,2013/11/18 08:10:30,2.0,176.8
732,POS消费,地点91,校车,2013/11/18 11:58:14,4.6,172.19
732,POS消费,地点207,开水,2013/11/18 12:17:31,0.01,176.79
732,POS消费,地点202,开水,2013/11/18 12:54:24,0.01,172.18
732,POS消费,地点820,食堂,2013/11/18 17:58:38,4.6,167.58
732,POS消费,地点21,开水,2013/11/19 08:09:56,2.0,165.58
732,POS消费,地点680,开水,2013/11/19 08:16:55,0.01,165.57
732,POS消费,地点279,食堂,2013/11/19 11:57:41,4.6,160.97
732,POS消费,地点779,开水,2013/11/19 12:12:42,0.01,160.96
732,POS消费,地点279,食堂,2013/11/19 17:30:42,4.6,156.36
732,POS消费,地点21,开水,2013/11/20 08:04:30,2.0,154.36
