9650,POS消费,地点78,其他,2013/09/01 07:10:12,1.1,124.45
9650,POS消费,地点91,校车,2013/09/05 12:03:29,5.4,89.87
9650,POS消费,地点65,食堂,2013/09/05 18:03:11,4.2,85.67
9650,POS消费,地点482,淋浴,2013/09/05 22:10:59,0.1,85.57
9650,POS消费,地点12,文印中心,2013/09/05 22:14:04,1.0,84.57
9650,POS消费,地点443,开水,2013/09/06 06:50:01,0.01,84.56
9650,POS消费,地点92,食堂,2013/09/06 07:12:57,1.1,83.46
9650,POS消费,地点91,校车,2013/09/06 11:24:14,4.6,78.86
9650,POS消费,地点443,开水,2013/09/06 12:07:15,0.01,78.85
9650,POS消费,地点204,食堂,2013/09/06 17:21:02,4.5,74.35
9650,POS消费,地点188,超市,2013/09/06 17:36:41,3.6,70.75
9650,POS消费,地点12,文印中心,2013/09/06 21:06:16,1.7,69.05
9650,POS消费,地点443,开水,2013/09/06 22:25:41,0.01,69.04
9650,POS消费,地点92,食堂,2013/09/07 08:29:29,2.6,66.44
9650,POS消费,地点91,校车,2013/09/07 11:30:06,5.5,60.94
9650,POS消费,地点443,开水,2013/09/07 14:12:02,0.01,60.93
9650,POS消费,地点443,开水,2013/09/08 08:36:21,0.01,60.92
9650,POS消费,地点443,开水,2013/09/08 09:00:36,0.01,60.91
9650,POS消费,地点350,淋浴,2013/09/08 11:16:05,1.8,59.11
9650,POS消费,地点443,开水,2013/09/08 11:23:53,0.01,59.1
9650,POS消费,地点232,食堂,2013/09/08 11:53:28,8.0,51.1
9650,POS消费,地点526,食堂,2013/09/08 20:12:50,3.0,48.1
9650,POS消费,地点21,开水,2013/09/09 07:05:07,3.8,44.3
9650,POS消费,地点92,食堂,2013/09/09 11:33:08,3.7,40.6
9650,POS消费,地点443,开水,2013/09/09 12:10:21,0.01,40.59
9650,POS消费,地点222,校车,2013/09/09 14:06:02,1.0,39.59
9650,POS消费,地点237,食堂,2013/09/09 17:17:42,1.2,38.39
9650,POS消费,地点21,开水,2013/09/09 17:18:08,1.5,36.89
9650,POS消费,地点12,文印中心,2013/09/09 21:33:48,1.0,35.89
9650,POS消费,地点443,开水,2013/09/10 06:47:57,0.01,35.88
9650,POS消费,地点124,食堂,2013/09/10 06:50:50,3.0,32.88
9650,POS消费,地点260,食堂,2013/09/10 11:36:01,1.2,31.68
9650,POS消费,地点242,食堂,2013/09/10 11:36:23,1.5,30.18
9650,POS消费,地点443,开水,2013/09/10 11:55:15,0.01,30.17
9650,POS消费,地点443,开水,2013/09/10 14:03:53,0.01,30.16
9650,POS消费,地点526,食堂,2013/09/10 18:49:54,1.6,28.56
9650,POS消费,地点406,开水,2013/09/10 23:08:21,0.16,28.4
9650,POS消费,地点443,开水,2013/09/11 06:48:08,0.01,28.39
9650,POS消费,地点21,开水,2013/09/11 07:00:07,1.1,27.29
9650,POS消费,地点524,淋浴,2013/09/11 08:27:11,1.0,26.29
9650,POS消费,地点184,食堂,2013/09/11 12:13:59,3.2,23.09
9650,POS消费,地点358,开水,2013/09/11 14:23:00,0.01,23.08
9650,POS消费,地点21,开水,2013/09/11 18:10:38,3.0,20.08
9650,POS消费,地点443,开水,2013/09/12 06:49:44,0.01,20.07
9650,POS消费,地点21,开水,2013/09/12 07:10:52,1.4,18.67
9650,POS消费,地点162,食堂,2013/09/12 12:07:13,5.2,13.47
9650,POS消费,地点246,食堂,2013/09/12 12:14:40,1.0,12.47
9650,POS消费,地点21,开水,2013/09/12 19:11:48,2.0,10.47
9650,POS消费,地点12,文印中心,2013/09/12 22:05:14,0.2,10.27
9650,POS消费,地点444,淋浴,2013/09/12 22:07:30,0.1,10.17
9650,POS消费,地点380,淋浴,2013/09/12 22:10:26,0.1,10.07
9650,POS消费,地点403,淋浴,2013/09/12 22:16:58,0.9,9.17
9650,POS消费,地点92,食堂,2013/09/13 07:11:19,2.2,6.97
9650,POS消费,地点193,食堂,2013/09/13 12:00:05,5.0,1.97
9650,POS消费,地点91,校车,2013/09/13 17:29:25,4.0,97.97
9650,卡充值,,,2013/09/13 17:35:03,100.0,101.97
9650,POS消费,地点524,淋浴,2013/09/13 18:41:07,1.4,96.57
9650,POS消费,地点443,开水,2013/09/13 19:05:15,0.01,96.56
9650,POS消费,地点443,开水,2013/09/13 19:58:45,0.01,96.55
9650,POS消费,地点443,开水,2013/09/14 08:06:56,0.01,96.54
9650,POS消费,地点124,食堂,2013/09/14 08:09:20,3.0,93.54
9650,POS消费,地点92,食堂,2013/09/14 08:30:47,0.8,92.74
9650,POS消费,地点103,食堂,2013/09/14 11:43:57,4.2,88.54
9650,POS消费,地点443,开水,2013/09/14 14:28:21,0.01,88.53
9650,POS消费,地点256,食堂,2013/09/14 17:47:38,8.0,80.53
9650,POS消费,地点352,淋浴,2013/09/15 08:08:35,1.1,79.43
9650,POS消费,地点443,开水,2013/09/15 08:19:55,0.01,79.42
9650,POS消费,地点184,食堂,2013/09/15 11:06:17,2.2,77.22
9650,POS消费,地点21,开水,2013/09/15 11:07:05,1.0,76.22
9650,POS消费,地点21,开水,2013/09/15 17:25:27,1.0,75.22
9650,POS消费,地点237,食堂,2013/09/15 17:27:18,1.0,74.22
9650,POS消费,地点21,开水,2013/09/15 17:40:32,3.5,70.72
9650,POS消费,地点103,食堂,2013/09/16 07:09:52,2.1,68.62
9650,POS消费,地点91,校车,2013/09/16 11:38:06,3.0,65.62
9650,POS消费,地点188,超市,2013/09/16 16:11:36,3.5,62.12
9650,POS消费,地点996,图书馆,2013/09/16 18:02:25,2.8,59.32
9650,POS消费,地点380,淋浴,2013/09/16 21:33:23,0.1,59.22
9650,POS消费,地点336,淋浴,2013/09/16 21:48:13,1.0,58.22
9650,POS消费,地点92,食堂,2013/09/17 07:07:03,2.6,55.62
9650,POS消费,地点443,开水,2013/09/17 10:41:22,0.01,55.61
9650,POS消费,地点91,校车,2013/09/17 18:24:10,3.0,52.61
9650,POS消费,地点27,教务处,2013/09/17 22:03:07,0.9,51.61
9650,POS消费,地点443,开水,2013/09/18 06:41:50,0.01,51.6
9650,POS消费,地点124,食堂,2013/09/18 06:49:08,3.0,48.6
9650,POS消费,地点21,开水,2013/09/18 12:12:22,3.0,45.6
9650,POS消费,地点57,食堂,2013/09/18 18:08:22,4.2,41.4
9650,POS消费,地点12,文印中心,2013/09/18 22:54:49,0.3,41.1
9650,POS消费,地点443,开水,2013/09/19 08:29:59,0.01,41.09
9650,POS消费,地点187,校车,2013/09/19 10:40:26,4.0,37.09
9650,POS消费,地点380,淋浴,2013/09/19 21:22:51,0.1,36.99
9650,POS消费,地点430,淋浴,2013/09/19 21:30:20,1.0,35.99
9650,POS消费,地点21,开水,2013/09/20 08:35:55,2.8,33.19
9650,POS消费,地点350,淋浴,2013/09/21 08:45:34,1.8,31.39
9650,POS消费,地点443,开水,2013/09/21 09:28:21,0.01,31.38
9650,POS消费,地点21,开水,2013/09/21 11:51:11,5.0,26.38
9650,POS消费,地点280,食堂,2013/09/21 11:53:32,2.1,24.28
9650,POS消费,地点118,食堂,2013/09/21 18:15:48,3.3,20.98
9650,POS消费,地点92,食堂,2013/09/22 07:07:22,1.9,19.08
9650,POS消费,地点193,食堂,2013/09/22 12:06:03,5.0,14.08
9650,POS消费,地点996,图书馆,2013/09/22 15:08:36,5.2,8.88
9650,POS消费,地点27,教务处,2013/09/22 22:04:50,0.1,8.68
9650,POS消费,地点337,淋浴,2013/09/22 22:05:26,0.1,8.58
9650,POS消费,地点503,淋浴,2013/09/22 22:13:37,0.8,7.78
9650,POS消费,地点21,开水,2013/09/23 07:08:14,2.3,5.48
9650,POS消费,地点21,开水,2013/09/23 11:18:28,0.8,1.68
9650,POS消费,地点91,校车,2013/09/23 11:18:44,3.0,2.48
9650,卡充值,,,2013/09/23 16:23:07,50.0,51.68
9650,POS消费,地点443,开水,2013/09/23 16:48:48,0.01,51.67
9650,POS消费,地点443,开水,2013/09/24 06:46:25,0.01,51.66
9650,POS消费,地点134,食堂,2013/09/24 07:04:52,0.6,50.56
9650,POS消费,地点92,食堂,2013/09/24 07:05:56,0.5,51.16
9650,POS消费,地点260,食堂,2013/09/24 11:45:33,1.2,49.36
9650,POS消费,地点242,食堂,2013/09/24 11:46:22,1.5,47.86
9650,POS消费,地点526,食堂,2013/09/24 14:09:16,3.3,44.56
9650,POS消费,地点21,开水,2013/09/24 18:29:14,5.2,39.36
9650,POS消费,地点350,淋浴,2013/09/24 19:08:39,1.1,38.26
9650,POS消费,地点431,开水,2013/09/25 06:46:52,0.02,38.24
9650,POS消费,地点21,开水,2013/09/25 07:02:01,0.9,37.34
9650,POS消费,地点134,食堂,2013/09/25 07:04:36,0.6,36.74
9650,POS消费,地点237,食堂,2013/09/25 12:08:16,2.2,34.54
9650,POS消费,地点118,食堂,2013/09/25 14:31:24,3.3,31.24
9650,POS消费,地点978,淋浴,2013/09/25 20:04:06,0.1,8.78
9650,POS消费,地点431,开水,2013/09/26 06:56:08,0.03,31.21
9650,POS消费,地点157,食堂,2013/09/26 07:12:20,0.6,28.81
9650,POS消费,地点92,食堂,2013/09/26 07:12:46,1.8,29.41
9650,POS消费,地点524,淋浴,2013/09/26 12:06:26,0.1,52.51
9650,POS消费,地点167,食堂,2013/09/26 12:07:03,2.7,26.11
9650,POS消费,地点91,校车,2013/09/26 17:29:55,3.0,23.11
9650,POS消费,地点352,淋浴,2013/09/26 19:31:03,1.4,21.71
9650,POS消费,地点89,食堂,2013/09/27 08:00:41,3.0,18.71
9650,POS消费,地点70,食堂,2013/09/27 08:13:11,2.0,16.71
9650,POS消费,地点124,食堂,2013/09/28 08:06:51,3.0,12.31
9650,POS消费,地点134,食堂,2013/09/28 08:26:46,0.6,11.71
9650,POS消费,地点21,开水,2013/09/28 12:03:30,5.0,6.71
9650,POS消费,地点280,食堂,2013/09/28 12:04:49,2.1,4.61
9650,POS消费,地点350,淋浴,2013/09/28 19:22:43,1.4,15.31
9650,POS消费,地点443,开水,2013/09/28 22:32:01,0.01,4.6
9650,POS消费,地点124,食堂,2013/09/29 06:52:01,3.0,1.6
9650,卡充值,,,2013/09/29 10:08:14,50.0,51.6
9650,POS消费,地点238,食堂,2013/09/29 10:52:29,5.0,46.6
9650,POS消费,地点211,校车,2013/09/29 11:21:05,1.0,40.1
9650,POS消费,地点83,食堂,2013/09/29 11:26:45,5.5,41.1
9650,POS消费,地点350,淋浴,2013/09/29 21:03:15,1.1,39.0
9650,POS消费,地点134,食堂,2013/09/30 07:07:26,0.6,36.4
9650,POS消费,地点92,食堂,2013/09/30 07:08:35,2.0,37.0
9650,POS消费,地点91,校车,2013/09/30 11:01:29,4.0,32.4
9650,POS消费,地点91,校车,2013/09/30 11:01:34,3.0,29.4
9650,POS消费,地点83,食堂,2013/09/30 16:29:22,3.3,26.1
9650,POS消费,地点350,淋浴,2013/09/30 20:54:32,1.2,24.9
9650,卡充值,,,2013/10/07 17:28:24,200.0,224.9
9650,POS消费,地点233,食堂,2013/10/07 17:36:04,4.2,220.7
9650,POS消费,地点26,图书馆,2013/10/07 17:56:18,18.7,202.0
9650,POS消费,地点358,开水,2013/10/07 22:18:37,0.01,201.99
9650,POS消费,地点92,食堂,2013/10/08 07:09:49,1.3,200.69
9650,POS消费,地点91,校车,2013/10/08 11:41:38,1.2,199.49
9650,POS消费,地点167,食堂,2013/10/08 11:51:52,2.5,196.99
9650,POS消费,地点996,图书馆,2013/10/08 14:03:31,4.5,192.49
9650,POS消费,地点21,开水,2013/10/08 18:19:34,4.2,188.29
9650,POS消费,地点12,文印中心,2013/10/08 21:39:45,1.0,187.29
9650,POS消费,地点431,开水,2013/10/08 22:03:39,0.01,187.27
9650,POS消费,地点355,开水,2013/10/08 22:05:10,0.01,187.28
9650,POS消费,地点124,食堂,2013/10/09 06:48:39,3.0,184.27
9650,POS消费,地点21,开水,2013/10/09 12:13:16,3.1,181.17
9650,POS消费,地点118,食堂,2013/10/09 16:03:01,1.5,179.67
9650,POS消费,地点526,食堂,2013/10/09 18:06:43,3.3,176.37
9650,POS消费,地点103,食堂,2013/10/10 07:08:29,2.0,174.37
9650,POS消费,地点134,食堂,2013/10/10 07:10:54,0.6,173.77
9650,POS消费,地点21,开水,2013/10/10 12:06:41,4.2,169.57
9650,POS消费,地点350,淋浴,2013/10/10 19:47:27,1.2,168.37
9650,POS消费,地点157,食堂,2013/10/11 07:19:43,0.6,165.77
9650,POS消费,地点92,食堂,2013/10/11 07:19:49,2.0,166.37
9650,POS消费,地点996,图书馆,2013/10/11 09:57:09,3.5,162.27
9650,POS消费,地点12,文印中心,2013/10/11 12:00:29,3.0,159.27
9650,POS消费,地点21,开水,2013/10/12 07:11:48,2.4,156.87
9650,POS消费,地点1036,食堂,2013/10/12 11:41:53,11.0,133.27
9650,POS消费,地点280,食堂,2013/10/12 11:42:27,12.6,144.27
9650,POS消费,地点526,食堂,2013/10/12 16:07:47,3.8,129.47
9650,POS消费,地点350,淋浴,2013/10/12 16:22:23,1.3,128.17
9650,POS消费,地点12,文印中心,2013/10/12 17:34:30,3.0,125.17
9650,POS消费,地点406,开水,2013/10/12 22:09:51,0.01,125.16
9650,POS消费,地点92,食堂,2013/10/13 08:05:46,2.0,123.16
9650,POS消费,地点21,开水,2013/10/13 08:06:24,0.6,122.56
9650,POS消费,地点21,开水,2013/10/13 11:32:18,8.1,114.46
9650,POS消费,地点358,开水,2013/10/13 12:10:52,0.01,114.45
9650,POS消费,地点83,食堂,2013/10/13 17:28:33,3.8,110.65
9650,POS消费,地点21,开水,2013/10/13 17:31:55,0.8,109.85
9650,POS消费,地点134,食堂,2013/10/14 07:58:17,0.6,107.25
9650,POS消费,地点92,食堂,2013/10/14 07:59:38,2.0,107.85
9650,POS消费,地点1036,食堂,2013/10/14 11:52:56,1.5,99.75
9650,POS消费,地点21,开水,2013/10/14 12:01:06,6.0,101.25
9650,POS消费,地点118,食堂,2013/10/14 14:08:07,6.0,93.75
9650,POS消费,地点350,淋浴,2013/10/14 16:53:06,1.7,92.05
9650,POS消费,地点21,开水,2013/10/14 18:09:20,1.5,90.55
9650,POS消费,地点260,食堂,2013/10/14 18:13:11,1.0,89.55
9650,POS消费,地点21,开水,2013/10/15 07:04:08,1.3,88.25
9650,POS消费,地点134,食堂,2013/10/15 07:06:41,0.6,87.65
9650,POS消费,地点91,校车,2013/10/15 11:27:16,5.5,82.15
9650,POS消费,地点59,食堂,2013/10/15 17:56:44,3.7,78.45
9650,POS消费,地点12,文印中心,2013/10/15 19:05:33,1.4,77.05
9650,POS消费,地点103,食堂,2013/10/16 07:06:14,1.6,75.45
9650,POS消费,地点157,食堂,2013/10/16 07:09:37,0.6,74.85
9650,POS消费,地点91,校车,2013/10/16 12:00:29,7.1,67.75
9650,POS消费,地点118,食堂,2013/10/16 15:23:26,2.0,65.75
9650,POS消费,地点21,开水,2013/10/16 17:58:28,2.7,63.05
9650,POS消费,地点118,食堂,2013/10/16 18:12:13,2.5,60.55
9650,POS消费,地点406,开水,2013/10/16 22:36:53,0.11,60.44
9650,POS消费,地点103,食堂,2013/10/17 07:08:29,2.0,58.44
9650,POS消费,地点157,食堂,2013/10/17 07:11:43,0.6,57.84
9650,POS消费,地点12,文印中心,2013/10/17 12:01:23,3.0,54.84
9650,POS消费,地点1360,淋浴,2013/10/17 12:53:08,1.3,53.54
9650,POS消费,地点57,食堂,2013/10/17 17:55:00,4.2,49.34
9650,POS消费,地点21,开水,2013/10/17 17:58:09,1.5,47.84
9650,POS消费,地点103,食堂,2013/10/18 07:47:11,2.0,45.84
9650,POS消费,地点157,食堂,2013/10/18 07:50:37,0.6,45.24
9650,POS消费,地点21,开水,2013/10/18 12:02:27,5.0,40.24
9650,POS消费,地点21,开水,2013/10/18 17:51:22,8.5,31.74
9650,POS消费,地点406,开水,2013/10/18 22:31:52,0.14,31.6
9650,POS消费,地点350,淋浴,2013/10/19 08:04:58,1.7,29.9
9650,POS消费,地点21,开水,2013/10/19 11:27:45,3.7,26.2
9650,POS消费,地点443,开水,2013/10/19 23:11:11,0.01,26.19
9650,POS消费,地点124,食堂,2013/10/20 08:26:34,3.0,23.19
9650,POS消费,地点230,食堂,2013/10/20 12:06:46,4.5,18.69
9650,POS消费,地点21,开水,2013/10/20 17:57:12,0.6,18.09
9650,POS消费,地点184,食堂,2013/10/20 17:57:23,1.0,17.09
9650,POS消费,地点381,淋浴,2013/10/20 18:55:41,1.6,15.49
9650,POS消费,地点103,食堂,2013/10/21 07:10:04,2.0,13.49
9650,POS消费,地点134,食堂,2013/10/21 07:12:22,0.6,12.89
9650,POS消费,地点277,食堂,2013/10/21 11:57:08,1.0,11.89
9650,POS消费,地点21,开水,2013/10/21 17:01:59,1.0,10.89
9650,POS消费,地点237,食堂,2013/10/21 17:04:16,1.0,9.89
9650,POS消费,地点443,开水,2013/10/21 22:39:43,0.01,9.88
9650,POS消费,地点21,开水,2013/10/22 07:09:35,1.3,8.58
9650,POS消费,地点134,食堂,2013/10/22 07:12:13,0.6,7.98
9650,卡充值,,,2013/10/22 10:03:01,50.0,57.98
9650,POS消费,地点91,校车,2013/10/22 11:19:51,5.5,52.48
9650,POS消费,地点1155,食堂,2013/10/22 14:19:04,3.0,49.48
9650,POS消费,地点21,开水,2013/10/22 18:09:30,2.7,46.78
9650,POS消费,地点350,淋浴,2013/10/22 22:24:22,0.9,45.88
9650,POS消费,地点124,食堂,2013/10/23 06:56:49,3.0,42.88
9650,POS消费,地点184,食堂,2013/10/23 12:19:00,3.2,39.68
9650,POS消费,地点277,食堂,2013/10/23 18:01:28,2.0,37.68
9650,POS消费,地点1036,食堂,2013/10/23 18:03:11,1.5,36.18
9650,POS消费,地点21,开水,2013/10/24 06:57:58,2.5,33.68
9650,POS消费,地点240,食堂,2013/10/24 06:59:23,0.5,33.18
9650,POS消费,地点277,食堂,2013/10/24 12:06:19,1.0,27.18
9650,POS消费,地点21,开水,2013/10/24 12:06:47,5.0,28.18
9650,POS消费,地点526,食堂,2013/10/24 14:09:38,3.7,23.48
9650,POS消费,地点350,淋浴,2013/10/24 16:43:05,1.7,21.78
9650,POS消费,地点103,食堂,2013/10/25 07:13:55,1.3,20.48
9650,POS消费,地点157,食堂,2013/10/25 07:17:12,0.6,19.88
9650,POS消费,地点193,食堂,2013/10/25 11:51:54,5.0,14.88
9650,POS消费,地点277,食堂,2013/10/25 11:53:56,1.0,13.88
9650,POS消费,地点269,食堂,2013/10/25 18:11:27,4.2,9.68
9650,POS消费,地点443,开水,2013/10/25 22:12:17,0.01,9.67
9650,POS消费,地点134,食堂,2013/10/26 08:38:46,0.6,7.07
9650,POS消费,地点92,食堂,2013/10/26 08:40:33,2.0,7.67
9650,卡充值,,,2013/10/26 08:41:55,100.0,107.07
9650,POS消费,地点21,开水,2013/10/26 11:35:30,8.6,98.47
9650,POS消费,地点350,淋浴,2013/10/26 12:58:31,2.4,96.07
9650,POS消费,地点26,图书馆,2013/10/26 18:23:19,3.5,92.57
9650,POS消费,地点443,开水,2013/10/26 21:41:38,0.01,92.56
9650,POS消费,地点124,食堂,2013/10/27 08:02:20,3.0,89.56
9650,POS消费,地点134,食堂,2013/10/27 08:20:54,0.6,88.96
9650,POS消费,地点996,图书馆,2013/10/27 09:16:59,1.0,87.96
9650,POS消费,地点1036,食堂,2013/10/27 11:46:31,2.0,85.96
9650,POS消费,地点1036,食堂,2013/10/27 11:46:40,0.8,85.16
9650,POS消费,地点277,食堂,2013/10/27 11:47:10,2.4,82.76
9650,POS消费,地点526,食堂,2013/10/27 12:22:33,3.8,78.96
9650,POS消费,地点21,开水,2013/10/27 17:46:03,1.0,77.96
9650,POS消费,地点184,食堂,2013/10/27 17:46:56,1.0,76.96
9650,POS消费,地点978,淋浴,2013/10/27 20:53:20,0.1,76.86
9650,POS消费,地点1360,淋浴,2013/10/27 20:54:26,0.2,76.66
9650,POS消费,地点338,淋浴,2013/10/27 20:55:46,0.1,76.56
9650,POS消费,地点337,淋浴,2013/10/27 21:13:24,1.2,75.36
9650,POS消费,地点103,食堂,2013/10/28 07:08:36,2.0,73.36
9650,POS消费,地点157,食堂,2013/10/28 07:11:58,0.6,72.76
9650,POS消费,地点193,食堂,2013/10/28 11:48:38,5.0,67.76
9650,POS消费,地点526,食堂,2013/10/28 16:06:43,6.0,61.76
9650,POS消费,地点443,开水,2013/10/28 22:41:59,0.01,61.75
9650,POS消费,地点406,开水,2013/10/29 06:51:04,0.03,61.72
9650,POS消费,地点157,食堂,2013/10/29 07:09:53,0.6,59.92
9650,POS消费,地点92,食堂,2013/10/29 07:10:26,1.2,60.52
9650,POS消费,地点796,开水,2013/10/29 08:03:37,0.02,59.9
9650,POS消费,地点184,食堂,2013/10/29 11:48:21,2.2,57.7
9650,POS消费,地点21,开水,2013/10/29 11:49:02,1.5,56.2
9650,POS消费,地点21,开水,2013/10/29 18:18:38,4.2,52.0
9650,POS消费,地点350,淋浴,2013/10/29 20:58:33,1.4,50.6
9650,POS消费,地点443,开水,2013/10/29 21:18:57,0.01,50.59
9650,POS消费,地点443,开水,2013/10/30 06:55:21,0.01,50.58
9650,POS消费,地点92,食堂,2013/10/30 07:14:31,1.7,48.88
9650,POS消费,地点57,食堂,2013/10/30 12:12:19,4.2,44.68
9650,POS消费,地点118,食堂,2013/10/30 19:13:11,3.8,40.88
9650,POS消费,地点443,开水,2013/10/30 22:36:10,0.01,40.87
9650,POS消费,地点124,食堂,2013/10/31 06:53:04,3.0,37.87
9650,POS消费,地点157,食堂,2013/10/31 07:14:02,0.6,37.27
9650,POS消费,地点1036,食堂,2013/10/31 12:03:38,1.5,35.77
9650,POS消费,地点247,食堂,2013/10/31 12:06:51,15.0,20.77
9650,POS消费,地点254,食堂,2013/10/31 18:05:59,11.5,9.27
9650,POS消费,地点280,食堂,2013/10/31 18:13:45,5.4,3.87
9650,POS消费,地点350,淋浴,2013/10/31 20:11:50,1.3,2.57
9650,卡充值,,,2013/11/01 08:40:56,100.0,102.57
9650,POS消费,地点103,食堂,2013/11/01 08:50:38,2.3,100.27
9650,POS消费,地点21,开水,2013/11/01 12:00:51,7.6,92.67
9650,POS消费,地点443,开水,2013/11/01 22:40:42,0.01,92.66
9650,POS消费,地点21,开水,2013/11/02 11:32:10,7.5,85.16
9650,POS消费,地点350,淋浴,2013/11/02 12:33:16,1.5,83.66
9650,POS消费,地点443,开水,2013/11/02 14:38:52,0.01,83.65
9650,POS消费,地点21,开水,2013/11/02 17:20:15,6.4,77.25
9650,POS消费,地点103,食堂,2013/11/03 08:30:44,2.0,75.25
9650,POS消费,地点157,食堂,2013/11/03 08:33:53,0.6,74.65
9650,POS消费,地点443,开水,2013/11/03 09:48:10,0.01,74.64
9650,POS消费,地点91,校车,2013/11/03 11:34:25,5.5,69.14
9650,POS消费,地点251,食堂,2013/11/03 17:44:34,1.5,65.96
9650,POS消费,地点21,开水,2013/11/03 17:44:50,0.88,68.26
9650,POS消费,地点21,开水,2013/11/03 17:44:53,0.8,67.46
9650,POS消费,地点212,图书馆,2013/11/03 19:12:08,2.7,63.26
9650,POS消费,地点358,开水,2013/11/03 22:23:41,0.01,63.25
9650,POS消费,地点124,食堂,2013/11/04 06:51:16,3.0,60.25
9650,POS消费,地点91,校车,2013/11/04 11:46:06,2.0,54.05
9650,POS消费,地点241,食堂,2013/11/04 11:49:09,4.2,56.05
9650,POS消费,地点443,开水,2013/11/04 12:17:40,0.01,54.04
9650,POS消费,地点21,开水,2013/11/04 17:14:26,5.6,48.44
9650,POS消费,地点188,超市,2013/11/04 17:44:46,2.9,45.54
9650,POS消费,地点350,淋浴,2013/11/04 20:07:51,1.9,43.64
9650,POS消费,地点443,开水,2013/11/04 20:18:29,0.01,43.63
9650,POS消费,地点134,食堂,2013/11/05 07:06:20,0.6,40.53
9650,POS消费,地点92,食堂,2013/11/05 07:08:00,2.5,41.13
9650,POS消费,地点443,开水,2013/11/05 10:54:47,0.01,40.52
9650,POS消费,地点91,校车,2013/11/05 11:17:09,5.5,35.02
9650,POS消费,地点443,开水,2013/11/05 13:56:26,0.01,35.01
9650,POS消费,地点192,超市,2013/11/05 14:05:43,3.7,31.31
9650,POS消费,地点192,超市,2013/11/05 14:05:55,0.9,30.41
9650,POS消费,地点21,开水,2013/11/05 18:06:24,4.0,26.41
9650,POS消费,地点443,开水,2013/11/05 22:10:28,0.01,26.4
9650,POS消费,地点358,开水,2013/11/05 22:39:05,0.01,26.39
9650,POS消费,地点92,食堂,2013/11/06 07:13:14,3.0,23.39
9650,POS消费,地点817,开水,2013/11/06 09:52:13,0.01,23.38
9650,POS消费,地点260,食堂,2013/11/06 12:11:01,1.2,22.18
9650,POS消费,地点21,开水,2013/11/06 12:11:07,1.5,20.68
9650,POS消费,地点350,淋浴,2013/11/06 12:52:45,1.5,19.18
9650,POS消费,地点21,开水,2013/11/06 18:00:01,4.0,15.18
9650,POS消费,地点406,开水,2013/11/06 22:32:53,0.15,15.03
9650,POS消费,地点134,食堂,2013/11/07 07:15:53,0.6,12.43
9650,POS消费,地点92,食堂,2013/11/07 07:17:33,2.0,13.03
9650,POS消费,地点905,开水,2013/11/07 07:59:06,0.01,12.42
9650,POS消费,地点1036,食堂,2013/11/07 12:03:59,1.5,10.92
9650,POS消费,地点277,食堂,2013/11/07 12:07:44,3.0,7.92
9650,POS消费,地点443,开水,2013/11/07 21:34:29,0.01,7.91
9650,POS消费,地点443,开水,2013/11/08 09:15:06,0.01,7.9
