16442,POS消费,地点78,其他,2013/09/04 11:55:01,0.3,44.7
16442,POS消费,地点326,洗衣房,2013/09/10 22:35:27,0.2,58.93
16442,POS消费,地点110,开水,2013/09/10 22:40:36,0.04,58.89
16442,POS消费,地点110,开水,2013/09/10 22:41:24,0.01,58.88
16442,POS消费,地点239,食堂,2013/09/11 11:58:21,5.0,52.08
16442,POS消费,地点21,开水,2013/09/11 11:58:24,1.8,57.08
16442,POS消费,地点242,食堂,2013/09/11 11:59:00,1.5,50.58
16442,POS消费,地点184,食堂,2013/09/11 12:00:40,2.0,48.58
16442,POS消费,地点825,淋浴,2013/09/11 17:23:36,0.2,48.38
16442,POS消费,地点203,食堂,2013/09/11 17:53:56,7.5,40.88
16442,POS消费,地点204,食堂,2013/09/11 17:54:35,5.5,35.38
16442,POS消费,地点91,校车,2013/09/11 17:55:24,1.5,33.88
16442,POS消费,地点269,食堂,2013/09/11 18:01:42,2.0,29.88
16442,POS消费,地点21,开水,2013/09/11 18:01:52,2.0,31.88
16442,POS消费,地点243,食堂,2013/09/11 18:14:08,0.8,29.08
16442,POS消费,地点105,食堂,2013/09/12 12:11:06,8.6,20.48
16442,POS消费,地点118,食堂,2013/09/12 15:05:38,8.7,11.78
16442,POS消费,地点825,淋浴,2013/09/12 19:21:33,0.3,11.48
16442,POS消费,地点118,食堂,2013/09/12 21:41:06,10.0,1.48
16442,POS消费,地点546,淋浴,2013/09/12 22:05:02,0.01,1.47
16442,卡充值,,,2013/09/13 12:04:54,100.0,101.47
16442,POS消费,地点21,开水,2013/09/13 12:12:35,3.6,97.87
16442,POS消费,地点21,开水,2013/09/13 12:12:55,1.0,96.87
16442,POS消费,地点239,食堂,2013/09/13 12:16:30,15.0,81.87
16442,POS消费,地点21,开水,2013/09/13 12:16:58,1.5,80.37
16442,POS消费,地点239,食堂,2013/09/13 12:17:01,12.7,67.67
16442,POS消费,地点251,食堂,2013/09/13 12:17:32,1.5,66.17
16442,POS消费,地点21,开水,2013/09/13 12:19:54,5.0,61.17
16442,POS消费,地点118,食堂,2013/09/13 12:45:32,18.0,43.17
16442,POS消费,地点825,淋浴,2013/09/13 12:52:25,0.2,42.97
16442,POS消费,地点203,食堂,2013/09/13 18:17:48,7.5,35.47
16442,POS消费,地点225,食堂,2013/09/13 18:20:19,4.0,31.47
16442,POS消费,地点204,食堂,2013/09/13 18:21:33,6.5,24.97
16442,POS消费,地点27,教务处,2013/09/13 18:46:15,1.0,23.97
16442,POS消费,地点118,食堂,2013/09/14 09:22:36,15.0,8.97
16442,POS消费,地点21,开水,2013/09/14 10:52:12,0.01,8.96
16442,POS消费,地点612,淋浴,2013/09/15 00:40:41,0.3,8.66
16442,POS消费,地点91,校车,2013/09/15 07:34:58,3.1,5.56
16442,POS消费,地点91,校车,2013/09/15 07:35:09,2.9,2.66
16442,POS消费,地点546,淋浴,2013/09/15 18:14:12,0.01,2.64
16442,POS消费,地点27,教务处,2013/09/15 18:15:11,0.6,2.04
16442,POS消费,地点546,淋浴,2013/09/15 18:17:35,0.01,2.65
16442,POS消费,地点326,洗衣房,2013/09/15 19:32:13,0.3,1.74
16442,POS消费,地点66,开水,2013/09/15 22:31:36,0.13,1.61
16442,POS消费,地点612,淋浴,2013/09/15 22:37:00,0.1,1.51
16442,卡充值,,,2013/09/16 10:01:40,100.0,101.51
16442,POS消费,地点171,食堂,2013/09/16 11:08:30,10.6,90.91
16442,POS消费,地点21,开水,2013/09/16 11:10:13,2.9,88.01
16442,POS消费,地点825,淋浴,2013/09/16 19:55:15,0.3,87.71
16442,POS消费,地点526,食堂,2013/09/17 09:19:34,5.0,82.71
16442,POS消费,地点182,食堂,2013/09/17 11:58:29,2.1,80.61
16442,POS消费,地点182,食堂,2013/09/17 11:58:36,4.0,76.61
16442,POS消费,地点138,开水,2013/09/17 14:36:46,0.03,76.58
16442,POS消费,地点825,淋浴,2013/09/17 19:11:55,0.3,76.28
16442,POS消费,地点213,食堂,2013/09/18 11:40:15,0.15,76.13
16442,POS消费,地点21,开水,2013/09/18 11:45:52,1.5,73.43
16442,POS消费,地点21,开水,2013/09/18 11:46:00,1.2,74.93
16442,POS消费,地点251,食堂,2013/09/18 11:48:22,1.5,71.93
16442,POS消费,地点239,食堂,2013/09/18 11:48:50,4.8,67.13
16442,POS消费,地点21,开水,2013/09/18 11:57:43,1.8,65.33
16442,POS消费,地点243,食堂,2013/09/18 12:03:51,2.9,62.43
16442,POS消费,地点21,开水,2013/09/18 18:40:12,5.8,56.63
16442,POS消费,地点21,开水,2013/09/18 18:41:39,2.9,53.73
16442,POS消费,地点256,食堂,2013/09/18 19:03:50,9.2,44.53
16442,POS消费,地点256,食堂,2013/09/18 19:04:27,4.5,40.03
16442,POS消费,地点612,淋浴,2013/09/18 19:53:16,0.6,39.43
16442,POS消费,地点21,开水,2013/09/18 22:58:58,0.01,39.42
16442,POS消费,地点825,淋浴,2013/09/19 19:11:59,0.2,39.22
16442,POS消费,地点612,淋浴,2013/09/19 20:40:07,1.2,38.02
16442,POS消费,地点21,开水,2013/09/19 21:30:48,0.01,38.01
16442,POS消费,地点21,开水,2013/09/20 12:27:31,0.01,38.0
16442,POS消费,地点27,教务处,2013/09/20 19:16:24,0.3,37.7
16442,POS消费,地点612,淋浴,2013/09/20 20:04:46,1.4,36.3
16442,POS消费,地点118,食堂,2013/09/20 22:11:36,21.0,15.3
16442,POS消费,地点825,淋浴,2013/09/21 18:44:57,0.8,14.5
16442,POS消费,地点825,淋浴,2013/09/21 18:58:48,0.2,14.3
16442,POS消费,地点612,淋浴,2013/09/21 23:05:15,0.3,14.0
16442,POS消费,地点21,开水,2013/09/22 08:49:07,0.01,13.99
16442,POS消费,地点825,淋浴,2013/09/22 19:08:00,0.2,13.79
16442,POS消费,地点612,淋浴,2013/09/22 19:52:16,1.2,12.59
16442,POS消费,地点326,洗衣房,2013/09/23 19:53:29,0.2,12.39
16442,POS消费,地点612,淋浴,2013/09/23 22:50:00,0.8,11.59
16442,POS消费,地点612,淋浴,2013/09/24 13:52:57,0.6,10.99
16442,POS消费,地点825,淋浴,2013/09/24 19:26:06,0.2,10.79
16442,POS消费,地点612,淋浴,2013/09/24 20:37:32,0.8,9.99
16442,POS消费,地点118,食堂,2013/09/24 21:26:43,6.0,3.99
16442,POS消费,地点612,淋浴,2013/09/25 10:21:48,0.7,3.29
16442,POS消费,地点326,洗衣房,2013/09/25 19:01:02,0.1,3.19
16442,POS消费,地点62,淋浴,2013/09/25 19:01:43,0.2,2.99
16442,POS消费,地点612,淋浴,2013/09/25 21:19:15,0.7,2.29
16442,POS消费,地点825,淋浴,2013/09/26 19:19:32,0.2,2.09
16442,POS消费,地点612,淋浴,2013/09/26 22:35:08,0.1,1.99
16442,POS消费,地点27,教务处,2013/09/26 22:35:50,0.8,1.19
16442,POS消费,地点27,教务处,2013/09/27 13:31:46,0.7,0.49
16442,POS消费,地点110,开水,2013/09/28 20:55:51,0.11,0.38
16442,POS消费,地点612,淋浴,2013/09/28 22:44:37,0.3,0.08
16442,卡充值,,,2013/12/01 13:25:09,40.0,40.08
16442,,,,2013/12/01 13:32:43,20.0,0.0
16442,,,,2013/12/01 13:33:32,20.0,0.0
16442,POS消费,地点21,开水,2013/12/01 13:33:36,3.8,16.28
16442,,,,2013/12/01 13:34:04,20.0,20.08
16442,POS消费,地点825,淋浴,2013/12/01 13:49:26,0.5,15.78
16442,POS消费,地点825,淋浴,2013/12/01 21:52:41,1.7,14.08
16442,POS消费,地点326,洗衣房,2013/12/01 22:23:42,0.2,13.88
16442,POS消费,地点612,淋浴,2013/12/02 22:53:38,0.1,13.78
16442,POS消费,地点326,洗衣房,2013/12/02 22:54:14,1.2,12.58
16442,POS消费,地点1181,洗衣房,2013/12/03 11:25:01,3.6,8.98
16442,POS消费,地点825,淋浴,2013/12/03 22:56:18,1.7,7.28
16442,POS消费,地点825,淋浴,2013/12/04 15:54:39,0.4,6.88
16442,POS消费,地点111,开水,2013/12/05 22:40:21,0.01,4.93
16442,POS消费,地点825,淋浴,2013/12/05 22:54:57,1.8,4.94
16442,POS消费,地点111,开水,2013/12/08 16:10:21,0.01,2.42
16442,POS消费,地点21,开水,2013/12/08 17:17:53,0.01,2.41
16442,POS消费,地点21,开水,2013/12/10 12:52:32,0.01,1.4
16442,卡充值,,,2013/12/10 18:36:32,100.0,101.4
16442,POS消费,地点203,食堂,2013/12/10 18:48:45,7.5,93.9
16442,POS消费,地点203,食堂,2013/12/10 18:53:05,7.5,86.4
16442,POS消费,地点593,淋浴,2013/12/10 22:31:42,0.1,86.3
16442,POS消费,地点546,淋浴,2013/12/11 14:10:25,0.14,6.74
16442,POS消费,地点825,淋浴,2013/12/11 14:11:12,0.3,4.63
16442,POS消费,地点825,淋浴,2013/12/11 14:11:26,1.0,3.63
16442,POS消费,地点825,淋浴,2013/12/11 14:13:10,0.7,2.93
16442,POS消费,地点825,淋浴,2013/12/11 14:14:44,0.5,2.43
16442,POS消费,地点612,淋浴,2013/12/11 14:15:27,1.0,1.41
16442,POS消费,地点822,食堂,2013/12/11 18:23:17,10.6,75.7
16442,POS消费,地点822,食堂,2013/12/11 18:23:32,2.0,73.7
16442,POS消费,地点822,食堂,2013/12/11 18:25:05,7.0,61.2
16442,POS消费,地点282,食堂,2013/12/11 18:25:06,5.5,68.2
16442,POS消费,地点88,食堂,2013/12/11 18:25:40,2.0,59.2
16442,POS消费,地点225,食堂,2013/12/11 18:25:55,1.5,57.7
16442,POS消费,地点283,食堂,2013/12/11 18:43:29,10.0,47.7
16442,POS消费,地点118,食堂,2013/12/11 19:34:54,6.0,41.7
16442,POS消费,地点118,食堂,2013/12/11 19:34:58,1.8,39.9
16442,POS消费,地点607,淋浴,2013/12/12 21:06:20,0.1,39.8
16442,POS消费,地点604,淋浴,2013/12/12 21:07:03,2.0,37.8
16442,POS消费,地点825,淋浴,2013/12/12 22:12:33,0.2,37.6
16442,POS消费,地点825,淋浴,2013/12/13 21:38:38,1.2,36.4
16442,POS消费,地点110,开水,2013/12/14 07:42:19,0.07,36.33
16442,POS消费,地点21,开水,2013/12/15 12:44:33,2.4,33.93
16442,POS消费,地点227,食堂,2013/12/15 12:45:18,5.0,28.93
16442,POS消费,地点825,淋浴,2013/12/15 22:08:37,0.3,28.63
16442,POS消费,地点604,淋浴,2013/12/15 22:19:14,1.6,27.03
16442,POS消费,地点246,食堂,2013/12/16 12:16:27,3.5,23.53
16442,POS消费,地点246,食堂,2013/12/16 12:17:10,2.4,21.13
16442,POS消费,地点263,食堂,2013/12/16 18:18:36,9.6,11.53
16442,POS消费,地点204,食堂,2013/12/16 18:28:05,1.0,10.53
16442,POS消费,地点307,食堂,2013/12/16 18:28:11,1.4,9.13
16442,POS消费,地点816,校车,2013/12/16 18:56:01,1.0,8.13
16442,POS消费,地点816,校车,2013/12/16 18:57:35,1.0,7.13
16442,POS消费,地点816,校车,2013/12/16 18:59:07,1.0,6.13
16442,POS消费,地点816,校车,2013/12/16 19:00:53,1.0,5.13
16442,POS消费,地点825,淋浴,2013/12/16 22:27:04,0.2,4.93
16442,POS消费,地点825,淋浴,2013/12/16 22:48:03,1.2,3.73
16442,POS消费,地点110,开水,2013/12/17 11:50:54,0.1,3.63
16442,POS消费,地点825,淋浴,2013/12/17 14:12:41,0.6,3.03
16442,POS消费,地点604,淋浴,2013/12/17 20:25:55,1.7,1.33
16442,POS消费,地点825,淋浴,2013/12/18 19:25:38,0.2,1.13
16442,POS消费,地点110,开水,2013/12/18 20:23:58,0.07,1.06
16442,POS消费,地点604,淋浴,2013/12/18 22:26:09,1.0,0.06
16442,卡充值,,,2013/12/19 17:11:03,30.0,30.06
16442,POS消费,地点825,淋浴,2013/12/20 14:41:37,0.2,29.86
16442,POS消费,地点1483,淋浴,2013/12/20 14:43:06,0.8,29.06
16442,POS消费,地点110,开水,2013/12/21 00:39:08,0.03,22.43
16442,POS消费,地点110,开水,2013/12/21 00:40:14,0.03,22.4
16442,POS消费,地点1200,洗衣房,2013/12/21 00:44:39,3.0,26.06
16442,POS消费,地点1160,洗衣房,2013/12/21 00:45:15,3.6,22.46
16442,POS消费,地点825,淋浴,2013/12/22 16:45:08,0.5,21.9
16442,POS消费,地点825,淋浴,2014/01/02 23:10:21,0.2,21.7
16442,POS消费,地点277,食堂,2014/01/03 12:39:49,4.0,17.7
16442,POS消费,地点21,开水,2014/01/03 12:43:51,3.0,14.7
16442,POS消费,地点247,食堂,2014/01/03 12:44:30,10.0,4.7
16442,POS消费,地点246,食堂,2014/01/05 17:50:15,3.5,1.2
16442,POS消费,地点526,食堂,2014/01/07 13:17:10,1.0,0.2
16442,POS消费,地点110,开水,2014/01/12 11:40:09,0.06,0.14
16442,POS消费,地点110,开水,2014/01/13 19:57:21,0.04,0.1
16442,卡充值,,,2014/01/14 15:48:51,30.0,30.1
16442,,,,2014/01/14 15:54:35,15.0,15.1
16442,POS消费,地点21,开水,2014/01/14 15:56:38,9.2,5.9
16442,POS消费,地点21,开水,2014/01/14 15:58:21,3.0,2.9
16442,POS消费,地点21,开水,2014/01/14 15:58:39,0.3,2.6
16442,POS消费,地点110,开水,2014/01/15 13:48:32,0.07,2.53
16442,POS消费,地点825,淋浴,2014/01/15 18:46:37,0.4,2.13
16442,卡充值,,,2014/01/16 14:55:26,200.0,202.13
16442,POS消费,地点192,超市,2014/01/16 15:02:38,23.6,178.53
16442,POS消费,地点192,超市,2014/01/16 15:03:47,3.0,175.53
16442,,,,2014/01/17 10:12:29,6.0,169.53
16442,POS消费,地点1448,校车,2014/01/17 10:41:25,1.0,168.53
16442,POS消费,地点1448,校车,2014/01/17 10:42:44,1.0,167.53
16442,POS消费,地点110,开水,2014/01/17 12:08:38,0.07,167.46
16442,POS消费,地点252,食堂,2014/02/23 11:54:06,9.0,158.46
16442,POS消费,地点21,开水,2014/02/23 11:55:06,3.5,154.96
16442,POS消费,地点110,开水,2014/02/23 20:02:46,0.05,154.91
16442,POS消费,地点138,开水,2014/02/23 20:18:35,0.01,154.9
16442,POS消费,地点138,开水,2014/02/23 21:27:51,0.01,154.88
16442,POS消费,地点825,淋浴,2014/02/23 22:05:54,0.2,154.67
16442,POS消费,地点138,开水,2014/02/23 22:10:29,0.01,154.89
16442,POS消费,地点138,开水,2014/02/23 22:10:31,0.01,154.87
16442,POS消费,地点546,淋浴,2014/02/23 22:54:39,0.13,154.54
16442,POS消费,地点1466,食堂,2014/02/24 11:05:12,8.6,145.94
16442,POS消费,地点217,食堂,2014/02/24 17:59:13,5.88,140.06
16442,POS消费,地点825,淋浴,2014/02/24 23:36:45,0.2,139.86
16442,POS消费,地点21,开水,2014/02/25 08:22:12,2.6,137.26
16442,POS消费,地点21,开水,2014/02/25 08:22:28,5.8,131.46
16442,POS消费,地点21,开水,2014/02/25 08:22:43,4.0,127.46
16442,POS消费,地点1471,食堂,2014/02/25 08:29:20,2.0,125.46
16442,POS消费,地点1471,食堂,2014/02/25 08:29:28,1.5,123.96
16442,POS消费,地点21,开水,2014/02/25 18:11:59,4.6,119.36
16442,POS消费,地点825,淋浴,2014/02/25 20:28:59,0.2,119.16
16442,POS消费,地点1471,食堂,2014/02/26 08:17:23,6.5,112.66
16442,POS消费,地点21,开水,2014/02/26 11:49:44,8.6,104.06
16442,POS消费,地点526,食堂,2014/02/26 15:17:27,12.0,92.06
16442,卡挂失,,,2014/02/26 16:10:54,0.0,0.0
16442,卡解挂,,,2014/02/26 18:14:11,0.0,0.0
16442,POS消费,地点21,开水,2014/02/26 18:18:40,9.6,82.46
16442,POS消费,地点110,开水,2014/02/26 23:22:25,0.02,82.44
16442,POS消费,地点138,开水,2014/02/27 11:39:12,0.01,82.43
16442,POS消费,地点21,开水,2014/02/27 12:08:12,8.6,73.83
16442,POS消费,地点21,开水,2014/02/27 17:59:35,8.6,65.23
16442,POS消费,地点825,淋浴,2014/02/27 18:41:31,0.3,64.93
16442,POS消费,地点1466,食堂,2014/03/01 11:31:28,6.6,58.33
16442,POS消费,地点240,食堂,2014/03/01 18:22:40,8.6,49.73
16442,POS消费,地点118,食堂,2014/03/01 18:34:30,3.7,46.03
16442,POS消费,地点111,开水,2014/03/01 19:40:20,0.01,46.02
16442,换卡,,,2014/03/02 09:17:51,0.0,0.0
16442,POS消费,地点825,淋浴,2014/03/03 23:12:59,0.3,45.72
16442,POS消费,地点825,淋浴,2014/03/05 19:40:40,0.3,45.42
16442,POS消费,地点1497,淋浴,2014/03/06 23:08:51,0.1,45.32
16442,POS消费,地点825,淋浴,2014/03/07 19:17:19,0.2,45.12
16442,POS消费,地点1497,淋浴,2014/03/13 19:22:02,0.2,44.92
16442,POS消费,地点546,淋浴,2014/03/14 00:14:47,0.02,44.9
16442,POS消费,地点138,开水,2014/03/14 10:09:14,0.01,44.89
16442,POS消费,地点546,淋浴,2014/03/15 21:30:51,0.06,44.83
16442,POS消费,地点546,淋浴,2014/03/16 20:17:22,0.16,44.17
16442,POS消费,地点825,淋浴,2014/03/16 20:27:05,0.5,44.33
16442,POS消费,地点1497,淋浴,2014/03/16 23:02:16,0.4,43.77
16442,POS消费,地点620,淋浴,2014/03/17 22:00:26,1.9,41.87
16442,POS消费,地点138,开水,2014/03/17 22:25:46,0.01,41.86
16442,POS消费,地点110,开水,2014/03/17 22:36:25,0.02,41.84
16442,POS消费,地点110,开水,2014/03/17 22:39:55,0.03,41.81
16442,POS消费,地点1497,淋浴,2014/03/17 23:17:59,0.3,41.51
16442,POS消费,地点110,开水,2014/03/17 23:20:35,0.01,41.5
16442,POS消费,地点118,食堂,2014/03/18 15:48:04,9.9,31.6
16442,POS消费,地点546,淋浴,2014/03/18 21:23:15,0.1,31.2
16442,POS消费,地点598,淋浴,2014/03/18 21:28:53,0.3,31.3
16442,POS消费,地点110,开水,2014/03/18 21:50:42,0.01,31.19
16442,POS消费,地点138,开水,2014/03/18 21:58:21,0.01,31.18
16442,POS消费,地点118,食堂,2014/03/19 15:49:51,15.2,15.98
16442,POS消费,地点526,食堂,2014/03/19 21:33:43,9.0,6.98
16442,POS消费,地点546,淋浴,2014/03/19 23:46:57,0.08,6.9
16442,POS消费,地点620,淋浴,2014/03/20 08:35:53,0.6,6.3
16442,POS消费,地点110,开水,2014/03/20 13:42:32,0.02,6.28
16442,POS消费,地点1497,淋浴,2014/03/20 23:18:21,0.4,5.88
16442,POS消费,地点546,淋浴,2014/03/20 23:47:22,0.07,5.81
16442,POS消费,地点996,图书馆,2014/03/21 09:21:24,0.8,5.01
16442,POS消费,地点110,开水,2014/03/25 09:00:24,0.02,4.99
16442,POS消费,地点110,开水,2014/03/25 23:54:02,0.02,4.97
16442,POS消费,地点825,淋浴,2014/03/26 09:34:34,0.2,4.77
16442,POS消费,地点546,淋浴,2014/03/27 05:53:27,0.03,4.74
16442,POS消费,地点138,开水,2014/03/27 19:10:12,0.01,4.73
16442,POS消费,地点546,淋浴,2014/03/27 19:41:40,0.09,4.64
16442,POS消费,地点825,淋浴,2014/03/27 19:43:31,0.2,4.44
16442,POS消费,地点110,开水,2014/03/28 09:25:34,0.03,4.41
16442,POS消费,地点546,淋浴,2014/03/28 21:38:45,0.07,4.34
16442,POS消费,地点546,淋浴,2014/03/29 23:20:27,0.04,4.3
16442,POS消费,地点110,开水,2014/03/30 11:21:39,0.06,4.24
16442,POS消费,地点546,淋浴,2014/03/31 22:45:01,0.01,4.23
16442,POS消费,地点825,淋浴,2014/03/31 22:46:36,1.4,2.83
16442,POS消费,地点825,淋浴,2014/03/31 23:21:47,0.2,2.63
16442,卡充值,,,2014/04/21 16:44:30,100.0,102.63
16442,POS消费,地点1497,淋浴,2014/04/21 18:30:53,0.4,102.23
16442,POS消费,地点247,食堂,2014/04/24 12:25:14,10.0,92.23
16442,POS消费,地点247,食堂,2014/04/24 12:25:22,10.0,82.23
16442,POS消费,地点254,食堂,2014/04/24 12:35:55,1.1,81.13
16442,POS消费,地点1160,洗衣房,2014/04/24 14:11:36,3.6,77.53
16442,POS消费,地点1497,淋浴,2014/04/24 19:12:41,0.3,77.23
16442,POS消费,地点526,食堂,2014/04/25 07:47:52,12.8,64.43
16442,POS消费,地点825,淋浴,2014/04/30 14:11:32,0.1,64.33
16442,POS消费,地点222,校车,2014/04/30 15:19:21,1.0,62.93
16442,POS消费,地点1497,淋浴,2014/05/02 11:57:47,0.4,63.93
16442,POS消费,地点825,淋浴,2014/05/04 18:42:55,0.1,62.83
16442,POS消费,地点825,淋浴,2014/05/04 19:01:33,0.1,62.68
16442,POS消费,地点546,淋浴,2014/05/04 19:41:01,0.05,62.78
16442,POS消费,地点21,开水,2014/05/04 22:41:05,11.4,51.18
16442,POS消费,地点1497,淋浴,2014/05/04 23:11:49,0.1,62.58
16442,POS消费,地点1497,淋浴,2014/05/05 23:14:14,0.3,50.88
16442,POS消费,地点1497,淋浴,2014/05/07 00:13:49,0.7,50.18
16442,POS消费,地点118,食堂,2014/05/07 15:18:26,6.5,43.68
16442,POS消费,地点1497,淋浴,2014/05/07 23:14:15,0.2,43.48
16442,POS消费,地点1160,洗衣房,2014/05/08 22:42:36,3.6,39.88
16442,POS消费,地点1497,淋浴,2014/05/09 21:13:20,0.2,39.68
16442,POS消费,地点546,淋浴,2014/05/09 22:03:54,0.02,39.66
16442,POS消费,地点21,开水,2014/05/11 10:29:02,10.8,28.86
16442,POS消费,地点1497,淋浴,2014/05/11 19:02:47,0.3,28.56
16442,POS消费,地点546,淋浴,2014/05/12 22:04:17,0.03,28.53
16442,POS消费,地点1497,淋浴,2014/05/13 19:33:10,0.2,28.33
16442,POS消费,地点1160,洗衣房,2014/05/16 21:11:27,3.6,24.4
16442,POS消费,地点1160,洗衣房,2014/05/20 21:33:55,3.6,20.3
16442,POS消费,地点6,淋浴,2014/05/20 23:59:30,0.9,19.4
16442,POS消费,地点546,淋浴,2014/05/21 15:59:37,0.01,28.31
16442,POS消费,地点546,淋浴,2014/05/21 15:59:37,0.01,28.3
16442,POS消费,地点1497,淋浴,2014/05/21 15:59:44,0.3,28.0
16442,POS消费,地点547,淋浴,2014/05/21 15:59:48,0.1,24.0
16442,POS消费,地点547,淋浴,2014/05/21 15:59:48,0.1,23.9
16442,POS消费,地点546,淋浴,2014/05/21 16:00:43,0.01,28.32
16442,POS消费,地点612,淋浴,2014/05/21 16:00:53,0.2,24.1
16442,POS消费,地点825,淋浴,2014/05/21 16:00:56,0.1,24.3
16442,POS消费,地点546,淋浴,2014/05/22 08:24:35,0.01,19.39
16442,POS消费,地点612,淋浴,2014/05/22 08:24:53,0.1,19.29
16442,POS消费,地点1497,淋浴,2014/05/22 08:41:44,0.3,18.99
16442,POS消费,地点612,淋浴,2014/05/23 09:10:15,0.1,18.89
16442,POS消费,地点825,淋浴,2014/05/23 09:10:19,0.1,18.79
16442,POS消费,地点62,淋浴,2014/05/23 09:11:34,0.4,18.39
16442,POS消费,地点1497,淋浴,2014/05/23 19:36:11,0.2,18.09
16442,POS消费,地点825,淋浴,2014/05/23 19:39:00,0.1,18.29
16442,POS消费,地点1497,淋浴,2014/05/26 12:19:17,1.7,16.39
16442,POS消费,地点620,淋浴,2014/05/26 23:49:19,0.1,12.69
16442,POS消费,地点1160,洗衣房,2014/05/27 00:01:13,3.6,12.79
16442,POS消费,地点62,淋浴,2014/05/27 00:07:59,0.3,12.39
16442,POS消费,地点1497,淋浴,2014/05/27 00:22:59,1.5,10.89
16442,POS消费,地点1497,淋浴,2014/05/27 19:19:06,0.2,10.69
16442,POS消费,地点62,淋浴,2014/05/29 09:01:16,0.2,10.39
16442,卡充值,,,2014/05/29 18:00:38,100.0,110.39
16442,POS消费,地点188,超市,2014/05/29 22:25:48,20.1,90.27
16442,POS消费,地点110,开水,2014/05/29 22:51:03,0.02,110.37
16442,POS消费,地点62,淋浴,2014/05/31 07:28:51,0.2,90.07
16442,POS消费,地点1160,洗衣房,2014/05/31 07:30:22,3.6,86.27
16442,POS消费,地点1497,淋浴,2014/05/31 07:31:15,0.2,89.87
16442,POS消费,地点1181,洗衣房,2014/06/03 18:44:24,3.6,82.67
16442,POS消费,地点1497,淋浴,2014/06/03 18:56:20,0.2,82.47
16442,卡挂失,,,2014/06/04 10:48:08,0.0,0.0
16442,POS消费,地点825,淋浴,2014/06/10 15:16:54,0.1,10.59
16442,POS消费,地点62,淋浴,2014/06/10 19:18:30,0.2,82.27
16442,POS消费,地点1497,淋浴,2014/06/11 19:21:20,0.3,81.97
16442,POS消费,地点825,淋浴,2014/06/13 21:45:25,0.1,81.87
16442,POS消费,地点62,淋浴,2014/06/13 21:49:59,0.5,81.37
16442,卡解挂,,,2014/06/13 21:55:01,0.0,0.0
16442,POS消费,地点1160,洗衣房,2014/06/13 23:09:54,3.6,77.77
16442,POS消费,地点26,图书馆,2014/06/15 21:17:34,39.4,38.37
16442,POS消费,地点1497,淋浴,2014/06/16 00:20:01,0.4,37.97
16442,POS消费,地点62,淋浴,2014/06/17 21:24:41,0.1,37.87
16442,POS消费,地点62,淋浴,2014/06/17 21:24:42,0.1,37.77
16442,POS消费,地点825,淋浴,2014/06/17 21:26:28,0.1,37.67
