7083,POS消费,地点1098,文印中心,2014/09/01 10:57:14,0.2,88.87
7083,POS消费,地点840,食堂,2014/09/25 07:33:43,3.0,225.75
7083,POS消费,地点210,校车,2014/09/25 08:10:35,4.0,221.75
7083,POS消费,地点1269,校车,2014/09/25 12:42:18,2.0,219.75
7083,POS消费,地点21,开水,2014/09/25 16:37:00,4.6,215.15
7083,POS消费,地点91,校车,2014/09/25 16:37:59,4.8,210.35
7083,POS消费,地点21,开水,2014/09/25 16:50:55,4.0,206.35
7083,POS消费,地点529,校车,2014/09/26 10:13:23,4.0,202.35
7083,POS消费,地点271,校医院,2014/09/26 17:39:21,15.5,186.85
7083,POS消费,地点1215,校车,2014/09/27 15:30:24,2.0,184.85
7083,POS消费,地点247,食堂,2014/09/27 17:02:55,10.0,174.85
7083,POS消费,地点256,食堂,2014/09/27 17:03:28,9.8,165.05
7083,POS消费,地点248,超市,2014/09/28 10:59:02,4.0,161.05
7083,POS消费,地点248,超市,2014/09/28 10:59:10,4.6,160.45
7083,POS消费,地点91,校车,2014/09/28 11:00:10,3.0,157.45
7083,POS消费,地点21,开水,2014/09/28 11:00:52,1.36,156.09
7083,POS消费,地点21,开水,2014/09/28 11:15:31,4.3,151.79
7083,POS消费,地点232,食堂,2014/09/28 16:38:18,2.1,149.69
7083,POS消费,地点91,校车,2014/09/28 16:39:18,3.9,145.79
7083,POS消费,地点21,开水,2014/09/28 16:40:14,1.6,144.19
7083,POS消费,地点21,开水,2014/09/28 16:50:40,4.0,140.19
7083,POS消费,地点652,淋浴,2014/09/28 18:26:50,1.5,138.69
7083,,,,2014/09/29 14:11:31,40.0,98.69
7083,POS消费,地点304,超市,2014/09/29 14:13:18,10.0,88.69
7083,POS消费,地点21,开水,2014/09/29 16:36:15,2.9,85.79
7083,POS消费,地点91,校车,2014/09/29 16:37:02,4.4,81.39
7083,POS消费,地点21,开水,2014/09/29 16:37:45,1.36,80.03
7083,POS消费,地点238,食堂,2014/09/30 11:56:19,10.0,70.03
7083,POS消费,地点238,食堂,2014/09/30 11:56:30,10.0,60.03
7083,POS消费,地点238,食堂,2014/09/30 17:54:15,10.0,50.03
7083,POS消费,地点238,食堂,2014/09/30 17:54:21,10.0,40.03
7083,POS消费,地点91,校车,2014/10/01 16:58:10,4.6,35.43
7083,POS消费,地点91,校车,2014/10/01 16:58:31,1.5,33.93
7083,POS消费,地点21,开水,2014/10/01 17:15:07,4.0,29.93
7083,POS消费,地点232,食堂,2014/10/02 10:42:25,7.1,22.83
7083,POS消费,地点91,校车,2014/10/02 16:47:16,5.6,17.23
7083,POS消费,地点91,校车,2014/10/02 16:47:29,1.5,15.73
7083,POS消费,地点21,开水,2014/10/02 16:57:07,2.8,12.93
7083,POS消费,地点21,开水,2014/10/03 10:54:44,1.8,10.63
7083,POS消费,地点91,校车,2014/10/03 10:55:24,4.9,5.73
7083,POS消费,地点652,淋浴,2014/10/03 11:07:12,0.5,12.43
7083,卡充值,,,2014/10/03 11:14:44,400.0,405.73
7083,POS消费,地点652,淋浴,2014/10/03 15:02:53,1.2,404.53
7083,POS消费,地点91,校车,2014/10/03 16:51:46,6.1,398.43
7083,POS消费,地点91,校车,2014/10/03 16:52:39,1.0,397.43
7083,POS消费,地点91,校车,2014/10/03 16:52:43,0.5,396.93
7083,POS消费,地点91,校车,2014/10/05 10:52:31,2.1,394.83
7083,POS消费,地点91,校车,2014/10/05 10:53:15,5.7,389.13
7083,POS消费,地点21,开水,2014/10/05 11:01:16,1.0,388.13
7083,POS消费,地点103,食堂,2014/10/06 07:36:03,3.8,384.33
7083,POS消费,地点1356,淋浴,2014/10/07 23:57:09,0.8,383.53
7083,POS消费,地点258,食堂,2014/10/08 11:55:05,1.0,382.53
7083,POS消费,地点247,食堂,2014/10/08 11:56:50,10.0,372.53
7083,POS消费,地点845,淋浴,2014/10/08 14:59:10,1.7,370.83
7083,POS消费,地点232,食堂,2014/10/08 16:40:49,1.5,363.73
7083,POS消费,地点91,校车,2014/10/08 16:40:56,5.6,365.23
7083,POS消费,地点21,开水,2014/10/08 16:41:53,1.2,362.53
7083,POS消费,地点21,开水,2014/10/08 16:53:17,3.0,359.53
7083,POS消费,地点91,校车,2014/10/09 11:04:51,5.0,354.53
7083,POS消费,地点6,淋浴,2014/10/09 11:06:21,1.5,353.03
7083,POS消费,地点21,开水,2014/10/09 11:07:55,1.12,351.91
7083,POS消费,地点91,校车,2014/10/09 16:37:14,5.6,346.31
7083,POS消费,地点21,开水,2014/10/09 16:40:23,1.5,344.81
7083,POS消费,地点21,开水,2014/10/09 16:53:55,4.2,340.61
7083,POS消费,地点91,校车,2014/10/10 11:45:08,10.6,330.01
7083,POS消费,地点256,食堂,2014/10/11 11:53:55,10.0,320.01
7083,POS消费,地点1961,超市,2014/10/11 19:34:03,11.5,308.51
7083,POS消费,地点1961,超市,2014/10/11 19:34:18,0.3,308.21
7083,POS消费,地点1997,食堂,2014/10/12 11:29:29,7.6,300.61
7083,POS消费,地点248,超市,2014/10/12 16:51:30,4.6,296.01
7083,POS消费,地点248,超市,2014/10/12 16:51:55,1.5,294.51
7083,POS消费,地点21,开水,2014/10/12 17:02:17,1.8,292.71
7083,POS消费,地点652,淋浴,2014/10/12 22:39:34,1.7,291.01
7083,POS消费,地点232,食堂,2014/10/13 10:52:05,5.6,285.41
7083,POS消费,地点232,食堂,2014/10/13 10:52:24,1.5,283.91
7083,POS消费,地点21,开水,2014/10/13 11:04:19,2.8,281.11
7083,POS消费,地点21,开水,2014/10/13 16:37:22,4.0,271.51
7083,POS消费,地点91,校车,2014/10/13 16:37:57,5.6,275.51
7083,POS消费,地点21,开水,2014/10/13 16:49:25,1.8,269.71
7083,POS消费,地点21,开水,2014/10/14 09:44:57,1.8,267.91
7083,POS消费,地点238,食堂,2014/10/14 11:53:17,7.0,260.91
7083,POS消费,地点256,食堂,2014/10/14 17:53:59,10.0,250.91
7083,POS消费,地点21,开水,2014/10/14 17:58:36,1.8,249.11
7083,POS消费,地点167,食堂,2014/10/15 07:55:02,3.8,245.31
7083,POS消费,地点238,食堂,2014/10/15 12:00:02,10.0,235.31
7083,POS消费,地点21,开水,2014/10/15 12:03:17,1.8,233.51
7083,POS消费,地点248,超市,2014/10/15 16:46:30,5.6,227.91
7083,POS消费,地点232,食堂,2014/10/15 16:46:45,1.5,226.41
7083,POS消费,地点21,开水,2014/10/15 17:00:39,1.8,224.61
7083,POS消费,地点840,食堂,2014/10/16 08:28:51,1.0,223.61
7083,POS消费,地点840,食堂,2014/10/16 08:28:56,3.0,220.61
7083,POS消费,地点232,食堂,2014/10/16 11:12:32,8.4,212.21
7083,POS消费,地点232,食堂,2014/10/16 11:12:39,5.4,215.21
7083,POS消费,地点21,开水,2014/10/16 11:23:37,1.0,214.21
7083,POS消费,地点91,校车,2014/10/16 16:49:42,5.3,208.91
7083,POS消费,地点91,校车,2014/10/16 16:50:59,3.0,205.91
7083,POS消费,地点21,开水,2014/10/16 17:00:32,1.8,204.11
7083,POS消费,地点213,食堂,2014/10/16 17:17:56,0.15,203.96
7083,POS消费,地点2031,食堂,2014/10/17 08:09:13,5.8,198.16
7083,POS消费,地点238,食堂,2014/10/17 11:51:20,10.0,188.16
7083,POS消费,地点21,开水,2014/10/17 17:05:37,4.6,183.56
7083,POS消费,地点91,校车,2014/10/17 17:06:30,4.4,179.16
7083,POS消费,地点21,开水,2014/10/17 17:15:28,2.8,176.36
7083,POS消费,地点652,淋浴,2014/10/18 11:58:11,1.9,174.46
7083,POS消费,地点195,超市,2014/10/18 18:44:18,28.7,145.76
7083,POS消费,地点91,校车,2014/10/19 17:22:59,5.6,140.16
7083,POS消费,地点21,开水,2014/10/19 17:23:33,4.0,136.16
7083,POS消费,地点21,开水,2014/10/19 17:35:20,4.8,131.36
7083,POS消费,地点232,食堂,2014/10/20 10:37:09,5.6,125.76
7083,POS消费,地点91,校车,2014/10/20 10:38:01,4.8,120.96
7083,POS消费,地点21,开水,2014/10/20 10:50:33,1.0,119.96
7083,POS消费,地点91,校车,2014/10/20 16:43:21,6.1,113.86
7083,POS消费,地点91,校车,2014/10/20 16:44:25,5.0,108.86
7083,POS消费,地点21,开水,2014/10/20 16:45:23,1.04,107.82
7083,POS消费,地点21,开水,2014/10/20 17:00:02,1.8,106.02
7083,卡挂失,,,2014/10/21 10:02:32,0.0,0.0
7083,卡片开户,,,2014/10/21 16:13:51,100.0,85.0
7083,更新卡信息,,,2014/10/21 16:14:05,0.0,0.0
7083,换卡,,,2014/10/21 16:20:06,0.0,0.0
7083,更新卡信息,,,2014/10/21 16:20:14,0.0,0.0
7083,更新卡信息,,,2014/10/21 16:20:27,0.0,0.0
7083,POS消费,地点91,校车,2014/10/22 16:51:51,5.6,79.4
7083,POS消费,地点91,校车,2014/10/22 16:52:57,5.7,73.7
7083,POS消费,地点21,开水,2014/10/22 16:53:33,1.12,72.58
7083,POS消费,地点21,开水,2014/10/22 17:05:10,1.8,70.78
7083,POS消费,地点652,淋浴,2014/10/23 10:23:33,1.0,69.78
7083,POS消费,地点91,校车,2014/10/23 11:00:18,3.2,66.58
7083,POS消费,地点91,校车,2014/10/23 11:02:15,4.7,61.88
7083,POS消费,地点21,开水,2014/10/23 11:13:10,1.0,60.88
7083,POS消费,地点21,开水,2014/10/23 16:59:35,4.6,56.28
7083,POS消费,地点91,校车,2014/10/23 17:01:07,5.2,51.08
7083,POS消费,地点21,开水,2014/10/23 17:11:50,1.8,49.28
7083,POS消费,地点167,食堂,2014/10/24 07:42:40,5.8,43.48
7083,POS消费,地点238,食堂,2014/10/24 11:50:48,10.0,33.48
7083,POS消费,地点841,食堂,2014/10/24 11:56:25,1.8,31.68
7083,POS消费,地点91,校车,2014/10/24 17:16:00,5.4,26.28
7083,POS消费,地点6,淋浴,2014/10/24 17:16:46,1.5,24.78
7083,POS消费,地点21,开水,2014/10/24 17:25:01,1.8,22.98
7083,POS消费,地点21,开水,2014/10/25 11:35:10,1.8,21.18
7083,POS消费,地点91,校车,2014/10/25 11:36:25,4.8,16.38
7083,卡片销户,,,2014/10/26 14:27:22,16.38,0.0
7083,卡补办,,,2014/10/26 14:28:58,31.38,122.4
7083,更新卡信息,,,2014/10/26 14:29:20,0.0,0.0
7083,POS消费,地点91,校车,2014/10/26 17:06:22,2.1,120.3
7083,POS消费,地点91,校车,2014/10/26 17:07:10,5.2,115.1
7083,POS消费,地点91,校车,2014/10/27 10:55:16,2.6,112.5
7083,POS消费,地点91,校车,2014/10/27 10:56:08,4.1,108.4
7083,POS消费,地点37,淋浴,2014/10/27 15:13:37,2.2,106.2
7083,POS消费,地点91,校车,2014/10/27 16:51:53,5.0,101.2
7083,POS消费,地点91,校车,2014/10/27 16:52:41,2.0,99.2
7083,POS消费,地点21,开水,2014/10/27 17:02:37,1.8,97.4
7083,POS消费,地点21,开水,2014/10/28 09:50:05,1.8,95.6
7083,POS消费,地点247,食堂,2014/10/28 17:53:26,10.0,85.6
7083,POS消费,地点21,开水,2014/10/28 18:16:44,1.8,83.8
7083,POS消费,地点167,食堂,2014/10/29 07:47:20,5.8,78.0
7083,POS消费,地点167,食堂,2014/10/29 07:47:28,3.0,75.0
7083,POS消费,地点247,食堂,2014/10/29 11:56:04,10.0,65.0
7083,POS消费,地点21,开水,2014/10/29 12:15:23,1.8,63.2
7083,POS消费,地点91,校车,2014/10/29 16:54:45,5.3,57.9
7083,POS消费,地点21,开水,2014/10/29 16:55:12,1.5,56.4
7083,POS消费,地点248,超市,2014/10/29 16:56:02,5.6,50.8
7083,POS消费,地点232,食堂,2014/10/29 16:56:36,1.5,49.3
7083,POS消费,地点21,开水,2014/10/29 16:57:56,1.04,48.26
7083,POS消费,地点91,校车,2014/10/30 11:23:57,4.6,43.66
7083,POS消费,地点232,食堂,2014/10/30 11:24:21,1.5,42.16
7083,POS消费,地点21,开水,2014/10/30 16:53:52,2.6,39.56
7083,POS消费,地点21,开水,2014/10/30 16:54:04,2.0,37.56
7083,POS消费,地点21,开水,2014/10/30 17:07:00,1.8,35.76
7083,POS消费,地点167,食堂,2014/10/31 07:52:37,5.8,29.96
7083,POS消费,地点248,超市,2014/10/31 11:59:42,4.6,25.36
7083,POS消费,地点232,食堂,2014/10/31 17:04:48,4.6,20.76
7083,POS消费,地点21,开水,2014/10/31 17:05:04,2.0,18.76
7083,POS消费,地点232,食堂,2014/11/01 10:59:59,3.6,15.16
7083,POS消费,地点91,校车,2014/11/01 11:00:15,2.0,13.16
7083,卡充值,,,2014/11/01 11:35:40,200.0,213.16
7083,POS消费,地点21,开水,2014/11/01 16:58:53,5.6,207.56
7083,POS消费,地点91,校车,2014/11/01 16:59:19,1.5,206.06
7083,POS消费,地点37,淋浴,2014/11/02 16:02:46,2.2,203.86
7083,POS消费,地点21,开水,2014/11/02 16:53:21,5.6,198.26
7083,POS消费,地点21,开水,2014/11/02 16:53:42,2.0,196.26
7083,POS消费,地点248,超市,2014/11/03 10:53:33,5.6,190.66
7083,POS消费,地点21,开水,2014/11/03 10:54:07,3.0,187.66
7083,POS消费,地点91,校车,2014/11/03 16:52:32,5.6,182.06
7083,POS消费,地点91,校车,2014/11/03 16:53:22,5.4,176.66
7083,POS消费,地点91,校车,2014/11/04 16:55:32,5.6,171.06
7083,POS消费,地点91,校车,2014/11/04 16:56:18,4.8,166.26
7083,POS消费,地点217,食堂,2014/11/05 11:52:53,7.0,159.26
7083,POS消费,地点91,校车,2014/11/05 17:20:22,5.6,153.66
7083,POS消费,地点91,校车,2014/11/05 17:21:04,1.5,152.16
7083,POS消费,地点21,开水,2014/11/06 10:51:44,4.6,147.56
7083,POS消费,地点91,校车,2014/11/06 10:53:03,6.3,141.26
7083,POS消费,地点190,超市,2014/11/06 21:14:53,3.9,137.36
7083,POS消费,地点167,食堂,2014/11/07 08:01:12,5.8,131.56
7083,POS消费,地点37,淋浴,2014/11/07 16:14:04,1.8,129.76
7083,POS消费,地点21,开水,2014/11/07 16:54:47,4.6,125.16
7083,POS消费,地点91,校车,2014/11/07 16:58:28,3.7,121.46
7083,POS消费,地点91,校车,2014/11/08 11:06:13,4.0,117.46
7083,POS消费,地点91,校车,2014/11/08 11:06:20,1.0,116.46
7083,POS消费,地点21,开水,2014/11/08 11:07:51,1.2,115.26
7083,POS消费,地点21,开水,2014/11/08 17:00:35,5.6,109.66
7083,POS消费,地点248,超市,2014/11/08 17:00:56,4.0,105.66
7083,POS消费,地点232,食堂,2014/11/09 17:01:51,5.6,100.06
7083,POS消费,地点91,校车,2014/11/09 17:02:49,4.6,95.46
7083,POS消费,地点91,校车,2014/11/09 17:05:11,0.2,95.26
7083,POS消费,地点21,开水,2014/11/09 17:15:55,1.8,93.46
7083,POS消费,地点91,校车,2014/11/10 11:00:25,6.0,87.46
7083,POS消费,地点232,食堂,2014/11/10 16:59:00,10.3,77.16
7083,POS消费,地点190,超市,2014/11/11 11:57:47,4.3,72.86
7083,POS消费,地点91,校车,2014/11/11 17:08:41,4.5,68.36
7083,POS消费,地点248,超市,2014/11/11 17:10:09,4.0,64.36
7083,POS消费,地点21,开水,2014/11/11 17:20:48,4.8,59.56
7083,POS消费,地点21,开水,2014/11/12 12:28:48,9.0,50.56
7083,POS消费,地点91,校车,2014/11/12 17:22:06,6.0,44.56
7083,POS消费,地点91,校车,2014/11/13 11:07:55,5.6,38.96
7083,POS消费,地点91,校车,2014/11/13 11:08:55,4.3,34.66
7083,POS消费,地点167,食堂,2014/11/13 16:55:31,4.0,24.06
7083,POS消费,地点1368,食堂,2014/11/13 17:02:05,6.6,28.06
7083,POS消费,地点841,食堂,2014/11/13 17:16:13,1.0,23.06
7083,POS消费,地点190,超市,2014/11/14 12:05:15,8.6,14.46
7083,POS消费,地点190,超市,2014/11/14 22:08:44,1.9,12.56
7083,POS消费,地点37,淋浴,2014/11/15 13:26:24,1.8,10.76
7083,卡充值,,,2014/11/17 17:06:32,200.0,210.76
7083,POS消费,地点248,超市,2014/11/17 17:07:18,5.6,205.16
7083,POS消费,地点21,开水,2014/11/17 17:07:49,2.5,202.66
7083,POS消费,地点1155,食堂,2014/11/17 19:44:03,2.5,200.16
7083,POS消费,地点91,校车,2014/11/18 17:02:30,4.0,196.16
7083,POS消费,地点21,开水,2014/11/18 17:09:19,1.2,194.96
7083,POS消费,地点21,开水,2014/11/18 17:24:51,2.53,192.43
7083,POS消费,地点91,校车,2014/11/19 17:12:13,7.0,185.43
7083,POS消费,地点21,开水,2014/11/19 17:23:59,6.1,179.33
7083,POS消费,地点91,校车,2014/11/20 11:04:03,6.0,173.33
7083,POS消费,地点21,开水,2014/11/20 11:17:25,1.0,172.33
7083,POS消费,地点91,校车,2014/11/20 17:03:42,5.6,166.73
7083,POS消费,地点91,校车,2014/11/20 17:04:07,4.5,162.23
7083,POS消费,地点2043,食堂,2014/11/21 08:40:20,3.7,152.73
7083,POS消费,地点2031,食堂,2014/11/21 08:44:13,5.8,156.43
7083,POS消费,地点91,校车,2014/11/21 17:16:44,6.0,146.73
7083,POS消费,地点91,校车,2014/11/22 17:21:12,6.0,140.73
7083,POS消费,地点21,开水,2014/11/22 17:39:11,1.8,138.93
7083,POS消费,地点37,淋浴,2014/11/22 23:30:32,1.5,137.43
7083,POS消费,地点21,开水,2014/11/23 10:55:07,5.6,131.83
7083,POS消费,地点91,校车,2014/11/23 10:55:44,3.2,128.63
7083,POS消费,地点21,开水,2014/11/23 11:06:58,1.0,127.63
7083,POS消费,地点91,校车,2014/11/24 11:06:37,6.0,121.63
7083,POS消费,地点91,校车,2014/11/24 11:09:35,4.3,117.33
7083,POS消费,地点21,开水,2014/11/24 11:22:21,1.0,116.33
7083,POS消费,地点91,校车,2014/11/24 17:06:52,3.6,112.73
7083,POS消费,地点91,校车,2014/11/24 17:07:41,5.1,107.63
7083,POS消费,地点21,开水,2014/11/24 17:19:24,1.0,106.63
7083,POS消费,地点167,食堂,2014/11/26 07:53:00,5.8,100.83
7083,POS消费,地点213,食堂,2014/11/26 13:48:36,3.15,97.68
7083,POS消费,地点91,校车,2014/11/26 17:02:05,6.0,91.68
7083,POS消费,地点91,校车,2014/11/26 17:06:58,3.9,87.78
7083,POS消费,地点1155,食堂,2014/11/26 21:54:22,2.5,85.28
7083,POS消费,地点91,校车,2014/11/27 11:04:59,5.6,79.68
7083,POS消费,地点91,校车,2014/11/27 11:07:06,3.5,76.18
7083,POS消费,地点21,开水,2014/11/27 11:18:02,1.0,75.18
7083,POS消费,地点91,校车,2014/11/27 17:03:28,6.0,69.18
7083,POS消费,地点91,校车,2014/11/27 17:06:45,3.5,65.68
7083,POS消费,地点247,食堂,2014/11/28 12:26:34,10.0,55.68
7083,POS消费,地点279,食堂,2014/11/29 11:18:25,5.6,50.08
7083,POS消费,地点1368,食堂,2014/11/29 11:28:29,4.8,45.28
7083,POS消费,地点37,淋浴,2014/11/29 14:29:40,1.6,43.68
7083,POS消费,地点2031,食堂,2014/11/30 11:51:51,7.6,36.08
7083,POS消费,地点279,食堂,2014/12/01 11:03:25,4.6,31.48
7083,POS消费,地点1368,食堂,2014/12/01 11:13:12,4.8,26.68
7083,POS消费,地点91,校车,2014/12/01 17:26:10,6.0,20.68
7083,POS消费,地点91,校车,2014/12/01 17:29:28,4.0,16.68
7083,POS消费,地点1155,食堂,2014/12/01 20:08:43,4.0,12.68
7083,卡充值,,,2014/12/03 12:41:48,400.0,412.68
7083,POS消费,地点247,食堂,2014/12/03 12:42:51,10.0,402.68
7083,POS消费,地点21,开水,2014/12/03 16:55:23,3.0,399.68
7083,POS消费,地点91,校车,2014/12/03 16:58:15,6.0,393.68
7083,POS消费,地点247,食堂,2014/12/04 12:20:51,10.0,380.18
7083,POS消费,地点91,校车,2014/12/04 17:16:17,5.6,374.58
7083,POS消费,地点91,校车,2014/12/04 17:18:24,4.5,370.08
7083,POS消费,地点21,开水,2014/12/04 17:29:34,1.8,368.28
7083,POS消费,地点275,食堂,2014/12/05 11:50:05,10.0,358.28
7083,POS消费,地点841,食堂,2014/12/05 12:14:05,2.8,355.48
7083,POS消费,地点37,淋浴,2014/12/05 13:21:26,1.7,353.78
7083,POS消费,地点91,校车,2014/12/05 17:11:57,2.6,351.18
7083,POS消费,地点91,校车,2014/12/05 17:15:03,5.4,345.78
7083,POS消费,地点244,食堂,2014/12/06 10:58:28,8.6,337.18
7083,POS消费,地点279,食堂,2014/12/06 17:19:10,9.6,327.58
